,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
4030,2015_16,Bellin College,Green Bay,WI,Bachelor's,NO,69.05,1090.0,,,24.0,318.0,93.08,0.63,2.83,0.94,,20500.0,20500.0,0.61
4031,2015_16,Beloit College,Beloit,WI,Bachelor's,NO,68.78,,,,,1271.0,65.85,5.43,9.36,2.91,52181.0,45050.0,45050.0,0.82
4033,2015_16,Cardinal Stritch University,Milwaukee,WI,Bachelor's,NO,76.88,1028.0,491.0,525.0,22.0,1971.0,54.13,20.7,11.16,2.49,37741.0,27540.0,27540.0,0.37
4034,2015_16,Carroll University,Waukesha,WI,Bachelor's,NO,93.97,1087.0,425.0,510.0,24.0,2946.0,83.3,1.15,6.82,3.46,40640.0,29535.0,29535.0,0.59
4035,2015_16,Carthage College,Kenosha,WI,Bachelor's,NO,70.24,1145.0,585.0,560.0,25.0,2862.0,74.98,4.4,4.47,1.36,49152.0,38375.0,38375.0,0.59
4036,2015_16,Columbia College of Nursing,Glendale,WI,Bachelor's,NO,,,,,,150.0,80.67,4.67,5.33,4.67,,,,
4037,2015_16,Concordia University-Wisconsin,Mequon,WI,Bachelor's,NO,66.7,1066.0,507.0,521.0,23.0,4080.0,72.28,14.71,2.4,2.21,39574.0,27100.0,27100.0,0.58
4038,2015_16,Edgewood College,Madison,WI,Bachelor's,NO,76.81,1050.0,523.0,522.0,23.0,1758.0,79.58,2.79,5.75,2.9,38143.0,26550.0,26550.0,0.6
4044,2015_16,Lakeland University,Plymouth,WI,Bachelor's,NO,96.26,907.0,433.0,450.0,19.0,2202.0,77.2,7.58,5.09,3.72,35844.0,25050.0,25050.0,0.51
4046,2015_16,Lawrence University,Appleton,WI,Bachelor's,NO,68.25,,,,,1527.0,69.68,3.34,6.68,5.04,53790.0,43740.0,43740.0,0.76
4047,2015_16,Maranatha Baptist University,Watertown,WI,Bachelor's,NO,68.64,,,,,758.0,87.6,1.32,2.9,1.06,24845.0,13940.0,13940.0,0.58
4048,2015_16,Marian University,Fond Du Lac,WI,Bachelor's,NO,83.9,950.0,,,20.0,1538.0,82.31,6.05,6.18,0.91,35597.0,27210.0,27210.0,0.41
4049,2015_16,Marquette University,Milwaukee,WI,Bachelor's,NO,74.21,1219.0,585.0,600.0,27.0,8143.0,72.69,4.14,9.86,5.51,49868.0,37170.0,37170.0,0.8
4053,2015_16,Milwaukee Institute of Art & Design,Milwaukee,WI,Bachelor's,NO,61.99,,,,,624.0,67.95,7.69,13.46,3.85,43199.0,33560.0,33560.0,0.55
4054,2015_16,Milwaukee School of Engineering,Milwaukee,WI,Bachelor's,NO,64.96,1248.0,625.0,670.0,28.0,2668.0,65.55,2.21,5.1,3.49,46504.0,36540.0,36540.0,0.64
4056,2015_16,Mount Mary University,Milwaukee,WI,Bachelor's,NO,52.62,902.0,399.0,372.0,19.0,735.0,48.84,20.41,15.24,8.3,36991.0,26760.0,26760.0,0.43
4061,2015_16,Northland College,Ashland,WI,Bachelor's,NO,57.16,1118.0,530.0,513.0,25.0,518.0,82.82,0.97,5.6,0.39,42662.0,32754.0,32754.0,0.58
4062,2015_16,Ripon College,Ripon,WI,Bachelor's,NO,66.12,1105.0,545.0,560.0,24.0,781.0,83.48,2.82,5.89,1.28,44759.0,36514.0,36514.0,0.69
4064,2015_16,Saint Norbert College,De Pere,WI,Bachelor's,NO,77.69,1125.0,560.0,555.0,25.0,2052.0,88.69,0.78,3.65,1.46,43248.0,34237.0,34237.0,0.73
4065,2015_16,Holy Family College,Manitowoc,WI,Bachelor's,NO,47.22,,,,,284.0,54.93,17.25,4.23,1.06,37044.0,25320.0,25320.0,0.4
4070,2015_16,Viterbo University,La Crosse,WI,Bachelor's,NO,66.15,1090.0,595.0,505.0,24.0,1852.0,89.42,2.16,2.75,1.3,34867.0,25050.0,25050.0,0.51
4074,2015_16,University of Wisconsin-Whitewater,Whitewater,WI,Bachelor's,NO,80.5,1050.0,480.0,540.0,23.0,10614.0,81.96,4.39,5.64,1.67,17195.0,7637.0,15710.0,0.6
4078,2015_16,University of Wisconsin-Eau Claire,Eau Claire,WI,Bachelor's,NO,85.2,1110.0,,,24.0,9844.0,89.25,0.9,2.28,3.61,18683.0,8822.0,16395.0,0.65
4079,2015_16,University of Wisconsin-Green Bay,Green Bay,WI,Bachelor's,NO,84.7,1070.0,,,23.0,5502.0,85.68,1.62,4.14,3.13,17225.0,7824.0,15397.0,0.46
4080,2015_16,University of Wisconsin-La Crosse,La Crosse,WI,Bachelor's,NO,80.0,1130.0,,,25.0,9462.0,89.65,0.79,3.24,2.34,17956.0,8832.0,16783.0,0.68
4081,2015_16,Wisconsin Lutheran College,Milwaukee,WI,Bachelor's,NO,91.83,1101.0,518.0,540.0,24.0,1056.0,83.14,5.11,5.21,1.14,37044.0,27040.0,27040.0,0.62
4082,2015_16,University of Wisconsin-Oshkosh,Oshkosh,WI,Bachelor's,NO,81.49,1030.0,,,22.0,9955.0,86.54,2.32,3.6,3.89,17585.0,7487.0,15060.0,0.51
4083,2015_16,University of Wisconsin-Parkside,Kenosha,WI,Bachelor's,NO,81.59,970.0,,,21.0,4158.0,68.45,8.85,13.37,3.15,15048.0,7341.0,15330.0,0.33
4085,2015_16,University of Wisconsin-Stout,Menomonie,WI,Bachelor's,NO,93.05,1030.0,,,22.0,8220.0,87.35,1.57,2.48,3.55,18707.0,9203.0,16949.0,0.57
4086,2015_16,University of Wisconsin-Superior,Superior,WI,Bachelor's,NO,94.04,990.0,,,21.0,2268.0,80.86,2.16,2.25,1.06,17007.0,8036.0,15609.0,0.4
4087,2015_16,University of Wisconsin-Madison,Madison,WI,Bachelor's,NO,57.61,1300.0,610.0,690.0,29.0,29579.0,76.2,2.08,4.75,5.53,24315.0,10415.0,29665.0,0.85
4088,2015_16,University of Wisconsin-Milwaukee,Milwaukee,WI,Bachelor's,NO,85.78,1050.0,,,23.0,20921.0,67.72,8.22,9.19,6.75,20825.0,9429.0,19603.0,0.41
4089,2015_16,University of Wisconsin-Platteville,Platteville,WI,Bachelor's,NO,94.31,1090.0,,,24.0,7785.0,90.48,1.49,3.08,1.39,17908.0,7488.0,15338.0,0.54
4090,2015_16,University of Wisconsin-River Falls,River Falls,WI,Bachelor's,NO,89.78,1050.0,,,23.0,5286.0,88.71,1.89,2.52,2.67,17309.0,7937.0,15510.0,0.57
4091,2015_16,University of Wisconsin-Stevens Point,Stevens Point,WI,Bachelor's,NO,90.07,1050.0,,,23.0,8733.0,86.64,2.44,3.71,2.83,16709.0,7672.0,15939.0,0.64
4101,2015_16,University of Wyoming,Laramie,WY,Bachelor's,NO,95.66,1122.0,548.0,555.0,25.0,9842.0,76.25,1.01,6.9,1.26,18691.0,4892.0,15632.0,0.55
4104,2015_16,University of Guam,Mangilao,GU,Bachelor's,NO,,,,,,3647.0,2.22,0.71,0.6,45.35,13450.0,5338.0,12058.0,0.27
4108,2015_16,American University of Puerto Rico,Bayamon,PR,Bachelor's,NO,,,,,,651.0,0.0,0.0,100.0,0.0,15190.0,5811.0,5811.0,0.27
4109,2015_16,American University of Puerto Rico,Manati,PR,Bachelor's,NO,,,,,,861.0,0.0,0.0,100.0,0.0,15088.0,5811.0,5811.0,0.25
4112,2015_16,Universidad Adventista de las Antillas,Mayaguez,PR,Bachelor's,NO,96.84,,,,,1304.0,0.92,1.15,95.02,0.23,12786.0,6850.0,6850.0,0.32
4113,2015_16,Atlantic University College,Guaynabo,PR,Bachelor's,NO,,,,,,1459.0,0.0,0.0,100.0,0.0,9548.0,7425.0,7425.0,0.32
4114,2015_16,Universidad Central de Bayamon,Bayamn,PR,Bachelor's,NO,67.91,,,,,1354.0,0.0,0.0,100.0,0.0,12124.0,6220.0,6220.0,0.31
4116,2015_16,Albizu University-San Juan,San Juan,PR,Bachelor's,NO,85.19,,,,,265.0,1.13,0.0,86.04,0.0,,7006.0,7006.0,
4117,2015_16,Caribbean University-Bayamon,Bayamon,PR,Bachelor's,NO,,,,,,1589.0,0.0,0.0,100.0,0.0,8252.0,5080.0,5080.0,0.24
4119,2015_16,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,Bachelor's,NO,97.52,,,,,629.0,0.48,0.16,93.64,0.0,9191.0,5028.0,5028.0,0.26
4120,2015_16,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,Bachelor's,NO,96.23,,,,,5427.0,0.07,0.02,99.08,0.0,11172.0,5130.0,5130.0,0.37
4122,2015_16,Universidad Teologica del Caribe,Trujillo Alto,PR,Bachelor's,NO,,,,,,240.0,0.0,0.0,100.0,0.0,9934.0,3784.0,3784.0,0.0
4124,2015_16,Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,Bachelor's,NO,,,,,,11589.0,0.0,0.0,100.0,0.0,14787.0,5820.0,5820.0,0.28
4125,2015_16,Conservatory of Music of Puerto Rico,San Juan,PR,Bachelor's,NO,73.53,,,,,411.0,0.24,0.0,95.86,0.0,11556.0,3370.0,3370.0,0.63
4129,2015_16,Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,Bachelor's,NO,85.37,,,,,573.0,0.17,0.0,99.65,0.0,6748.0,3248.0,5408.0,0.39
4141,2015_16,Inter American University of Puerto Rico-San German,San German,PR,Bachelor's,NO,63.21,,,,,4246.0,0.19,0.19,99.46,0.02,12664.0,4962.0,4962.0,0.33
4142,2015_16,Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,Bachelor's,NO,52.58,,,,,4198.0,0.19,0.05,99.62,0.05,11061.0,5534.0,5534.0,0.28
4143,2015_16,Inter American University of Puerto Rico-Arecibo,Arecibo,PR,Bachelor's,NO,56.09,,,,,4025.0,0.4,0.02,99.38,0.02,12531.0,4962.0,4962.0,0.29
4144,2015_16,Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,Bachelor's,NO,43.04,,,,,2009.0,0.05,0.0,99.9,0.0,10851.0,5014.0,5014.0,0.41
4145,2015_16,Inter American University of Puerto Rico-Metro,San Juan,PR,Bachelor's,NO,19.52,,,,,6350.0,0.77,0.74,97.81,0.31,15395.0,7122.0,7122.0,0.29
4146,2015_16,Inter American University of Puerto Rico-Ponce,Mercedita,PR,Bachelor's,NO,52.94,,,,,5011.0,0.2,0.04,99.5,0.04,11065.0,4962.0,4962.0,0.28
4147,2015_16,Inter American University of Puerto Rico-Fajardo,Fajardo,PR,Bachelor's,NO,67.22,,,,,2050.0,0.1,0.05,99.71,0.0,10826.0,4905.0,4905.0,0.21
4148,2015_16,Inter American University of Puerto Rico-Guayama,Guayama,PR,Bachelor's,NO,47.29,,,,,1898.0,0.16,0.05,99.74,0.0,13521.0,5589.0,5589.0,0.28
4149,2015_16,Inter American University of Puerto Rico-Bayamon,Bayamon,PR,Bachelor's,NO,52.99,,,,,4481.0,0.62,0.29,98.46,0.0,10521.0,4962.0,4962.0,0.3
4160,2015_16,University of Puerto Rico-Aguadilla,Aguadilla,PR,Bachelor's,NO,78.82,1023.0,507.0,516.0,,3086.0,2.62,0.23,96.37,0.03,7505.0,2019.0,4041.0,0.33
4161,2015_16,University of Puerto Rico-Arecibo,Arecibo,PR,Bachelor's,NO,88.91,,,,,3846.0,0.0,0.0,100.0,0.0,10894.0,2049.0,4070.0,0.43
4162,2015_16,University of Puerto Rico-Bayamon,Bayamon,PR,Bachelor's,NO,24.26,,,,,4876.0,0.0,0.0,100.0,0.0,9267.0,2014.0,4036.0,0.34
4163,2015_16,University of Puerto Rico-Carolina,Carolina,PR,Bachelor's,NO,26.53,1002.0,504.0,499.0,,3669.0,0.87,0.14,98.01,0.0,11912.0,3056.0,6088.0,0.31
4164,2015_16,University of Puerto Rico-Cayey,Cayey,PR,Bachelor's,NO,81.64,1105.0,547.0,558.0,,3681.0,0.0,0.0,100.0,0.0,10551.0,2049.0,4070.0,0.48
4165,2015_16,University of Puerto Rico-Humacao,Humacao,PR,Bachelor's,NO,48.41,,,,,3732.0,0.86,0.46,93.03,0.05,10929.0,2049.0,4071.0,0.44
4167,2015_16,University of Puerto Rico-Mayaguez,Mayaguez,PR,Bachelor's,NO,77.34,,,,,11518.0,0.0,0.0,93.42,0.0,11932.0,2049.0,4071.0,0.36
4168,2015_16,University of Puerto Rico-Medical Sciences,San Juan,PR,Bachelor's,NO,,,,,,444.0,0.23,0.0,99.77,0.0,,,,
4169,2015_16,University of Puerto Rico-Ponce,Ponce,PR,Bachelor's,NO,50.51,,,,,3543.0,0.0,0.0,100.0,0.0,11718.0,2014.0,4036.0,0.4
4170,2015_16,University of Puerto Rico-Rio Piedras,San Juan,PR,Bachelor's,NO,29.39,1162.0,578.0,584.0,,12653.0,0.87,0.1,85.39,0.08,7312.0,2019.0,4518.0,0.44
4171,2015_16,Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,Bachelor's,NO,,,,,,11825.0,0.0,0.0,100.0,0.0,14539.0,5820.0,5820.0,0.23
4172,2015_16,Universidad del Sagrado Corazon,Santurce,PR,Bachelor's,NO,22.33,,,,,4415.0,0.0,0.0,100.0,0.0,13378.0,5780.0,5780.0,0.33
4175,2015_16,Universidad Politecnica de Puerto Rico,Hato Rey,PR,Bachelor's,NO,,,,,,3475.0,0.14,0.03,99.65,0.06,20219.0,8040.0,8040.0,0.17
4176,2015_16,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,Bachelor's,NO,94.82,,,,,1375.0,0.0,0.0,99.2,0.0,9348.0,5028.0,5028.0,0.18
4177,2015_16,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,Bachelor's,NO,,,,,,14696.0,0.0,0.0,100.0,0.0,14450.0,5820.0,5820.0,0.21
4180,2015_16,University of the Virgin Islands,Charlotte Amalie,VI,Bachelor's,NO,94.97,807.0,409.0,385.0,19.0,2022.0,5.39,71.96,7.57,0.74,16403.0,5014.0,13834.0,0.23
4181,2015_16,Stanford University,Stanford,CA,Bachelor's,NO,5.04,1479.0,735.0,750.0,33.0,6994.0,37.37,6.08,15.33,20.47,62363.0,46320.0,46320.0,0.94
4182,2015_16,Purdue University-Main Campus,West Lafayette,IN,Bachelor's,NO,58.97,1231.0,575.0,630.0,28.0,30233.0,64.64,2.98,4.35,6.15,22581.0,10002.0,28804.0,0.75
4184,2015_16,Parker University,Dallas,TX,Bachelor's,NO,,,,,,143.0,44.76,23.78,18.88,6.99,32328.0,15052.0,15052.0,
4189,2015_16,Widener University-Delaware Law School,Wilmington,DE,Bachelor's,NO,,,,,,63.0,68.25,22.22,6.35,0.0,24726.0,13830.0,13830.0,0.44
4204,2015_16,St. John's College,Santa Fe,NM,Bachelor's,NO,81.36,,,,,324.0,59.57,0.31,11.73,3.09,60058.0,49644.0,49644.0,0.45
4205,2015_16,Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,Bachelor's,NO,,,,,,16.0,100.0,0.0,0.0,0.0,,,,
4206,2015_16,Bais Medrash Elyon,Monsey,NY,Bachelor's,NO,,,,,,64.0,100.0,0.0,0.0,0.0,,,,0.5
4207,2015_16,Antioch University-Los Angeles,Culver City,CA,Bachelor's,NO,,,,,,165.0,44.85,13.94,18.79,2.42,,,,
4208,2015_16,Antioch University-Santa Barbara,Santa Barbara,CA,Bachelor's,NO,,,,,,168.0,39.88,1.19,17.86,2.38,,,,
4210,2015_16,Antioch University-Seattle,Seattle,WA,Bachelor's,NO,,,,,,105.0,58.1,9.52,6.67,4.76,,21315.0,21315.0,0.2
4211,2015_16,Antioch University-Midwest,Yellow Springs,OH,Bachelor's,NO,,,,,,51.0,80.39,13.73,1.96,0.0,,,,
4212,2015_16,Mid-America Christian University,Oklahoma City,OK,Bachelor's,NO,,,,,,1980.0,54.44,26.16,7.78,0.61,27938.0,16798.0,16798.0,0.39
4228,2015_16,Unification Theological Seminary,New York,NY,Bachelor's,NO,,,,,,,,,,,,,,
4241,2015_16,Yeshiva Gedolah of Greater Detroit,Oak Park,MI,Bachelor's,NO,82.35,,,,,62.0,100.0,0.0,0.0,0.0,13600.0,6200.0,6200.0,0.07
4242,2015_16,Austin Graduate School of Theology,Austin,TX,Bachelor's,NO,,,,,,22.0,22.73,72.73,4.55,0.0,,,,
4255,2015_16,National American University-Albuquerque,Albuquerque,NM,Bachelor's,NO,,,,,,301.0,31.56,7.97,39.87,1.0,18959.0,13395.0,13395.0,0.25
4272,2015_16,South University-Columbia,Columbia,SC,Bachelor's,NO,,,,,,929.0,25.4,63.72,4.52,1.18,27440.0,16761.0,16761.0,0.09
4281,2015_16,Platt College-Aurora,Aurora,CO,Bachelor's,NO,66.67,,,,,216.0,74.07,2.78,10.65,4.17,,19286.0,19286.0,0.67
4282,2015_16,Purdue University Global-Davenport,Davenport,IA,Bachelor's,NO,,,,,,35040.0,49.13,29.25,10.16,1.5,22376.0,14241.0,14241.0,0.26
4285,2015_16,Christian Life College,Mount Prospect,IL,Bachelor's,NO,,,,,,45.0,55.56,13.33,17.78,2.22,27498.0,11000.0,11000.0,0.67
4302,2015_16,Brandman University,Irvine,CA,Bachelor's,NO,74.51,,,,,3595.0,45.59,10.26,29.82,3.31,24488.0,12240.0,12240.0,
4303,2015_16,New College of Florida,Sarasota,FL,Bachelor's,NO,60.97,1285.0,665.0,610.0,29.0,852.0,69.01,2.82,16.43,3.05,20004.0,6916.0,29944.0,0.71
4304,2015_16,Montana Bible College,Bozeman,MT,Bachelor's,NO,100.0,1154.0,675.0,585.0,25.0,0.0,0.0,0.0,0.0,0.0,,7220.0,7220.0,1.0
4324,2015_16,Yeshivah Gedolah Rabbinical College,Miami Beach,FL,Bachelor's,NO,,,,,,31.0,87.1,0.0,0.0,0.0,,8400.0,8400.0,0.17
4327,2015_16,Caribbean University-Ponce,Ponce,PR,Bachelor's,NO,,,,,,911.0,0.0,0.0,100.0,0.0,8860.0,5080.0,5080.0,0.2
4329,2015_16,University of Advancing Technology,Tempe,AZ,Bachelor's,NO,85.71,,,,,693.0,54.55,7.5,12.41,1.88,32792.0,23750.0,23750.0,0.23
4365,2015_16,South Florida Bible College and Theological Seminary,Deerfield Beach,FL,Bachelor's,NO,,,,,,164.0,26.22,42.07,8.54,0.0,18000.0,6200.0,6200.0,1.0
4389,2015_16,California State University-San Marcos,San Marcos,CA,Bachelor's,NO,54.04,955.0,470.0,480.0,21.0,12103.0,30.17,3.36,42.26,10.26,18938.0,7269.0,18429.0,0.51
4390,2015_16,Argosy University-Hawaii,Honolulu,HI,Bachelor's,NO,,,,,,504.0,8.93,8.73,5.95,8.13,25351.0,13968.0,13968.0,0.0
4400,2015_16,McNally Smith College of Music,Saint Paul,MN,Bachelor's,NO,48.66,,,,,431.0,71.23,9.51,4.41,3.94,36089.0,26640.0,26640.0,0.39
4406,2015_16,Colorado Heights University,Denver,CO,Bachelor's,NO,,,,,,94.0,4.26,0.0,5.32,1.06,,7146.0,7146.0,0.11
4408,2015_16,Hodges University,Fort Myers,FL,Bachelor's,NO,94.01,,,,,1476.0,45.93,13.01,35.37,2.3,24364.0,13220.0,13220.0,0.3
4410,2015_16,Argosy University-Atlanta,Atlanta,GA,Bachelor's,NO,,,,,,419.0,12.41,77.57,5.97,0.48,24738.0,13560.0,13560.0,0.12
4484,2015_16,Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,Bachelor's,NO,,,,,,109.0,100.0,0.0,0.0,0.0,13144.0,8000.0,8000.0,0.6
4530,2015_16,Northwest College of Art & Design,Tacoma,WA,Bachelor's,NO,77.89,,,,,100.0,80.0,4.0,4.0,3.0,29300.0,19050.0,19050.0,0.56
4531,2015_16,University of Washington-Bothell Campus,Bothell,WA,Bachelor's,NO,78.73,1037.0,510.0,530.0,22.0,4660.0,41.89,5.86,9.23,25.88,23546.0,11758.0,34062.0,0.7
4532,2015_16,University of Washington-Tacoma Campus,Tacoma,WA,Bachelor's,NO,82.56,966.0,480.0,495.0,19.0,3884.0,43.2,7.23,11.69,18.28,22140.0,11905.0,34209.0,0.63
4554,2015_16,University of Phoenix-Utah,Salt Lake City,UT,Bachelor's,NO,,,,,,470.0,50.85,1.7,9.36,2.34,21605.0,9792.0,9792.0,0.21
4572,2015_16,University of Phoenix-Puerto Rico,Guaynabo,PR,Bachelor's,NO,,,,,,190.0,1.05,0.0,62.63,0.0,,,,0.31
4606,2015_16,Beacon College,Leesburg,FL,Bachelor's,NO,56.59,,,,,274.0,69.71,14.96,4.38,2.92,47308.0,34680.0,34680.0,0.8
4610,2015_16,University of the Potomac-Washington DC Campus,Washington,DC,Bachelor's,NO,,,,,,146.0,19.18,62.33,2.05,0.0,21884.0,13884.0,13884.0,0.42
4611,2015_16,Rabbi Jacob Joseph School,Edison,NJ,Bachelor's,NO,100.0,,,,,98.0,98.98,0.0,0.0,0.0,18200.0,11400.0,11400.0,0.18
4616,2015_16,Everglades University,Boca Raton,FL,Bachelor's,NO,69.23,,,,,1296.0,58.33,17.82,15.59,1.77,30644.0,16648.0,16648.0,0.48
4623,2015_16,College of Biblical Studies-Houston,Houston,TX,Bachelor's,NO,,,,,,402.0,15.92,51.24,27.36,1.49,24751.0,6946.0,6946.0,0.0
4637,2015_16,Watkins College of Art Design & Film,Nashville,TN,Bachelor's,NO,70.09,1003.0,600.0,490.0,21.0,271.0,69.37,14.76,7.75,2.21,34244.0,20790.0,20790.0,0.21
4646,2015_16,Bristol University,Anaheim,CA,Bachelor's,NO,46.15,,,,,197.0,16.75,35.53,19.8,2.03,,,,0.89
4648,2015_16,Mt Sierra College,Monrovia,CA,Bachelor's,NO,,,,,,356.0,17.42,5.06,46.07,8.71,27230.0,15588.0,15588.0,0.28
4651,2015_16,Soka University of America,Aliso Viejo,CA,Bachelor's,NO,46.12,1229.0,570.0,660.0,27.0,432.0,20.37,3.7,9.72,16.67,44550.0,30642.0,30642.0,0.86
4654,2015_16,World Mission University,Los Angeles,CA,Bachelor's,NO,,,,,,137.0,0.0,0.0,0.0,70.07,20725.0,5380.0,5380.0,0.8
4660,2015_16,Colorado Technical University-Sioux Falls,Sioux Falls,SD,Bachelor's,NO,,,,,,27.0,77.78,7.41,3.7,0.0,,,,0.25
4661,2015_16,Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,Bachelor's,NO,,,,,,111.0,21.62,6.31,41.44,0.9,40979.0,22613.0,22613.0,0.88
4671,2015_16,Schiller International University,Tampa,FL,Bachelor's,NO,,,,,,28.0,25.0,35.71,3.57,7.14,,21540.0,21540.0,0.4
4686,2015_16,Yeshivas Novominsk,Brooklyn,NY,Bachelor's,NO,100.0,,,,,144.0,99.31,0.0,0.0,0.0,17111.0,9700.0,9700.0,0.02
4689,2015_16,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,Bachelor's,NO,100.0,,,,,194.0,100.0,0.0,0.0,0.0,18700.0,11600.0,11600.0,0.5
4691,2015_16,University of Phoenix-New Mexico,Albuquerque,NM,Bachelor's,NO,,,,,,813.0,9.35,2.95,45.26,0.12,22176.0,9753.0,9753.0,0.2
4703,2015_16,Arizona State University-West,Glendale,AZ,Bachelor's,NO,75.53,1091.0,540.0,535.0,24.0,3223.0,50.51,5.86,28.08,5.24,20949.0,9684.0,24219.0,0.71
4710,2015_16,Minnesota School of Business-Brooklyn Center,Brooklyn Center,MN,Bachelor's,NO,,,,,,80.0,30.0,43.75,8.75,12.5,27495.0,14040.0,14040.0,0.25
4750,2015_16,California State University-Monterey Bay,Seaside,CA,Bachelor's,NO,48.69,,,,,6408.0,30.56,6.07,43.26,5.29,19375.0,6119.0,17279.0,0.53
4754,2015_16,Argosy University-The Art Institute of California-Hollywood,North Hollywood,CA,Bachelor's,NO,,,,,,1198.0,20.37,15.94,42.65,5.51,34417.0,18744.0,18744.0,0.27
4768,2015_16,Capella University,Minneapolis,MN,Bachelor's,NO,,,,,,9098.0,46.55,25.15,7.45,1.43,18477.0,13176.0,13176.0,0.0
4794,2015_16,Johnson & Wales University-North Miami,North Miami,FL,Bachelor's,NO,75.85,,,,,1743.0,23.52,30.75,22.95,0.4,41154.0,29576.0,29576.0,0.46
4797,2015_16,Trine University-Regional/Non-Traditional Campuses,Fort Wayne,IN,Bachelor's,NO,,,,,,416.0,86.06,4.57,2.88,0.48,26180.0,10320.0,10320.0,0.0
4807,2015_16,The University of Texas MD Anderson Cancer Center,Houston,TX,Bachelor's,NO,,,,,,304.0,25.66,10.2,31.58,26.64,,,,
4836,2015_16,Messenger College,Bedford,TX,Bachelor's,NO,43.69,,,,,109.0,54.13,18.35,12.84,0.0,21009.0,8756.0,8756.0,0.33
4908,2015_16,Argosy University-Northern Virginia,Arlington,VA,Bachelor's,NO,,,,,,84.0,7.14,77.38,9.52,2.38,24943.0,13560.0,13560.0,0.0
4917,2015_16,University of Phoenix-Hawaii,Kapolei,HI,Bachelor's,NO,,,,,,1240.0,10.65,7.66,8.15,10.89,22992.0,9635.0,9635.0,0.23
4925,2015_16,Yeshiva D'monsey Rabbinical College,Monsey,NY,Bachelor's,NO,38.89,,,,,57.0,98.25,0.0,0.0,0.0,23114.0,6000.0,6000.0,0.4
4937,2015_16,Arizona State University-Polytechnic,Mesa,AZ,Bachelor's,NO,79.5,1113.0,545.0,575.0,24.0,3669.0,55.3,4.22,19.3,5.86,22762.0,9684.0,24219.0,0.58
4941,2015_16,Argosy University-Schaumburg,Schaumburg,IL,Bachelor's,NO,,,,,,70.0,47.14,24.29,11.43,8.57,22890.0,13560.0,13560.0,0.0
4967,2015_16,Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,Bachelor's,NO,65.71,,,,,9810.0,56.79,8.63,5.24,2.73,21900.0,8520.0,8520.0,0.27
4984,2015_16,Ottawa University-Milwaukee,Brookfield,WI,Bachelor's,NO,,,,,,157.0,51.59,18.47,0.0,3.82,,,,
4985,2015_16,Argosy University-Tampa,Tampa,FL,Bachelor's,NO,,,,,,138.0,28.26,51.45,15.22,1.45,,13560.0,13560.0,1.0
4986,2015_16,The Illinois Institute of Art-Schaumburg,Schaumburg,IL,Bachelor's,NO,,,,,,685.0,51.53,11.53,19.85,3.65,30619.0,17485.0,17485.0,0.43
4989,2015_16,The Art Institute of Phoenix,Phoenix,AZ,Bachelor's,NO,,,,,,999.0,32.63,6.11,31.83,2.2,29258.0,17412.0,17412.0,0.34
4996,2015_16,Colorado Technical University-Greenwood Village,Aurora,CO,Bachelor's,NO,,,,,,453.0,33.55,13.69,3.09,3.53,22376.0,11661.0,11661.0,0.14
5000,2015_16,Strayer University-Maryland,Suitland,MD,Bachelor's,NO,,,,,,2160.0,12.64,72.64,5.6,1.11,29544.0,12975.0,12975.0,0.11
5018,2015_16,San Juan Bautista School of Medicine,Caguas,PR,Bachelor's,NO,100.0,,,,,36.0,0.0,0.0,100.0,0.0,11195.0,9360.0,15990.0,
5019,2015_16,Texas Health and Science University,Austin,TX,Bachelor's,NO,,,,,,17.0,0.0,0.0,0.0,5.88,,,,
5021,2015_16,New Hampshire Institute of Art,Manchester,NH,Bachelor's,NO,,,,,,380.0,67.11,1.05,9.21,1.05,38128.0,24690.0,24690.0,0.45
5052,2015_16,Yeshiva of the Telshe Alumni,Riverdale,NY,Bachelor's,NO,100.0,,,,,112.0,99.11,0.0,0.0,0.0,18500.0,9100.0,9100.0,0.05
5055,2015_16,University of Phoenix-Washington,Tukwila,WA,Bachelor's,NO,,,,,,352.0,29.26,14.49,5.97,3.69,24270.0,9840.0,9840.0,0.15
5056,2015_16,University of Phoenix-Oregon,Tigard,OR,Bachelor's,NO,,,,,,251.0,52.59,1.99,10.76,2.39,,,,0.17
