,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
908,2015_16,Truett McConnell University,Cleveland,GA,Bachelor's,NO,91.13,938.0,469.0,460.0,20.0,752.0,83.78,7.58,3.86,0.66,28589.0,18000.0,18000.0,0.32
910,2015_16,Valdosta State University,Valdosta,GA,Bachelor's,NO,50.43,993.0,505.0,490.0,21.0,8692.0,50.63,36.18,4.96,1.23,19697.0,6297.0,16871.0,0.36
911,2015_16,Wesleyan College,Macon,GA,Bachelor's,NO,41.63,1030.0,530.0,500.0,22.0,579.0,36.44,27.81,4.32,2.07,31139.0,20290.0,20290.0,0.59
912,2015_16,University of West Georgia,Carrollton,GA,Bachelor's,NO,56.88,945.0,480.0,460.0,20.0,10309.0,49.97,38.62,4.91,0.91,21143.0,6143.0,16717.0,0.39
913,2015_16,Young Harris College,Young Harris,GA,Bachelor's,NO,52.2,974.0,495.0,483.0,21.0,1166.0,75.99,6.6,3.17,1.11,38313.0,28012.0,28012.0,0.51
914,2015_16,Chaminade University of Honolulu,Honolulu,HI,Bachelor's,NO,82.03,966.0,475.0,488.0,21.0,1773.0,17.65,6.71,7.16,31.02,33350.0,21780.0,21780.0,0.47
915,2015_16,University of Hawaii at Hilo,Hilo,HI,Bachelor's,NO,71.25,926.0,465.0,475.0,19.0,3124.0,22.18,0.96,13.35,16.87,17349.0,7332.0,19788.0,0.39
916,2015_16,University of Hawaii at Manoa,Honolulu,HI,Bachelor's,NO,81.42,1067.0,530.0,550.0,23.0,13320.0,17.45,1.38,10.26,39.86,21177.0,11164.0,31216.0,0.57
918,2015_16,Hawaii Pacific University,Honolulu,HI,Bachelor's,NO,91.3,,,,,3940.0,26.88,5.3,14.67,16.65,35162.0,22440.0,22440.0,0.49
927,2015_16,University of Hawaii-West Oahu,Kapolei,HI,Bachelor's,NO,70.16,,,,,2517.0,10.97,1.55,11.6,36.95,12717.0,7152.0,19608.0,0.29
930,2015_16,Boise Bible College,Boise,ID,Bachelor's,NO,98.15,1045.0,530.0,495.0,23.0,143.0,88.11,0.7,4.2,0.0,26281.0,11665.0,11665.0,0.54
931,2015_16,Boise State University,Boise,ID,Bachelor's,NO,79.57,1046.0,515.0,515.0,23.0,15959.0,73.68,1.72,11.09,1.97,17670.0,6876.0,20926.0,0.39
933,2015_16,Idaho State University,Pocatello,ID,Bachelor's,NO,,,,,,8969.0,67.13,1.33,10.44,1.19,19191.0,6784.0,20182.0,0.32
934,2015_16,University of Idaho,Moscow,ID,Bachelor's,NO,72.05,1061.0,530.0,525.0,23.0,7826.0,75.85,1.46,10.06,1.3,19418.0,7020.0,21024.0,0.57
935,2015_16,The College of Idaho,Caldwell,ID,Bachelor's,NO,90.37,,,,,1034.0,65.96,1.84,13.93,2.32,36579.0,26155.0,26155.0,0.68
936,2015_16,Lewis-Clark State College,Lewiston,ID,Bachelor's,NO,98.88,939.0,465.0,460.0,21.0,3013.0,81.78,1.19,5.61,1.0,19509.0,7224.0,18224.0,0.3
941,2015_16,Northwest Nazarene University,Nampa,ID,Bachelor's,NO,56.26,1056.0,520.0,515.0,24.0,1286.0,74.96,1.56,10.19,1.87,36596.0,28150.0,28150.0,0.49
943,2015_16,Brigham Young University-Idaho,Rexburg,ID,Bachelor's,NO,99.59,1040.0,510.0,505.0,23.0,28457.0,78.89,0.53,3.12,1.01,11676.0,3830.0,3830.0,0.61
948,2015_16,American Academy of Art,Chicago,IL,Bachelor's,NO,,,,,,317.0,53.94,11.04,26.5,4.73,34926.0,31220.0,31220.0,0.51
949,2015_16,American Islamic College,Chicago,IL,Bachelor's,NO,100.0,780.0,410.0,370.0,,22.0,45.45,27.27,0.0,22.73,,7600.0,7600.0,
950,2015_16,School of the Art Institute of Chicago,Chicago,IL,Bachelor's,NO,66.48,1155.0,575.0,590.0,25.0,2843.0,36.33,3.41,9.15,12.03,57674.0,43960.0,43960.0,0.63
951,2015_16,Augustana College,Rock Island,IL,Bachelor's,NO,49.34,,,,,2454.0,75.75,3.71,9.94,2.12,48584.0,38466.0,38466.0,0.76
952,2015_16,Aurora University,Aurora,IL,Bachelor's,NO,77.24,990.0,499.0,495.0,21.0,3567.0,56.41,7.79,24.59,2.47,32529.0,22080.0,22080.0,0.56
957,2015_16,Blackburn College,Carlinville,IL,Bachelor's,NO,55.47,1005.0,443.0,463.0,22.0,579.0,79.79,12.95,1.73,0.69,27262.0,20364.0,20364.0,0.42
958,2015_16,Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,Bachelor's,NO,,,,,,244.0,92.62,4.92,0.82,1.64,,,,
960,2015_16,Bradley University,Peoria,IL,Bachelor's,NO,65.68,1163.0,560.0,585.0,26.0,4436.0,64.13,4.67,5.91,2.98,43630.0,31480.0,31480.0,0.74
974,2015_16,Chicago State University,Chicago,IL,Bachelor's,NO,21.18,875.0,477.0,527.0,18.0,3437.0,2.73,75.18,7.68,0.55,20305.0,9994.0,16954.0,0.11
976,2015_16,University of Chicago,Chicago,IL,Bachelor's,NO,8.38,1506.0,760.0,760.0,34.0,5869.0,44.51,5.04,8.49,17.41,67572.0,51351.0,51351.0,0.92
984,2015_16,Columbia College Chicago,Chicago,IL,Bachelor's,NO,88.06,,,,,8492.0,55.16,15.26,11.45,3.27,40012.0,24344.0,24344.0,0.42
985,2015_16,Concordia University-Chicago,River Forest,IL,Bachelor's,NO,50.31,1047.0,500.0,530.0,23.0,1447.0,53.56,12.92,25.5,3.04,37972.0,29520.0,29520.0,0.5
990,2015_16,DePaul University,Chicago,IL,Bachelor's,NO,71.98,,,,,15683.0,54.8,8.18,17.9,8.31,49332.0,36361.0,36361.0,0.73
993,2015_16,East-West University,Chicago,IL,Bachelor's,NO,,,,,,546.0,2.2,56.41,18.86,1.47,33658.0,20145.0,20145.0,0.08
994,2015_16,Eastern Illinois University,Charleston,IL,Bachelor's,NO,50.21,1010.0,,,22.0,7063.0,68.04,19.1,6.14,1.01,23656.0,11312.0,13442.0,0.58
996,2015_16,Elmhurst University,Elmhurst,IL,Bachelor's,NO,54.78,1090.0,543.0,545.0,24.0,2752.0,67.01,5.01,17.01,5.63,44473.0,34450.0,34450.0,0.67
997,2015_16,Eureka College,Eureka,IL,Bachelor's,NO,62.37,1033.0,570.0,585.0,22.0,685.0,83.94,4.67,2.63,0.73,29515.0,20510.0,20510.0,0.51
1002,2015_16,Governors State University,University Park,IL,Bachelor's,NO,38.87,911.0,513.0,450.0,19.0,3526.0,36.42,38.0,11.26,1.36,22543.0,10246.0,18406.0,
1004,2015_16,Greenville University,Greenville,IL,Bachelor's,NO,56.29,1022.0,485.0,485.0,22.0,1042.0,62.48,9.79,5.66,0.96,35664.0,25088.0,25088.0,0.57
1008,2015_16,Harrington College of Design,Chicago,IL,Bachelor's,NO,,,,,,25.0,32.0,28.0,12.0,0.0,,,,0.44
1009,2015_16,Hebrew Theological College,Skokie,IL,Bachelor's,NO,96.77,1048.0,545.0,510.0,22.0,476.0,99.79,0.0,0.0,0.0,36612.0,19900.0,19900.0,0.14
1011,2015_16,Rosalind Franklin University of Medicine and Science,North Chicago,IL,Bachelor's,NO,,,,,,,,,,,,,,
1012,2015_16,University of Illinois Chicago,Chicago,IL,Bachelor's,NO,76.65,1092.0,530.0,595.0,24.0,17368.0,34.03,8.18,28.43,22.41,25046.0,13664.0,26520.0,0.6
1013,2015_16,Benedictine University,Lisle,IL,Bachelor's,NO,,,,,,3298.0,44.69,8.7,12.13,16.43,36593.0,27465.0,27465.0,0.53
1015,2015_16,University of Illinois Urbana-Champaign,Champaign,IL,Bachelor's,NO,65.56,1305.0,625.0,745.0,29.0,32170.0,48.16,5.51,9.62,17.34,29568.0,15054.0,30214.0,0.85
1016,2015_16,Illinois Wesleyan University,Bloomington,IL,Bachelor's,NO,61.91,1249.0,590.0,685.0,28.0,1834.0,71.32,4.03,6.71,4.25,52548.0,42490.0,42490.0,0.83
1018,2015_16,Illinois College,Jacksonville,IL,Bachelor's,NO,60.51,,,,,942.0,68.79,12.1,10.19,0.96,40405.0,31660.0,31660.0,0.71
1020,2015_16,Illinois Institute of Technology,Chicago,IL,Bachelor's,NO,52.71,1251.0,585.0,680.0,28.0,2923.0,32.57,5.85,15.53,13.0,53585.0,43680.0,43680.0,0.73
1021,2015_16,Argosy University-Chicago,Chicago,IL,Bachelor's,NO,,,,,,209.0,11.0,70.33,13.88,0.96,24383.0,13560.0,13560.0,0.0
1022,2015_16,Illinois State University,Normal,IL,Bachelor's,NO,87.72,1090.0,,,24.0,18343.0,76.9,7.75,9.44,2.27,27018.0,13666.0,21482.0,0.73
1025,2015_16,Sanford-Brown College-Chicago,Chicago,IL,Bachelor's,NO,,,,,,88.0,6.82,55.68,2.27,2.27,,,,0.15
1030,2015_16,Judson University,Elgin,IL,Bachelor's,NO,70.6,1086.0,545.0,520.0,24.0,1076.0,58.18,8.18,16.54,2.23,39062.0,28170.0,28170.0,0.52
1033,2015_16,Kendall College,Chicago,IL,Bachelor's,NO,74.43,,,,,1232.0,43.67,17.29,15.26,3.08,35055.0,19459.0,19459.0,0.36
1035,2015_16,Knox College,Galesburg,IL,Bachelor's,NO,63.8,,,,,1377.0,52.21,7.99,13.73,6.17,50974.0,41847.0,41847.0,0.77
1037,2015_16,Lake Forest College,Lake Forest,IL,Bachelor's,NO,55.0,,,,,1559.0,57.86,6.67,16.74,5.13,53118.0,42644.0,42644.0,0.72
1040,2015_16,Lakeview College of Nursing,Danville,IL,Bachelor's,NO,,,,,,303.0,85.15,9.57,1.65,2.64,,,,
1042,2015_16,Lewis University,Romeoville,IL,Bachelor's,NO,61.84,1051.0,530.0,550.0,23.0,4529.0,63.9,6.31,19.14,3.78,36962.0,29040.0,29040.0,0.66
1043,2015_16,Lincoln Christian University,Lincoln,IL,Bachelor's,NO,59.6,1013.0,400.0,450.0,22.0,506.0,79.84,8.7,4.35,1.19,28363.0,12900.0,12900.0,0.61
1047,2015_16,Loyola University Chicago,Chicago,IL,Bachelor's,NO,71.26,1195.0,575.0,574.0,27.0,10276.0,58.14,4.44,14.25,11.56,50954.0,40426.0,40426.0,0.74
1049,2015_16,Trinity College of Nursing & Health Sciences,Rock Island,IL,Bachelor's,NO,60.0,,,,,217.0,82.49,3.69,5.53,1.84,35030.0,27067.0,27067.0,0.75
1052,2015_16,MacMurray College,Jacksonville,IL,Bachelor's,NO,62.67,922.0,409.0,437.0,20.0,569.0,74.34,12.13,6.68,0.18,32851.0,24172.0,24172.0,0.33
1055,2015_16,McKendree University,Lebanon,IL,Bachelor's,NO,63.5,1006.0,500.0,475.0,22.0,2292.0,67.93,14.22,4.62,1.05,38810.0,27930.0,27930.0,0.56
1057,2015_16,Methodist College,Peoria,IL,Bachelor's,NO,51.28,1030.0,,,22.0,603.0,80.76,10.61,2.82,2.32,31125.0,20140.0,20140.0,
1058,2015_16,Midstate College,Peoria,IL,Bachelor's,NO,100.0,,,,,452.0,69.25,23.89,2.21,0.44,28561.0,16230.0,16230.0,0.24
1059,2015_16,Millikin University,Decatur,IL,Bachelor's,NO,60.0,1069.0,535.0,525.0,23.0,2012.0,73.21,13.52,5.96,1.19,40764.0,30630.0,30630.0,0.6
1060,2015_16,Monmouth College,Monmouth,IL,Bachelor's,NO,62.4,1070.0,,,23.0,1173.0,62.57,9.55,12.19,1.79,43686.0,34200.0,34200.0,0.58
1061,2015_16,Moody Bible Institute,Chicago,IL,Bachelor's,NO,68.33,,,,,3084.0,59.01,3.92,5.29,2.43,26178.0,12284.0,12284.0,0.69
1066,2015_16,National Louis University,Chicago,IL,Bachelor's,NO,81.48,,,,,1210.0,25.37,35.45,31.4,2.56,21857.0,10617.0,10617.0,
1067,2015_16,National University of Health Sciences,Lombard,IL,Bachelor's,NO,,,,,,76.0,71.05,10.53,7.89,5.26,,,,
1069,2015_16,North Central College,Naperville,IL,Bachelor's,NO,57.16,1125.0,,,25.0,2633.0,70.6,3.91,11.24,2.43,45282.0,35421.0,35421.0,0.67
1070,2015_16,North Park University,Chicago,IL,Bachelor's,NO,49.45,1014.0,515.0,525.0,22.0,2139.0,49.42,8.37,21.51,6.5,32702.0,25860.0,25860.0,0.52
1072,2015_16,Northern Illinois University,Dekalb,IL,Bachelor's,NO,50.35,1029.0,490.0,500.0,22.0,14952.0,57.18,15.96,15.42,5.01,27837.0,14295.0,23761.0,0.5
1074,2015_16,Northwestern University,Evanston,IL,Bachelor's,NO,13.04,1460.0,725.0,755.0,33.0,8576.0,50.37,5.99,11.51,17.4,65436.0,49047.0,49047.0,0.93
1075,2015_16,Northeastern Illinois University,Chicago,IL,Bachelor's,NO,67.04,870.0,383.0,440.0,18.0,7979.0,33.46,10.14,37.44,9.4,22519.0,9351.0,17079.0,0.22
1078,2015_16,Olivet Nazarene University,Bourbonnais,IL,Bachelor's,NO,76.58,1078.0,520.0,520.0,24.0,3389.0,79.34,8.08,6.9,1.8,42667.0,32790.0,32790.0,0.61
1082,2015_16,Principia College,Elsah,IL,Bachelor's,NO,75.47,1080.0,525.0,539.0,24.0,457.0,71.55,1.75,0.22,1.09,,27440.0,27440.0,0.8
1084,2015_16,Quincy University,Quincy,IL,Bachelor's,NO,63.36,1010.0,535.0,475.0,22.0,1065.0,69.86,12.02,4.69,0.94,38543.0,26998.0,26998.0,0.52
1086,2015_16,The Illinois Institute of Art-Chicago,Chicago,IL,Bachelor's,NO,,,,,,1331.0,24.49,37.42,21.19,2.33,30244.0,17592.0,17592.0,0.34
1089,2015_16,Robert Morris University Illinois,Chicago,IL,Bachelor's,NO,24.47,,,,,2681.0,36.33,26.74,29.32,2.61,32815.0,25200.0,25200.0,0.39
1092,2015_16,Rockford University,Rockford,IL,Bachelor's,NO,53.82,1007.0,480.0,475.0,22.0,1033.0,66.89,8.52,13.75,1.55,38033.0,28330.0,28330.0,0.42
1093,2015_16,Roosevelt University,Chicago,IL,Bachelor's,NO,72.28,1038.0,553.0,540.0,22.0,3197.0,44.95,17.99,23.49,5.0,40660.0,27300.0,27300.0,0.37
1094,2015_16,Dominican University,River Forest,IL,Bachelor's,NO,62.77,1010.0,510.0,485.0,22.0,2241.0,37.84,6.65,47.61,2.59,38405.0,30670.0,30670.0,0.59
1095,2015_16,Rush University,Chicago,IL,Bachelor's,NO,,,,,,134.0,47.01,8.21,25.37,10.45,,,,
1096,2015_16,Saint Francis Medical Center College of Nursing,Peoria,IL,Bachelor's,NO,,,,,,402.0,91.29,1.49,1.74,3.73,,,,
1097,2015_16,University of St Francis,Joliet,IL,Bachelor's,NO,50.53,1069.0,500.0,550.0,23.0,1642.0,67.42,7.55,16.08,2.38,37824.0,29950.0,29950.0,0.65
1098,2015_16,St. John's College-Department of Nursing,Springfield,IL,Bachelor's,NO,,,,,,121.0,90.91,2.48,0.0,1.65,,,,
1099,2015_16,Saint Xavier University,Chicago,IL,Bachelor's,NO,74.67,990.0,490.0,510.0,21.0,2966.0,44.88,13.76,32.4,2.66,37874.0,30920.0,30920.0,0.48
1100,2015_16,University of Illinois Springfield,Springfield,IL,Bachelor's,NO,63.12,1068.0,480.0,555.0,23.0,2857.0,62.55,15.61,6.86,3.75,24319.0,11413.0,20938.0,0.48
1103,2015_16,Shimer College,Chicago,IL,Bachelor's,NO,61.22,,,,,76.0,64.47,11.84,9.21,9.21,40749.0,34004.0,34004.0,0.68
1110,2015_16,Saint Anthony College of Nursing,Rockford,IL,Bachelor's,NO,,,,,,239.0,77.41,5.02,10.88,3.77,,,,
1111,2015_16,Southern Illinois University-Carbondale,Carbondale,IL,Bachelor's,NO,80.64,1032.0,535.0,535.0,22.0,12858.0,63.71,19.19,8.49,1.61,25692.0,13137.0,26390.0,0.45
1112,2015_16,Southern Illinois University-Edwardsville,Edwardsville,IL,Bachelor's,NO,88.22,1070.0,494.0,543.0,23.0,11717.0,73.15,15.29,4.11,1.66,22278.0,10247.0,21740.0,0.49
1114,2015_16,Telshe Yeshiva-Chicago,Chicago,IL,Bachelor's,NO,100.0,,,,,70.0,100.0,0.0,0.0,0.0,16000.0,12000.0,12000.0,0.06
1117,2015_16,Trinity Christian College,Palos Heights,IL,Bachelor's,NO,87.69,1097.0,513.0,503.0,24.0,1152.0,65.02,9.98,12.67,1.39,37417.0,26665.0,26665.0,0.62
1118,2015_16,Trinity International University-Illinois,Deerfield,IL,Bachelor's,NO,66.31,1042.0,525.0,490.0,23.0,838.0,63.13,14.2,4.77,2.74,39500.0,28700.0,28700.0,0.45
1121,2015_16,VanderCook College of Music,Chicago,IL,Bachelor's,NO,95.74,1107.0,420.0,545.0,25.0,104.0,61.54,7.69,21.15,1.92,38764.0,26300.0,26300.0,0.6
1123,2015_16,Resurrection University,Chicago,IL,Bachelor's,NO,,,,,,435.0,35.63,11.95,21.15,14.94,,,,
1124,2015_16,Western Illinois University,Macomb,IL,Bachelor's,NO,60.07,970.0,,,21.0,9141.0,62.14,19.48,10.67,0.93,25234.0,12889.0,17291.0,0.53
1125,2015_16,Wheaton College,Wheaton,IL,Bachelor's,NO,70.52,1314.0,655.0,650.0,30.0,2447.0,75.6,2.66,5.52,8.66,43715.0,32950.0,32950.0,0.89
1128,2015_16,Anderson University,Anderson,IN,Bachelor's,NO,59.62,1050.0,515.0,520.0,23.0,1760.0,80.4,6.42,1.82,0.85,39132.0,27680.0,27680.0,0.54
1130,2015_16,Ball State University,Muncie,IN,Bachelor's,NO,60.5,1070.0,555.0,545.0,22.0,15689.0,81.1,7.79,4.24,1.04,22294.0,9498.0,25016.0,0.6
1131,2015_16,Bethel University,Mishawaka,IN,Bachelor's,NO,66.46,1026.0,500.0,500.0,23.0,1436.0,76.11,10.86,6.75,1.39,35605.0,26590.0,26590.0,0.64
1132,2015_16,Butler University,Indianapolis,IN,Bachelor's,NO,70.43,1209.0,570.0,580.0,28.0,4001.0,81.78,4.25,4.12,3.0,50538.0,37010.0,37010.0,0.76
1133,2015_16,Calumet College of Saint Joseph,Whiting,IN,Bachelor's,NO,,,,,,837.0,43.01,23.54,30.94,1.08,21260.0,17000.0,17000.0,0.32
1138,2015_16,DePauw University,Greencastle,IN,Bachelor's,NO,64.76,1208.0,565.0,610.0,27.0,2229.0,70.52,5.25,3.68,3.54,56146.0,44678.0,44678.0,0.82
1141,2015_16,Earlham College,Richmond,IN,Bachelor's,NO,61.63,,,,,935.0,51.02,11.98,6.42,5.45,54470.0,44390.0,44390.0,0.67
1142,2015_16,University of Evansville,Evansville,IN,Bachelor's,NO,69.74,1157.0,555.0,570.0,26.0,2125.0,72.89,2.64,1.51,1.51,44416.0,32946.0,32946.0,0.68
1143,2015_16,Franklin College,Franklin,IN,Bachelor's,NO,69.8,994.0,490.0,495.0,22.0,1031.0,84.29,3.78,2.33,0.78,40255.0,29025.0,29025.0,0.6
1144,2015_16,Goshen College,Goshen,IN,Bachelor's,NO,65.87,1059.0,510.0,524.0,24.0,756.0,65.48,4.5,16.67,1.59,40196.0,30900.0,30900.0,0.66
1145,2015_16,Grace College and Theological Seminary,Winona Lake,IN,Bachelor's,NO,77.38,1063.0,520.0,510.0,24.0,1588.0,78.97,6.17,3.84,0.94,34089.0,22450.0,22450.0,0.6
1148,2015_16,Hanover College,Hanover,IN,Bachelor's,NO,61.28,1103.0,545.0,535.0,25.0,1127.0,81.72,4.35,2.4,1.51,45338.0,34514.0,34514.0,0.67
1150,2015_16,Holy Cross College,Notre Dame,IN,Bachelor's,NO,90.6,984.0,485.0,480.0,22.0,544.0,65.44,10.66,9.93,1.84,38323.0,27950.0,27950.0,0.27
1152,2015_16,Huntington University,Huntington,IN,Bachelor's,NO,83.92,1029.0,500.0,510.0,23.0,926.0,85.75,2.05,3.89,0.65,35994.0,24822.0,24822.0,0.66
1154,2015_16,Purdue University Fort Wayne,Fort Wayne,IN,Bachelor's,NO,92.16,995.0,485.0,495.0,22.0,8746.0,82.06,4.76,5.17,2.55,17229.0,8080.0,19408.0,0.25
1155,2015_16,Indiana University-Purdue University-Indianapolis,Indianapolis,IN,Bachelor's,NO,69.67,1014.0,500.0,505.0,22.0,21217.0,71.51,9.78,6.2,3.71,20257.0,9056.0,29774.0,0.44
1157,2015_16,University of Indianapolis,Indianapolis,IN,Bachelor's,NO,73.41,1030.0,505.0,510.0,23.0,4139.0,70.43,9.01,4.35,1.28,37957.0,26290.0,26290.0,0.57
1158,2015_16,Indiana Institute of Technology,Fort Wayne,IN,Bachelor's,NO,69.6,962.0,460.0,478.0,21.0,6783.0,35.15,33.86,3.27,0.32,36184.0,25600.0,25600.0,0.31
1159,2015_16,University of Southern Indiana,Evansville,IN,Bachelor's,NO,69.33,1002.0,495.0,500.0,22.0,7950.0,87.07,4.39,2.6,1.5,16936.0,7178.0,16959.0,0.41
1160,2015_16,Indiana State University,Terre Haute,IN,Bachelor's,NO,85.49,910.0,455.0,455.0,19.0,10737.0,65.54,19.12,3.68,1.12,20048.0,8580.0,18708.0,0.41
1161,2015_16,Indiana University-Kokomo,Kokomo,IN,Bachelor's,NO,71.32,947.0,470.0,470.0,21.0,2778.0,84.34,4.18,4.64,0.58,16179.0,6941.0,18379.0,0.3
1162,2015_16,Indiana University-South Bend,South Bend,IN,Bachelor's,NO,76.21,955.0,475.0,475.0,21.0,5165.0,73.92,7.73,9.18,1.47,16511.0,6986.0,18379.0,0.25
1163,2015_16,Indiana University-Bloomington,Bloomington,IN,Bachelor's,NO,77.99,1199.0,575.0,600.0,27.0,32694.0,71.19,4.22,5.15,4.36,24326.0,10388.0,33741.0,0.77
1164,2015_16,Indiana University-Northwest,Gary,IN,Bachelor's,NO,79.28,928.0,455.0,455.0,20.0,4117.0,55.14,17.54,20.43,2.33,14108.0,6963.0,18379.0,0.24
1165,2015_16,Indiana University-Southeast,New Albany,IN,Bachelor's,NO,84.56,955.0,475.0,465.0,21.0,5228.0,84.64,6.45,3.75,1.3,16776.0,6949.0,18379.0,0.28
1166,2015_16,Indiana University-East,Richmond,IN,Bachelor's,NO,62.24,961.0,475.0,480.0,21.0,3173.0,87.14,3.62,2.99,1.01,15905.0,6930.0,18379.0,0.28
1178,2015_16,Manchester University,North Manchester,IN,Bachelor's,NO,70.63,1013.0,490.0,504.0,23.0,1240.0,80.48,5.65,5.56,1.37,40232.0,29910.0,29910.0,0.54
1179,2015_16,Marian University,Indianapolis,IN,Bachelor's,NO,56.11,1026.0,490.0,500.0,23.0,1969.0,71.91,12.44,5.33,2.03,41872.0,30500.0,30500.0,0.56
1180,2015_16,Indiana Wesleyan University-Marion,Marion,IN,Bachelor's,NO,95.21,1086.0,530.0,535.0,24.0,10000.0,72.64,18.73,4.31,0.63,34922.0,24728.0,24728.0,0.6
1181,2015_16,Martin University,Indianapolis,IN,Bachelor's,NO,,,,,,286.0,2.1,93.01,1.4,0.0,23788.0,12536.0,12536.0,0.08
1188,2015_16,University of Notre Dame,Notre Dame,IN,Bachelor's,NO,19.8,1455.0,715.0,725.0,33.0,8425.0,69.21,3.83,10.71,5.61,62427.0,47929.0,47929.0,0.97
1189,2015_16,Oakland City University,Oakland City,IN,Bachelor's,NO,55.29,925.0,460.0,460.0,20.0,548.0,69.71,8.39,2.19,0.36,36490.0,22800.0,22800.0,0.63
1191,2015_16,Purdue University-Calumet Campus,Hammond,IN,Bachelor's,NO,64.63,960.0,480.0,480.0,,7242.0,54.74,12.87,19.15,2.53,17034.0,6868.0,15516.0,0.32
1192,2015_16,Purdue University-North Central Campus,Westville,IN,Bachelor's,NO,48.4,943.0,475.0,465.0,20.0,3065.0,80.75,5.42,9.3,1.08,14312.0,7358.0,17516.0,0.26
1195,2015_16,Rose-Hulman Institute of Technology,Terre Haute,IN,Bachelor's,NO,57.79,1322.0,610.0,690.0,30.0,2231.0,73.78,2.29,3.41,4.08,58740.0,45141.0,45141.0,0.77
1197,2015_16,University of Saint Francis-Fort Wayne,Fort Wayne,IN,Bachelor's,NO,95.26,974.0,480.0,485.0,21.0,1745.0,81.15,7.28,6.3,1.09,33930.0,27220.0,27220.0,0.57
1198,2015_16,Saint Josephs College,Rensselaer,IN,Bachelor's,NO,71.18,985.0,475.0,480.0,22.0,1048.0,79.96,9.54,4.87,0.48,38229.0,28690.0,28690.0,0.54
1199,2015_16,Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,Bachelor's,NO,59.36,952.0,475.0,455.0,21.0,579.0,75.13,5.01,1.73,0.52,40799.0,28932.0,28932.0,0.5
1200,2015_16,Saint Mary's College,Notre Dame,IN,Bachelor's,NO,80.37,1125.0,558.0,533.0,25.0,1559.0,78.19,1.99,10.78,1.6,49078.0,37400.0,37400.0,0.79
1204,2015_16,Taylor University,Upland,IN,Bachelor's,NO,85.08,1191.0,565.0,565.0,27.0,1887.0,85.64,2.81,3.02,2.54,40960.0,30270.0,30270.0,0.77
1205,2015_16,Trine University,Angola,IN,Bachelor's,NO,77.65,1089.0,508.0,560.0,24.0,1713.0,79.33,3.09,4.2,0.7,46275.0,30350.0,30350.0,0.56
1206,2015_16,Valparaiso University,Valparaiso,IN,Bachelor's,NO,81.9,1159.0,545.0,570.0,26.0,3125.0,72.06,6.18,8.03,2.14,45945.0,36160.0,36160.0,0.67
1209,2015_16,Wabash College,Crawfordsville,IN,Bachelor's,NO,61.43,1145.0,560.0,585.0,25.0,866.0,73.56,6.35,7.27,0.92,48980.0,39980.0,39980.0,0.73
1210,2015_16,Allen College,Waterloo,IA,Bachelor's,NO,0.0,,,,,370.0,87.3,2.43,0.0,1.35,,17373.0,17373.0,1.0
1211,2015_16,AIB College of Business,Des Moines,IA,Bachelor's,NO,42.22,,,,,347.0,45.24,2.31,5.76,0.86,23435.0,15666.0,15666.0,0.52
1212,2015_16,Briar Cliff University,Sioux City,IA,Bachelor's,NO,,,,,,941.0,73.11,7.23,11.26,1.17,38805.0,28090.0,28090.0,0.48
1213,2015_16,Buena Vista University,Storm Lake,IA,Bachelor's,NO,68.08,1010.0,,,22.0,1873.0,80.09,1.44,4.32,1.39,42045.0,31318.0,31318.0,0.51
1216,2015_16,Central College,Pella,IA,Bachelor's,NO,64.28,1068.0,485.0,535.0,23.0,1225.0,87.35,2.2,4.24,1.31,46645.0,33345.0,33345.0,0.67
1217,2015_16,Clarke University,Dubuque,IA,Bachelor's,NO,71.92,1045.0,505.0,500.0,23.0,864.0,84.84,3.82,6.94,0.69,41249.0,29940.0,29940.0,0.57
1218,2015_16,Coe College,Cedar Rapids,IA,Bachelor's,NO,63.35,1126.0,570.0,568.0,25.0,1337.0,74.42,6.21,9.2,2.84,48923.0,39080.0,39080.0,0.67
1219,2015_16,Cornell College,Mount Vernon,IA,Bachelor's,NO,70.45,1177.0,585.0,570.0,26.0,1035.0,66.18,4.64,12.56,2.51,50804.0,38700.0,38700.0,0.68
1222,2015_16,Divine Word College,Epworth,IA,Bachelor's,NO,100.0,,,,,79.0,1.27,1.27,7.59,21.52,18622.0,12600.0,12600.0,0.47
1223,2015_16,Dordt University,Sioux Center,IA,Bachelor's,NO,69.82,1159.0,555.0,575.0,26.0,1357.0,73.1,1.69,0.29,0.74,39928.0,28280.0,28280.0,0.69
1224,2015_16,Drake University,Des Moines,IA,Bachelor's,NO,66.87,1224.0,595.0,620.0,27.0,3269.0,79.29,3.73,3.88,3.4,46087.0,33696.0,33696.0,0.75
1225,2015_16,University of Dubuque,Dubuque,IA,Bachelor's,NO,77.42,944.0,455.0,445.0,20.0,1834.0,62.7,13.79,8.72,2.29,37397.0,27895.0,27895.0,0.41
