"Color","University.Name","Completion.Rate..4.year.institutions","Undergraduate.Enrollment","Year"
"Normal","Lees-McRae College",38,934,"2014_15"
"Normal","Lenoir-Rhyne University",54,1377,"2014_15"
"Normal","Livingstone College",24,1301,"2014_15"
"Normal","Mars Hill University",37,1396,"2014_15"
"Normal","Meredith College",62,1618,"2014_15"
"Normal","Methodist University",34,2171,"2014_15"
"Normal","Montreat College",37,647,"2014_15"
"Normal","University of Mount Olive",42,3258,"2014_15"
"Normal","North Carolina A & T State University",48,8894,"2014_15"
"Normal","University of North Carolina at Asheville",64,3425,"2014_15"
"Normal","University of North Carolina at Chapel Hill",90,17908,"2014_15"
"Normal","University of North Carolina at Charlotte",55,22120,"2014_15"
"Normal","University of North Carolina at Greensboro",56,14497,"2014_15"
"Normal","North Carolina Central University",47,5554,"2014_15"
"Normal","University of North Carolina School of the Arts",59,852,"2014_15"
"Normal","North Carolina State University at Raleigh",75,22925,"2014_15"
"Normal","North Carolina Wesleyan College",35,1864,"2014_15"
"Normal","University of North Carolina Wilmington",71,12686,"2014_15"
"Normal","William Peace University",36,1077,"2014_15"
"Normal","University of North Carolina at Pembroke",34,5303,"2014_15"
"Normal","Pfeiffer University",35,951,"2014_15"
"Normal","Piedmont International University",38,190,"2014_15"
"Normal","Queens University of Charlotte",62,1621,"2014_15"
"Normal","Mid-Atlantic Christian University",36,195,"2014_15"
"Normal","Saint Augustine's University",33,1016,"2014_15"
"Normal","Salem College",65,946,"2014_15"
"Normal","Shaw University",25,1661,"2014_15"
"Normal","St. Andrews University",30,601,"2014_15"
"Normal","Southeastern Baptist Theological Seminary",26,502,"2014_15"
"Normal","Wake Forest University",88,4861,"2014_15"
"Normal","Warren Wilson College",51,819,"2014_15"
"Normal","Wingate University",51,1941,"2014_15"
"Normal","Carolina Christian College",100,36,"2014_15"
"Normal","Winston-Salem State University",46,4743,"2014_15"
"Normal","Western Carolina University",58,8603,"2014_15"
"Normal","Dickinson State University",33,1231,"2014_15"
"Normal","University of Jamestown",49,866,"2014_15"
"Normal","University of Mary",46,1928,"2014_15"
"Normal","Mayville State University",42,784,"2014_15"
"Normal","Minot State University",40,2570,"2014_15"
"Normal","University of North Dakota",55,10978,"2014_15"
"Normal","North Dakota State University-Main Campus",56,11763,"2014_15"
"Normal","Trinity Bible College and Graduate School",39,212,"2014_15"
"Normal","Valley City State University",48,952,"2014_15"
"Normal","University of Akron Main Campus",42,18148,"2014_15"
"Normal","Art Academy of Cincinnati",62,201,"2014_15"
"Normal","Ashland University",57,3227,"2014_15"
"Normal","Baldwin Wallace University",68,3276,"2014_15"
"Normal","Bluffton University",60,896,"2014_15"
"Normal","Bowling Green State University-Main Campus",55,13697,"2014_15"
"Normal","Capital University",59,2636,"2014_15"
"Normal","Case Western Reserve University",81,4807,"2014_15"
"Normal","Cedarville University",70,3082,"2014_15"
"Normal","Central State University",22,1728,"2014_15"
"Normal","Cincinnati Christian University",36,602,"2014_15"
"Normal","University of Cincinnati-Main Campus",60,23795,"2014_15"
"Normal","Ohio Christian University",32,3306,"2014_15"
"Normal","Cleveland Institute of Art",65,551,"2014_15"
"Normal","Cleveland Institute of Music",63,236,"2014_15"
"Normal","Cleveland State University",39,11308,"2014_15"
"Normal","Columbus College of Art and Design",56,1193,"2014_15"
"Normal","University of Dayton",76,8305,"2014_15"
"Normal","Defiance College",49,801,"2014_15"
"Normal","Denison University",82,2265,"2014_15"
"Normal","The University of Findlay",55,2767,"2014_15"
"Normal","Franklin University",14,4592,"2014_15"
"Normal","Gods Bible School and College",43,257,"2014_15"
"Normal","Heidelberg University",47,1096,"2014_15"
"Normal","Hiram College",63,1217,"2014_15"
"Normal","John Carroll University",71,3069,"2014_15"
"Normal","Kent State University at Kent",55,22530,"2014_15"
"Normal","Kenyon College",89,1651,"2014_15"
"Normal","Lake Erie College",49,761,"2014_15"
"Normal","Lourdes University",29,1449,"2014_15"
"Normal","Malone University",51,1496,"2014_15"
"Normal","Marietta College",63,1336,"2014_15"
"Normal","Miami University-Hamilton",26,3187,"2014_15"
"Normal","Miami University-Middletown",18,1607,"2014_15"
"Normal","Miami University-Oxford",79,15454,"2014_15"
"Normal","Mount Carmel College of Nursing",64,926,"2014_15"
"Normal","University of Mount Union",63,2144,"2014_15"
"Normal","Mount Vernon Nazarene University",58,1706,"2014_15"
"Normal","Mount Saint Joseph University",53,1463,"2014_15"
"Normal","Muskingum University",53,1598,"2014_15"
"Normal","Notre Dame College",36,1820,"2014_15"
"Normal","Oberlin College",88,2961,"2014_15"
"Normal","Ohio Dominican University",43,1350,"2014_15"
"Normal","Ohio Northern University",69,2234,"2014_15"
"Normal","Ohio State University-Lima Campus",33,988,"2014_15"
"Normal","Ohio State University-Main Campus",84,43733,"2014_15"
"Normal","Ohio University-Main Campus",67,23390,"2014_15"
"Normal","Ohio Wesleyan University",66,1725,"2014_15"
"Normal","Otterbein University",59,2271,"2014_15"
"Normal","Pontifical College Josephinum",91,129,"2014_15"
"Normal","Rabbinical College Telshe",8,48,"2014_15"
"Normal","Shawnee State University",31,3753,"2014_15"
"Normal","Franciscan University of Steubenville",76,2065,"2014_15"
"Normal","Ohio Mid-Western College",0,90,"2014_15"
"Normal","Tiffin University",39,2603,"2014_15"
"Normal","University of Toledo",44,15182,"2014_15"
"Normal","Tri-State Bible College",0,62,"2014_15"
"Normal","Union Institute & University",25,1056,"2014_15"
"Normal","Urbana University",36,868,"2014_15"
"Normal","Ursuline College",50,694,"2014_15"
"Normal","Walsh University",55,2257,"2014_15"
"Normal","Wilberforce University",30,364,"2014_15"
"Normal","Wilmington College",47,1196,"2014_15"
"Normal","Wittenberg University",69,1896,"2014_15"
"Normal","The College of Wooster",76,2029,"2014_15"
"Normal","Wright State University-Main Campus",39,12090,"2014_15"
"Normal","Wright State University-Lake Campus",42,954,"2014_15"
"Normal","Xavier University",71,4464,"2014_15"
"Normal","Youngstown State University",33,10695,"2014_15"
"Normal","Oklahoma Wesleyan University",37,1153,"2014_15"
"Normal","Southern Nazarene University",46,1704,"2014_15"
"Normal","Cameron University",24,4716,"2014_15"
"Normal","University of Central Oklahoma",37,14728,"2014_15"
"Normal","East Central University",34,3636,"2014_15"
"Normal","Randall University",32,226,"2014_15"
"Normal","Langston University",4,2050,"2014_15"
"Normal","Northeastern State University",31,6914,"2014_15"
"Normal","Northwestern Oklahoma State University",34,1876,"2014_15"
"Normal","Oklahoma Christian University",47,1941,"2014_15"
"Normal","Oklahoma Panhandle State University",17,1136,"2014_15"
"Normal","Oklahoma State University-Main Campus",61,20636,"2014_15"
"Normal","Oklahoma Baptist University",51,1824,"2014_15"
"Normal","Oklahoma City University",59,1793,"2014_15"
"Normal","University of Oklahoma-Norman Campus",67,20538,"2014_15"
"Normal","Oral Roberts University",53,2947,"2014_15"
"Normal","Rogers State University",19,3611,"2014_15"
"Normal","St. Gregory's University",23,596,"2014_15"
"Normal","University of Science and Arts of Oklahoma",46,845,"2014_15"
"Normal","Southeastern Oklahoma State University",29,3372,"2014_15"
"Normal","Southwestern Christian University",36,774,"2014_15"
"Normal","Southwestern Oklahoma State University",34,4051,"2014_15"
"Normal","University of Tulsa",70,3441,"2014_15"
"Normal","The Art Institute of Portland",29,1111,"2014_15"
"Normal","Concordia University-Portland",55,1243,"2014_15"
"Normal","Eastern Oregon University",34,2997,"2014_15"
"Normal","New Hope Christian College-Eugene",29,162,"2014_15"
"Normal","George Fox University",65,2494,"2014_15"
"Normal","Lewis & Clark College",79,2039,"2014_15"
"Normal","Linfield University-McMinnville Campus",71,1643,"2014_15"
"Normal","Marylhurst University",31,597,"2014_15"
"Normal","Mount Angel Seminary",83,61,"2014_15"
"Normal","Multnomah University",54,418,"2014_15"
"Normal","Bushnell University",66,492,"2014_15"
"Normal","Oregon Institute of Technology",47,3457,"2014_15"
"Normal","Oregon College of Art and Craft",60,146,"2014_15"
"Normal","Oregon State University",63,22925,"2014_15"
"Normal","University of Oregon",69,20252,"2014_15"
"Normal","Pacific Northwest College of Art",29,409,"2014_15"
"Normal","Pacific University",59,1802,"2014_15"
"Normal","Portland State University",42,19662,"2014_15"
"Normal","University of Portland",80,3648,"2014_15"
"Normal","Reed College",79,1335,"2014_15"
"Normal","Southern Oregon University",40,4397,"2014_15"
"Normal","Warner Pacific University",41,551,"2014_15"
"Normal","Corban University",56,924,"2014_15"
"Normal","Willamette University",77,2009,"2014_15"
"Normal","Western Oregon University",47,4923,"2014_15"
"Normal","Bryn Athyn College of the New Church",48,271,"2014_15"
"Normal","Albright College",53,2340,"2014_15"
"Normal","Allegheny College",78,1968,"2014_15"
"Normal","DeSales University",71,2383,"2014_15"
"Normal","Alvernia University",53,2272,"2014_15"
"Normal","The Art Institutes of York-PA",60,368,"2014_15"
"Normal","The Art Institute of Philadelphia",33,1953,"2014_15"
"Normal","The Art Institute of Pittsburgh",32,1279,"2014_15"
"Normal","Clarks Summit University",54,570,"2014_15"
"Normal","Arcadia University",60,2482,"2014_15"
"Normal","Bloomsburg University of Pennsylvania",65,9109,"2014_15"
"Normal","Bryn Mawr College",82,1303,"2014_15"
"Normal","Bucknell University",89,3528,"2014_15"
"Normal","Cabrini University",50,1334,"2014_15"
"Normal","California University of Pennsylvania",53,6031,"2014_15"
"Normal","Carlow University",60,1323,"2014_15"
"Normal","Carnegie Mellon University",88,5819,"2014_15"
"Normal","Cedar Crest College",69,1310,"2014_15"
"Normal","Central Penn College",45,1282,"2014_15"
"Normal","Chatham University",56,597,"2014_15"
"Normal","Chestnut Hill College",47,1428,"2014_15"
"Normal","Cheyney University of Pennsylvania",26,997,"2014_15"
"Normal","Clarion University of Pennsylvania",50,4744,"2014_15"
"Normal","Curtis Institute of Music",54,132,"2014_15"
"Normal","Delaware Valley University",58,1823,"2014_15"
"Normal","Dickinson College",84,2315,"2014_15"
"Normal","Drexel University",67,16681,"2014_15"
"Normal","Duquesne University",78,5969,"2014_15"
"Normal","East Stroudsburg University of Pennsylvania",56,6125,"2014_15"
"Normal","Eastern University",61,2381,"2014_15"
"Normal","Edinboro University of Pennsylvania",45,5494,"2014_15"
"Normal","Elizabethtown College",69,1754,"2014_15"
"Normal","Faith Theological Seminary",53,70,"2014_15"
"Normal","Franklin and Marshall College",87,2182,"2014_15"
"Normal","Gannon University",66,2763,"2014_15"
"Normal","Geneva College",65,1404,"2014_15"
"Normal","Gettysburg College",84,2437,"2014_15"
"Normal","Grove City College",83,2472,"2014_15"
"Normal","Gwynedd Mercy University",60,1941,"2014_15"
"Normal","Haverford College",94,1187,"2014_15"
"Normal","Holy Family University",56,1797,"2014_15"
"Normal","Immaculata University",61,2012,"2014_15"
"Normal","Indiana University of Pennsylvania-Main Campus",53,12032,"2014_15"
"Normal","Juniata College",78,1517,"2014_15"
"Normal","Keystone College",42,1431,"2014_15"
"Normal","King's College",62,1865,"2014_15"
"Normal","Kutztown University of Pennsylvania",55,8516,"2014_15"
"Normal","La Roche University",43,1269,"2014_15"
"Normal","La Salle University",66,4122,"2014_15"
"Normal","Lafayette College",90,2471,"2014_15"
"Normal","Lancaster Bible College",62,1336,"2014_15"
"Normal","Lebanon Valley College",75,1627,"2014_15"
"Normal","Lehigh University",87,5034,"2014_15"
"Normal","Lincoln University",41,1576,"2014_15"
"Normal","Lock Haven University",47,4448,"2014_15"
"Normal","Lycoming College",62,1340,"2014_15"
"Normal","Mansfield University of Pennsylvania",53,2518,"2014_15"
"Normal","Marywood University",69,1878,"2014_15"
"Normal","Mercyhurst University",68,2539,"2014_15"
"Normal","Messiah University",80,2713,"2014_15"
"Normal","Millersville University of Pennsylvania",64,7070,"2014_15"
"Normal","Misericordia University",71,2407,"2014_15"
"Normal","Moore College of Art and Design",58,412,"2014_15"
"Normal","Moravian College",69,1564,"2014_15"
"Normal","Muhlenberg College",86,2332,"2014_15"
"Normal","Neumann University",55,2464,"2014_15"
"Normal","Pennsylvania State University-Penn State Erie-Behrend College",69,3891,"2014_15"
"Normal","Pennsylvania State University-Penn State New Kensington",48,627,"2014_15"
"Normal","Pennsylvania State University-Penn State Shenango",32,468,"2014_15"
"Normal","Pennsylvania State University-Penn State Wilkes-Barre",49,493,"2014_15"
"Normal","Pennsylvania State University-Penn State Scranton",46,1073,"2014_15"
"Normal","Pennsylvania State University-Penn State Lehigh Valley",54,775,"2014_15"
"Normal","Pennsylvania State University-Penn State Altoona",65,3829,"2014_15"
"Normal","Pennsylvania State University-Penn State Beaver",41,665,"2014_15"
"Normal","Pennsylvania State University-Penn State Berks",57,2699,"2014_15"
"Normal","Pennsylvania State University-Penn State Harrisburg",67,3595,"2014_15"
"Normal","Pennsylvania State University-Penn State Brandywine",43,1334,"2014_15"
"Normal","Pennsylvania State University-Main Campus",86,39958,"2014_15"
"Normal","Pennsylvania State University-Penn State Greater Allegheny",38,554,"2014_15"
"Normal","Pennsylvania State University-Penn State Abington",47,3505,"2014_15"
"Normal","Pennsylvania State University-Penn State Schuylkill",43,755,"2014_15"
"Normal","Pennsylvania State University-Penn State York",47,948,"2014_15"
"Normal","Peirce College",40,1743,"2014_15"
"Normal","Pennsylvania Academy of the Fine Arts",56,169,"2014_15"
"Normal","Pennsylvania College of Art and Design",41,200,"2014_15"
"Normal","University of Pennsylvania",96,10678,"2014_15"
"Normal","Jefferson (Philadelphia University + Thomas Jefferson University)",66,2885,"2014_15"
"Normal","The University of the Arts",61,1726,"2014_15"
"Normal","Cairn University-Langhorne",66,805,"2014_15"
"Normal","University of the Sciences",74,1626,"2014_15"
"Normal","University of Pittsburgh-Bradford",52,1466,"2014_15"
"Normal","University of Pittsburgh-Greensburg",53,1578,"2014_15"
"Normal","University of Pittsburgh-Johnstown",51,2864,"2014_15"
"Normal","University of Pittsburgh-Pittsburgh Campus",82,18474,"2014_15"
"Normal","Point Park University",58,3100,"2014_15"
"Normal","Robert Morris University",62,4546,"2014_15"
"Normal","Rosemont College",43,516,"2014_15"
"Normal","Saint Francis University",72,1932,"2014_15"
"Normal","Saint Joseph's University",73,5378,"2014_15"
"Normal","Saint Vincent College",74,1564,"2014_15"
"Normal","University of Scranton",80,3909,"2014_15"
"Normal","Seton Hill University",60,1574,"2014_15"
"Normal","Shippensburg University of Pennsylvania",55,6246,"2014_15"
"Normal","Slippery Rock University of Pennsylvania",67,7529,"2014_15"
"Normal","Saint Charles Borromeo Seminary-Overbrook",83,61,"2014_15"
"Normal","Susquehanna University",76,2022,"2014_15"
"Normal","Swarthmore College",94,1530,"2014_15"
"Normal","Talmudical Yeshiva of Philadelphia",50,120,"2014_15"
"Normal","Temple University",69,27669,"2014_15"
"Normal","Thiel College",36,1025,"2014_15"
"Normal","Ursinus College",80,1656,"2014_15"
"Normal","University of Valley Forge",48,711,"2014_15"
"Normal","Villanova University",89,6895,"2014_15"
"Normal","Washington & Jefferson College",76,1323,"2014_15"
"Normal","Waynesburg University",59,1501,"2014_15"
"Normal","West Chester University of Pennsylvania",67,13610,"2014_15"
"Normal","Westminster College",76,1142,"2014_15"
"Normal","Widener University",53,3144,"2014_15"
"Normal","Wilkes University",56,2316,"2014_15"
"Normal","Wilson College",41,516,"2014_15"
"Normal","Yeshivath Beth Moshe",78,55,"2014_15"
"Normal","York College of Pennsylvania",61,4720,"2014_15"
"Normal","Brown University",96,6264,"2014_15"
"Normal","Bryant University",78,3302,"2014_15"
"Normal","Johnson & Wales University-Providence",57,8846,"2014_15"
"Normal","Providence College",86,3936,"2014_15"
"Normal","Rhode Island College",43,7271,"2014_15"
"Normal","University of Rhode Island",59,13205,"2014_15"
"Normal","Rhode Island School of Design",87,2014,"2014_15"
"Normal","Roger Williams University",62,4600,"2014_15"
"Normal","Salve Regina University",67,2081,"2014_15"
"Normal","Northpoint Bible College",52,300,"2014_15"
"Normal","Allen University",28,660,"2014_15"
"Normal","Anderson University",52,2500,"2014_15"
"Normal","Charleston Southern University",34,2949,"2014_15"
"Normal","Benedict College",31,2444,"2014_15"
"Normal","Bob Jones University",71,2553,"2014_15"
"Normal","Southern Wesleyan University",49,1366,"2014_15"
"Normal","College of Charleston",67,10069,"2014_15"
"Normal","Citadel Military College of South Carolina",69,2688,"2014_15"
"Normal","Claflin University",49,1779,"2014_15"
"Normal","Clemson University",82,17083,"2014_15"
"Normal","Coker University",49,1138,"2014_15"
"Normal","Columbia International University",68,552,"2014_15"
"Normal","Columbia College",47,1117,"2014_15"
"Normal","Converse College",60,822,"2014_15"
"Normal","Erskine College",48,587,"2014_15"
"Normal","Francis Marion University",41,3249,"2014_15"
"Normal","Furman University",84,2796,"2014_15"
"Normal","Lander University",45,2670,"2014_15"
"Normal","Limestone University",28,3039,"2014_15"
"Normal","Morris College",31,780,"2014_15"
"Normal","Newberry College",41,1076,"2014_15"
"Normal","North Greenville University",50,2183,"2014_15"
"Normal","Presbyterian College",65,1032,"2014_15"
"Normal","University of South Carolina Aiken",39,3023,"2014_15"
"Normal","University of South Carolina Beaufort",26,1790,"2014_15"
"Normal","University of South Carolina-Columbia",73,24623,"2014_15"
"Normal","Coastal Carolina University",45,9058,"2014_15"
"Normal","South Carolina State University",38,2753,"2014_15"
"Normal","University of South Carolina-Upstate",38,5056,"2014_15"
"Normal","Voorhees College",33,468,"2014_15"
"Normal","Winthrop University",51,4653,"2014_15"
"Normal","Wofford College",78,1654,"2014_15"
"Normal","Augustana University",67,1619,"2014_15"
"Normal","Black Hills State University",33,2910,"2014_15"
"Normal","Dakota State University",41,1770,"2014_15"
"Normal","Dakota Wesleyan University",44,765,"2014_15"
"Normal","Mount Marty University",54,634,"2014_15"
"Normal","National American University-Rapid City",15,1474,"2014_15"
"Normal","Northern State University",44,1693,"2014_15"
"Normal","Presentation College",41,705,"2014_15"
"Normal","South Dakota School of Mines and Technology",54,2336,"2014_15"
"Normal","South Dakota State University",57,10003,"2014_15"
"Normal","University of Sioux Falls",53,1082,"2014_15"
"Normal","University of South Dakota",56,6331,"2014_15"
"Normal","American Baptist College",40,157,"2014_15"
"Normal","Austin Peay State University",36,9003,"2014_15"
"Normal","Baptist Health Sciences University",43,1169,"2014_15"
"Normal","Belmont University",70,5778,"2014_15"
"Normal","Bethel University",36,4638,"2014_15"
"Normal","Bryan College-Dayton",53,1124,"2014_15"
"Normal","Carson-Newman University",48,1701,"2014_15"
"Normal","Christian Brothers University",55,1292,"2014_15"
"Normal","Cumberland University",37,1167,"2014_15"
"Normal","Lipscomb University",62,2875,"2014_15"
"Normal","East Tennessee State University",43,11162,"2014_15"
"Normal","Fisk University",40,721,"2014_15"
"Normal","Welch College",39,277,"2014_15"
"Normal","Freed-Hardeman University",52,1310,"2014_15"
"Normal","Johnson University",67,886,"2014_15"
"Normal","King University",54,2344,"2014_15"
"Normal","South College",27,695,"2014_15"
"Normal","Lane College",32,1262,"2014_15"
"Normal","Le Moyne-Owen College",20,989,"2014_15"
"Normal","Lee University",54,4117,"2014_15"
"Normal","Lincoln Memorial University",47,1622,"2014_15"
"Normal","Martin Methodist College",45,1087,"2014_15"
"Normal","Maryville College",54,1213,"2014_15"
"Normal","Memphis College of Art",52,365,"2014_15"
"Normal","University of Memphis",44,16093,"2014_15"
"Normal","Middle Tennessee State University",46,19928,"2014_15"
"Normal","Milligan College",58,880,"2014_15"
"Normal","O'More College of Design",81,169,"2014_15"
"Normal","Rhodes College",80,2007,"2014_15"
"Normal","The University of the South",79,1616,"2014_15"
"Normal","Southern Adventist University",52,2603,"2014_15"
"Normal","Tennessee Wesleyan University",43,981,"2014_15"
"Normal","The University of Tennessee-Chattanooga",40,10213,"2014_15"
"Normal","The University of Tennessee-Knoxville",69,21396,"2014_15"
"Normal","The University of Tennessee-Martin",47,6387,"2014_15"
"Normal","Tennessee State University",42,6968,"2014_15"
"Normal","Tennessee Technological University",49,10039,"2014_15"
"Normal","Tennessee Temple University",18,496,"2014_15"
"Normal","Trevecca Nazarene University",51,1609,"2014_15"
"Normal","Tusculum University",36,1746,"2014_15"
"Normal","Union University",66,2441,"2014_15"
"Normal","Vanderbilt University",93,6818,"2014_15"
"Normal","Abilene Christian University",62,3572,"2014_15"
"Normal","Angelo State University",30,5290,"2014_15"
"Normal","Arlington Baptist University",30,214,"2014_15"
"Normal","The Art Institute of Houston",36,1887,"2014_15"
"Normal","Austin College",76,1272,"2014_15"
"Normal","Baylor University",72,13801,"2014_15"
"Normal","Concordia University Texas",32,1525,"2014_15"
"Normal","Texas A & M University-Corpus Christi",38,9074,"2014_15"
"Normal","Dallas Baptist University",55,3357,"2014_15"
"Normal","Dallas Christian College",40,309,"2014_15"
"Normal","University of Dallas",70,1324,"2014_15"
"Normal","East Texas Baptist University",38,1183,"2014_15"
"Normal","Texas A & M University-Commerce",52,7358,"2014_15"
"Normal","Miami International University of Art & Design-Art Institute Dallas",29,1139,"2014_15"
"Normal","Hardin-Simmons University",52,1576,"2014_15"
"Normal","Houston Baptist University",45,2279,"2014_15"
"Normal","University of Houston-Downtown",19,13662,"2014_15"
"Normal","University of Houston",48,31643,"2014_15"
"Normal","Howard Payne University",45,1037,"2014_15"
"Normal","Huston-Tillotson University",31,972,"2014_15"
"Normal","University of the Incarnate Word",43,6325,"2014_15"
"Normal","Jarvis Christian College",14,716,"2014_15"
"Normal","Lamar University",33,9043,"2014_15"
"Normal","Texas A & M International University",45,6706,"2014_15"
"Normal","LeTourneau University",51,2015,"2014_15"
"Normal","Lubbock Christian University",43,1406,"2014_15"
"Normal","University of Mary Hardin-Baylor",48,3039,"2014_15"
"Normal","McMurry University",36,953,"2014_15"
"Normal","Midwestern State University",45,5142,"2014_15"
"Normal","University of North Texas",50,29758,"2014_15"
"Normal","Northwood University-Texas",39,277,"2014_15"
"Normal","Our Lady of the Lake University",38,1556,"2014_15"
"Normal","The University of Texas Rio Grande Valley",43,17811,"2014_15"
"Normal","Texas Southmost College",28,9973,"2014_15"
"Normal","Paul Quinn College",4,272,"2014_15"
"Normal","Prairie View A & M University",38,6905,"2014_15"
"Normal","Rice University",93,3888,"2014_15"
"Normal","Saint Edward's University",67,3991,"2014_15"
"Normal","University of St Thomas",52,1563,"2014_15"
"Normal","Sam Houston State University",53,16819,"2014_15"
"Normal","Schreiner University",43,1001,"2014_15"
"Normal","St. Mary's University",63,2309,"2014_15"
"Normal","Southern Methodist University",77,6340,"2014_15"
"Normal","Southwestern Assemblies of God University",41,1656,"2014_15"
"Normal","Southwestern University",73,1536,"2014_15"
"Normal","Stephen F Austin State University",44,10692,"2014_15"
"Normal","Texas State University",55,32177,"2014_15"
"Normal","Southwestern Adventist University",40,726,"2014_15"
"Normal","Sul Ross State University",28,2018,"2014_15"
"Normal","Tarleton State University",45,10214,"2014_15"
"Normal","Texas A & M University-Kingsville",35,8815,"2014_15"
"Normal","Texas A & M University-College Station",79,46941,"2014_15"
"Normal","The University of Texas at Arlington",42,29616,"2014_15"
"Normal","The University of Texas at Austin",81,38914,"2014_15"
"Normal","The University of Texas at Dallas",71,14300,"2014_15"
"Normal","The University of Texas at El Paso",38,19614,"2014_15"
"Normal","The University of Texas at Tyler",45,5550,"2014_15"
"Normal","Texas Christian University",75,8600,"2014_15"
"Normal","Texas College",12,813,"2014_15"
"Normal","Texas Lutheran University",44,1267,"2014_15"
"Normal","The University of Texas Permian Basin",34,3311,"2014_15"
"Normal","The University of Texas at San Antonio",31,23815,"2014_15"
"Normal","Texas Southern University",16,6880,"2014_15"
"Normal","Texas Tech University",59,28278,"2014_15"
"Normal","Texas Wesleyan University",40,1676,"2014_15"
"Normal","Texas Woman's University",44,9327,"2014_15"
"Normal","Trinity University",81,2223,"2014_15"
"Normal","Wayland Baptist University",32,3716,"2014_15"
"Normal","West Texas A & M University",40,7121,"2014_15"
"Normal","Wiley College",20,1351,"2014_15"
"Normal","Brigham Young University",79,27163,"2014_15"
"Normal","Brigham Young University-Hawaii",55,2522,"2014_15"
"Normal","Southern Utah University",50,5514,"2014_15"
"Normal","Stevens-Henager College",27,270,"2014_15"
"Normal","Utah State University",50,21087,"2014_15"
"Normal","Utah Valley University",31,24546,"2014_15"
"Normal","University of Utah",62,22804,"2014_15"
"Normal","Weber State University",35,17413,"2014_15"
"Normal","Westminster College",60,2188,"2014_15"
"Normal","Bennington College",67,631,"2014_15"
"Normal","Burlington College",45,178,"2014_15"
"Normal","Castleton University",49,1890,"2014_15"
"Normal","Champlain College",57,2918,"2014_15"
"Normal","Goddard College",44,182,"2014_15"
"Normal","Green Mountain College",48,558,"2014_15"
"Normal","Northern Vermont University",36,1363,"2014_15"
"Normal","Lyndon State College",37,1266,"2014_15"
"Normal","Marlboro College",59,199,"2014_15"
"Normal","Middlebury College",94,2498,"2014_15"
"Normal","Norwich University",58,2584,"2014_15"
"Normal","Saint Michael's College",79,2038,"2014_15"
"Normal","College of St Joseph",47,230,"2014_15"
"Normal","Southern Vermont College",36,441,"2014_15"
"Normal","Sterling College",52,113,"2014_15"
"Normal","University of Vermont",76,9958,"2014_15"
"Normal","Averett University",33,836,"2014_15"
"Normal","Bluefield College",50,897,"2014_15"
"Normal","Bridgewater College",61,1768,"2014_15"
"Normal","William & Mary",90,6256,"2014_15"
"Normal","Regent University",50,2273,"2014_15"
"Normal","Christopher Newport University",68,5084,"2014_15"
"Normal","Radford University-Carilion",56,873,"2014_15"
"Normal","Emory & Henry College",47,997,"2014_15"
"Normal","Eastern Mennonite University",62,1198,"2014_15"
"Normal","Ferrum College",25,1447,"2014_15"
"Normal","George Mason University",67,21678,"2014_15"
"Normal","Hampden-Sydney College",67,1105,"2014_15"
"Normal","Hampton University",66,3456,"2014_15"
"Normal","Hollins University",62,588,"2014_15"
"Normal","James Madison University",82,18697,"2014_15"
"Normal","Liberty University",51,49340,"2014_15"
"Normal","Longwood University",66,4400,"2014_15"
"Normal","University of Lynchburg",56,2079,"2014_15"
"Normal","Mary Baldwin University",43,1299,"2014_15"
"Normal","University of Mary Washington",73,4101,"2014_15"
"Normal","Marymount University",51,2343,"2014_15"
"Normal","Norfolk State University",33,5284,"2014_15"
"Normal","Old Dominion University",52,19842,"2014_15"
"Normal","Radford University",59,8843,"2014_15"
"Normal","Randolph-Macon College",62,1377,"2014_15"
"Normal","Randolph College",41,658,"2014_15"
"Normal","Bon Secours Memorial College of Nursing",0,489,"2014_15"
"Normal","University of Richmond",84,3223,"2014_15"
"Normal","Roanoke College",64,1986,"2014_15"
"Normal","Shenandoah University",55,1875,"2014_15"
"Normal","Southern Virginia University",31,703,"2014_15"
"Normal","Strayer University-Virginia",19,4448,"2014_15"
"Normal","Sweet Briar College",65,561,"2014_15"
"Normal","The University of Virginia's College at Wise",46,1477,"2014_15"
"Normal","Virginia Polytechnic Institute and State University",83,24191,"2014_15"
"Normal","Virginia Commonwealth University",59,22280,"2014_15"
"Single","University of Virginia-Main Campus",94,15515,"2014_15"
"Normal","Virginia Military Institute",71,1700,"2014_15"
"Normal","Virginia State University",42,4481,"2014_15"
"Normal","Virginia Union University",26,1322,"2014_15"
"Normal","Virginia Wesleyan University",48,1492,"2014_15"
"Normal","Washington and Lee University",88,1880,"2014_15"
"Normal","The Art Institute of Seattle",32,1378,"2014_15"
"Normal","Central Washington University",53,9751,"2014_15"
"Normal","Cornish College of the Arts",50,765,"2014_15"
"Normal","Eastern Washington University",46,12402,"2014_15"
"Normal","The Evergreen State College",56,3802,"2014_15"
"Normal","Gonzaga University",83,4754,"2014_15"
"Normal","Heritage University",19,837,"2014_15"
"Normal","Trinity Lutheran College",43,209,"2014_15"
"Normal","Northwest University",53,1453,"2014_15"
"Normal","Pacific Lutheran University",68,2874,"2014_15"
"Normal","University of Puget Sound",76,2550,"2014_15"
"Normal","Saint Martin's University",48,1316,"2014_15"
"Normal","Seattle Pacific University",75,3253,"2014_15"
"Normal","Seattle University",78,4415,"2014_15"
"Normal","Walla Walla University",56,1639,"2014_15"
