"Color","University.Name","Completion.Rate..4.year.institutions","Average.Cost.per.Academic.Year","Year"
"Normal","University of North Carolina at Charlotte",55,18044,"2014_15"
"Normal","University of North Carolina at Greensboro",56,18640,"2014_15"
"Normal","North Carolina Central University",47,18354,"2014_15"
"Normal","University of North Carolina School of the Arts",59,21554,"2014_15"
"Normal","North Carolina State University at Raleigh",75,22046,"2014_15"
"Normal","North Carolina Wesleyan College",35,37812,"2014_15"
"Normal","University of North Carolina Wilmington",71,20292,"2014_15"
"Normal","William Peace University",36,38415,"2014_15"
"Normal","University of North Carolina at Pembroke",34,17014,"2014_15"
"Normal","Pfeiffer University",35,35538,"2014_15"
"Normal","Piedmont International University",38,21468,"2014_15"
"Normal","Queens University of Charlotte",62,43239,"2014_15"
"Normal","Mid-Atlantic Christian University",36,25268,"2014_15"
"Normal","Saint Augustine's University",33,31636,"2014_15"
"Normal","Salem College",65,40574,"2014_15"
"Normal","Shaw University",25,29344,"2014_15"
"Normal","St. Andrews University",30,39741,"2014_15"
"Normal","Wake Forest University",88,60210,"2014_15"
"Normal","Warren Wilson College",51,43000,"2014_15"
"Normal","Wingate University",51,36669,"2014_15"
"Normal","Winston-Salem State University",46,16559,"2014_15"
"Normal","Western Carolina University",58,18549,"2014_15"
"Normal","Dickinson State University",33,13730,"2014_15"
"Normal","University of Jamestown",49,28522,"2014_15"
"Normal","University of Mary",46,23793,"2014_15"
"Normal","Mayville State University",42,15843,"2014_15"
"Normal","Minot State University",40,14689,"2014_15"
"Normal","University of North Dakota",55,20306,"2014_15"
"Normal","North Dakota State University-Main Campus",56,18766,"2014_15"
"Normal","Trinity Bible College and Graduate School",39,25694,"2014_15"
"Normal","Valley City State University",48,16643,"2014_15"
"Normal","University of Akron Main Campus",42,21772,"2014_15"
"Normal","Art Academy of Cincinnati",62,34457,"2014_15"
"Normal","Ashland University",57,41577,"2014_15"
"Normal","Baldwin Wallace University",68,38441,"2014_15"
"Normal","Bluffton University",60,41351,"2014_15"
"Normal","Bowling Green State University-Main Campus",55,22998,"2014_15"
"Normal","Capital University",59,43603,"2014_15"
"Normal","Case Western Reserve University",81,57405,"2014_15"
"Normal","Cedarville University",70,34902,"2014_15"
"Normal","Central State University",22,17695,"2014_15"
"Normal","Cincinnati Christian University",36,27591,"2014_15"
"Normal","University of Cincinnati-Main Campus",60,26196,"2014_15"
"Normal","Ohio Christian University",32,23714,"2014_15"
"Normal","Cleveland Institute of Art",65,51934,"2014_15"
"Normal","Cleveland Institute of Music",63,61399,"2014_15"
"Normal","Cleveland State University",39,21684,"2014_15"
"Normal","Columbus College of Art and Design",56,41140,"2014_15"
"Normal","University of Dayton",76,49540,"2014_15"
"Normal","Defiance College",49,40814,"2014_15"
"Normal","Denison University",82,56520,"2014_15"
"Normal","The University of Findlay",55,40131,"2014_15"
"Normal","Franklin University",14,27742,"2014_15"
"Normal","Gods Bible School and College",43,15088,"2014_15"
"Normal","Heidelberg University",47,37390,"2014_15"
"Normal","Hiram College",63,42650,"2014_15"
"Normal","John Carroll University",71,46851,"2014_15"
"Normal","Kent State University at Kent",55,23933,"2014_15"
"Normal","Kenyon College",89,59960,"2014_15"
"Normal","Lake Erie College",49,39524,"2014_15"
"Normal","Lourdes University",29,28789,"2014_15"
"Normal","Malone University",51,36369,"2014_15"
"Normal","Marietta College",63,43634,"2014_15"
"Normal","Miami University-Hamilton",26,14996,"2014_15"
"Normal","Miami University-Middletown",18,15503,"2014_15"
"Normal","Miami University-Oxford",79,29701,"2014_15"
"Normal","Mount Carmel College of Nursing",64,19939,"2014_15"
"Normal","University of Mount Union",63,38400,"2014_15"
"Normal","Mount Vernon Nazarene University",58,34801,"2014_15"
"Normal","Mount Saint Joseph University",53,32785,"2014_15"
"Normal","Muskingum University",53,35175,"2014_15"
"Normal","Notre Dame College",36,36645,"2014_15"
"Normal","Oberlin College",88,62051,"2014_15"
"Normal","Ohio Dominican University",43,41470,"2014_15"
"Normal","Ohio Northern University",69,50960,"2014_15"
"Normal","Ohio State University-Lima Campus",33,15304,"2014_15"
"Normal","Ohio State University-Main Campus",84,25029,"2014_15"
"Normal","Ohio University-Main Campus",67,24990,"2014_15"
"Normal","Ohio Wesleyan University",66,55547,"2014_15"
"Normal","Otterbein University",59,43190,"2014_15"
"Normal","Pontifical College Josephinum",91,36598,"2014_15"
"Normal","Rabbinical College Telshe",8,16700,"2014_15"
"Normal","Shawnee State University",31,18453,"2014_15"
"Normal","Franciscan University of Steubenville",76,33851,"2014_15"
"Normal","Ohio Mid-Western College",0,23480,"2014_15"
"Normal","Tiffin University",39,35023,"2014_15"
"Normal","University of Toledo",44,21480,"2014_15"
"Normal","Tri-State Bible College",0,23225,"2014_15"
"Normal","Union Institute & University",25,25612,"2014_15"
"Normal","Urbana University",36,31686,"2014_15"
"Normal","Ursuline College",50,37601,"2014_15"
"Normal","Walsh University",55,36976,"2014_15"
"Normal","Wilberforce University",30,26890,"2014_15"
"Normal","Wilmington College",47,40098,"2014_15"
"Normal","Wittenberg University",69,50115,"2014_15"
"Normal","The College of Wooster",76,53500,"2014_15"
"Normal","Wright State University-Main Campus",39,20083,"2014_15"
"Normal","Wright State University-Lake Campus",42,11638,"2014_15"
"Normal","Xavier University",71,46740,"2014_15"
"Normal","Youngstown State University",33,16029,"2014_15"
"Normal","Oklahoma Wesleyan University",37,33336,"2014_15"
"Normal","Southern Nazarene University",46,32248,"2014_15"
"Normal","Cameron University",24,15222,"2014_15"
"Normal","University of Central Oklahoma",37,17079,"2014_15"
"Normal","East Central University",34,12295,"2014_15"
"Normal","Randall University",32,23151,"2014_15"
"Normal","Langston University",4,12070,"2014_15"
"Normal","Northeastern State University",31,14395,"2014_15"
"Normal","Northwestern Oklahoma State University",34,13055,"2014_15"
"Normal","Oklahoma Christian University",47,29488,"2014_15"
"Normal","Oklahoma Panhandle State University",17,15888,"2014_15"
"Normal","Oklahoma State University-Main Campus",61,21629,"2014_15"
"Normal","Oklahoma Baptist University",51,33213,"2014_15"
"Normal","Oklahoma City University",59,42983,"2014_15"
"Normal","University of Oklahoma-Norman Campus",67,23384,"2014_15"
"Normal","Oral Roberts University",53,36011,"2014_15"
"Normal","Rogers State University",19,17374,"2014_15"
"Normal","St. Gregory's University",23,33189,"2014_15"
"Normal","University of Science and Arts of Oklahoma",46,14731,"2014_15"
"Normal","Southeastern Oklahoma State University",29,14305,"2014_15"
"Normal","Southwestern Christian University",36,23156,"2014_15"
"Normal","Southwestern Oklahoma State University",34,17060,"2014_15"
"Normal","University of Tulsa",70,49323,"2014_15"
"Normal","The Art Institute of Portland",29,31333,"2014_15"
"Normal","Concordia University-Portland",55,36978,"2014_15"
"Normal","Eastern Oregon University",34,20421,"2014_15"
"Normal","New Hope Christian College-Eugene",29,25338,"2014_15"
"Normal","George Fox University",65,43033,"2014_15"
"Normal","Lewis & Clark College",79,55517,"2014_15"
"Normal","Linfield University-McMinnville Campus",71,48058,"2014_15"
"Normal","Marylhurst University",31,30045,"2014_15"
"Normal","Mount Angel Seminary",83,32784,"2014_15"
"Normal","Multnomah University",54,35313,"2014_15"
"Normal","Bushnell University",66,34496,"2014_15"
"Normal","Oregon Institute of Technology",47,20395,"2014_15"
"Normal","Oregon College of Art and Craft",60,37964,"2014_15"
"Normal","Oregon State University",63,23326,"2014_15"
"Normal","University of Oregon",69,23055,"2014_15"
"Normal","Pacific Northwest College of Art",29,48102,"2014_15"
"Normal","Pacific University",59,50486,"2014_15"
"Normal","Portland State University",42,20318,"2014_15"
"Normal","University of Portland",80,51947,"2014_15"
"Normal","Reed College",79,59595,"2014_15"
"Normal","Southern Oregon University",40,19231,"2014_15"
"Normal","Warner Pacific University",41,32192,"2014_15"
"Normal","Corban University",56,39327,"2014_15"
"Normal","Willamette University",77,54536,"2014_15"
"Normal","Western Oregon University",47,21996,"2014_15"
"Normal","Bryn Athyn College of the New Church",48,27788,"2014_15"
"Normal","Albright College",53,48311,"2014_15"
"Normal","Allegheny College",78,51883,"2014_15"
"Normal","DeSales University",71,46691,"2014_15"
"Normal","Alvernia University",53,40723,"2014_15"
"Normal","The Art Institutes of York-PA",60,29814,"2014_15"
"Normal","The Art Institute of Philadelphia",33,32168,"2014_15"
"Normal","The Art Institute of Pittsburgh",32,31169,"2014_15"
"Normal","Clarks Summit University",54,28867,"2014_15"
"Normal","Arcadia University",60,50832,"2014_15"
"Normal","Bloomsburg University of Pennsylvania",65,21631,"2014_15"
"Normal","Bryn Mawr College",82,59760,"2014_15"
"Normal","Bucknell University",89,61060,"2014_15"
"Normal","Cabrini University",50,43480,"2014_15"
"Normal","California University of Pennsylvania",53,23500,"2014_15"
"Normal","Carlow University",60,36704,"2014_15"
"Normal","Carnegie Mellon University",88,61990,"2014_15"
"Normal","Cedar Crest College",69,42202,"2014_15"
"Normal","Central Penn College",45,25107,"2014_15"
"Normal","Chatham University",56,45933,"2014_15"
"Normal","Chestnut Hill College",47,43477,"2014_15"
"Normal","Cheyney University of Pennsylvania",26,22899,"2014_15"
"Normal","Clarion University of Pennsylvania",50,21814,"2014_15"
"Normal","Curtis Institute of Music",54,18744,"2014_15"
"Normal","Delaware Valley University",58,46333,"2014_15"
"Normal","Dickinson College",84,60109,"2014_15"
"Normal","Drexel University",67,56402,"2014_15"
"Normal","Duquesne University",78,43963,"2014_15"
"Normal","East Stroudsburg University of Pennsylvania",56,21947,"2014_15"
"Normal","Eastern University",61,40966,"2014_15"
"Normal","Edinboro University of Pennsylvania",45,20026,"2014_15"
"Normal","Elizabethtown College",69,49314,"2014_15"
"Normal","Faith Theological Seminary",53,32950,"2014_15"
"Normal","Franklin and Marshall College",87,60765,"2014_15"
"Normal","Gannon University",66,38895,"2014_15"
"Normal","Geneva College",65,35261,"2014_15"
"Normal","Gettysburg College",84,58320,"2014_15"
"Normal","Gwynedd Mercy University",60,41758,"2014_15"
"Normal","Haverford College",94,61898,"2014_15"
"Normal","Holy Family University",56,32954,"2014_15"
"Normal","Immaculata University",61,47048,"2014_15"
"Normal","Indiana University of Pennsylvania-Main Campus",53,22692,"2014_15"
"Normal","Juniata College",78,49098,"2014_15"
"Normal","Keystone College",42,32907,"2014_15"
"Normal","King's College",62,42856,"2014_15"
"Normal","Kutztown University of Pennsylvania",55,23383,"2014_15"
"Normal","La Roche University",43,37094,"2014_15"
"Normal","La Salle University",66,48965,"2014_15"
"Normal","Lafayette College",90,59750,"2014_15"
"Normal","Lancaster Bible College",62,28517,"2014_15"
"Normal","Lebanon Valley College",75,47570,"2014_15"
"Normal","Lehigh University",87,57043,"2014_15"
"Normal","Lincoln University",41,23239,"2014_15"
"Normal","Lock Haven University",47,20824,"2014_15"
"Normal","Lycoming College",62,45746,"2014_15"
"Normal","Mansfield University of Pennsylvania",53,20711,"2014_15"
"Normal","Marywood University",69,43586,"2014_15"
"Normal","Mercyhurst University",68,43351,"2014_15"
"Normal","Messiah University",80,42624,"2014_15"
"Normal","Millersville University of Pennsylvania",64,20437,"2014_15"
"Normal","Misericordia University",71,40111,"2014_15"
"Normal","Moore College of Art and Design",58,49020,"2014_15"
"Normal","Moravian College",69,47447,"2014_15"
"Normal","Muhlenberg College",86,55200,"2014_15"
"Normal","Neumann University",55,38072,"2014_15"
"Normal","Pennsylvania State University-Penn State Erie-Behrend College",69,28674,"2014_15"
"Normal","Pennsylvania State University-Penn State New Kensington",48,20140,"2014_15"
"Normal","Pennsylvania State University-Penn State Shenango",32,21818,"2014_15"
"Normal","Pennsylvania State University-Penn State Wilkes-Barre",49,21102,"2014_15"
"Normal","Pennsylvania State University-Penn State Scranton",46,20069,"2014_15"
"Normal","Pennsylvania State University-Penn State Lehigh Valley",54,19896,"2014_15"
"Normal","Pennsylvania State University-Penn State Altoona",65,28799,"2014_15"
"Normal","Pennsylvania State University-Penn State Beaver",41,23197,"2014_15"
"Normal","Pennsylvania State University-Penn State Berks",57,27877,"2014_15"
"Normal","Pennsylvania State University-Penn State Harrisburg",67,27487,"2014_15"
"Normal","Pennsylvania State University-Penn State Brandywine",43,19966,"2014_15"
"Normal","Pennsylvania State University-Main Campus",86,33326,"2014_15"
"Normal","Pennsylvania State University-Penn State Greater Allegheny",38,24564,"2014_15"
"Normal","Pennsylvania State University-Penn State Abington",47,19724,"2014_15"
"Normal","Pennsylvania State University-Penn State Schuylkill",43,23930,"2014_15"
"Normal","Pennsylvania State University-Penn State York",47,19907,"2014_15"
"Normal","Peirce College",40,19083,"2014_15"
"Normal","Pennsylvania Academy of the Fine Arts",56,45725,"2014_15"
"Normal","Pennsylvania College of Art and Design",41,28564,"2014_15"
"Normal","University of Pennsylvania",96,61800,"2014_15"
"Normal","Jefferson (Philadelphia University + Thomas Jefferson University)",66,48575,"2014_15"
"Normal","The University of the Arts",61,53508,"2014_15"
"Normal","Cairn University-Langhorne",66,33730,"2014_15"
"Normal","University of the Sciences",74,50483,"2014_15"
"Normal","University of Pittsburgh-Bradford",52,24809,"2014_15"
"Normal","University of Pittsburgh-Greensburg",53,23352,"2014_15"
"Normal","University of Pittsburgh-Johnstown",51,24609,"2014_15"
"Normal","University of Pittsburgh-Pittsburgh Campus",82,31828,"2014_15"
"Normal","Point Park University",58,38106,"2014_15"
"Normal","Robert Morris University",62,39552,"2014_15"
"Normal","Rosemont College",43,45736,"2014_15"
"Normal","Saint Francis University",72,44190,"2014_15"
"Normal","Saint Joseph's University",73,54432,"2014_15"
"Normal","Saint Vincent College",74,42120,"2014_15"
"Normal","University of Scranton",80,53567,"2014_15"
"Normal","Seton Hill University",60,42513,"2014_15"
"Normal","Shippensburg University of Pennsylvania",55,23152,"2014_15"
"Normal","Slippery Rock University of Pennsylvania",67,21741,"2014_15"
"Normal","Saint Charles Borromeo Seminary-Overbrook",83,37150,"2014_15"
"Normal","Susquehanna University",76,51134,"2014_15"
"Normal","Swarthmore College",94,60671,"2014_15"
"Normal","Talmudical Yeshiva of Philadelphia",50,18650,"2014_15"
"Normal","Temple University",69,27202,"2014_15"
"Normal","Thiel College",36,40841,"2014_15"
"Normal","Ursinus College",80,58610,"2014_15"
"Normal","University of Valley Forge",48,30612,"2014_15"
"Normal","Villanova University",89,58519,"2014_15"
"Normal","Washington & Jefferson College",76,51369,"2014_15"
"Normal","Waynesburg University",59,30780,"2014_15"
"Normal","West Chester University of Pennsylvania",67,24995,"2014_15"
"Normal","Westminster College",76,43709,"2014_15"
"Normal","Widener University",53,51753,"2014_15"
"Normal","Wilkes University",56,44685,"2014_15"
"Normal","Wilson College",41,41015,"2014_15"
"Normal","Yeshivath Beth Moshe",78,14925,"2014_15"
"Normal","York College of Pennsylvania",61,28152,"2014_15"
"Normal","Brown University",96,60460,"2014_15"
"Normal","Bryant University",78,52507,"2014_15"
"Normal","Johnson & Wales University-Providence",57,40684,"2014_15"
"Normal","Providence College",86,57517,"2014_15"
"Normal","Rhode Island College",43,15480,"2014_15"
"Normal","University of Rhode Island",59,26452,"2014_15"
"Normal","Rhode Island School of Design",87,61352,"2014_15"
"Normal","Roger Williams University",62,48826,"2014_15"
"Normal","Salve Regina University",67,49636,"2014_15"
"Normal","Northpoint Bible College",52,24263,"2014_15"
"Normal","Allen University",28,20149,"2014_15"
"Normal","Anderson University",52,36824,"2014_15"
"Normal","Charleston Southern University",34,34528,"2014_15"
"Normal","Benedict College",31,30565,"2014_15"
"Normal","Bob Jones University",71,22343,"2014_15"
"Normal","Southern Wesleyan University",49,31774,"2014_15"
"Normal","College of Charleston",67,26228,"2014_15"
"Normal","Citadel Military College of South Carolina",69,25442,"2014_15"
"Normal","Claflin University",49,32305,"2014_15"
"Normal","Clemson University",82,26065,"2014_15"
"Normal","Coker University",49,33185,"2014_15"
"Normal","Columbia International University",68,32220,"2014_15"
"Normal","Columbia College",47,38479,"2014_15"
"Normal","Converse College",60,40977,"2014_15"
"Normal","Erskine College",48,46843,"2014_15"
"Normal","Francis Marion University",41,18828,"2014_15"
"Normal","Furman University",84,57276,"2014_15"
"Normal","Lander University",45,21777,"2014_15"
"Normal","Limestone University",28,36085,"2014_15"
"Normal","Morris College",31,21322,"2014_15"
"Normal","Newberry College",41,39983,"2014_15"
"Normal","North Greenville University",50,29053,"2014_15"
"Normal","Presbyterian College",65,46378,"2014_15"
"Normal","University of South Carolina Aiken",39,19759,"2014_15"
"Normal","University of South Carolina Beaufort",26,20389,"2014_15"
"Normal","University of South Carolina-Columbia",73,24586,"2014_15"
"Normal","Coastal Carolina University",45,21781,"2014_15"
"Normal","South Carolina State University",38,26245,"2014_15"
"Normal","University of South Carolina-Upstate",38,21759,"2014_15"
"Normal","Voorhees College",33,24486,"2014_15"
"Normal","Winthrop University",51,25095,"2014_15"
"Normal","Wofford College",78,49150,"2014_15"
"Normal","Augustana University",67,37968,"2014_15"
"Normal","Black Hills State University",33,17034,"2014_15"
"Normal","Dakota State University",41,17913,"2014_15"
"Normal","Dakota Wesleyan University",44,32693,"2014_15"
"Normal","Mount Marty University",54,34249,"2014_15"
"Normal","National American University-Rapid City",15,19157,"2014_15"
"Normal","Northern State University",44,18137,"2014_15"
"Normal","Presentation College",41,28361,"2014_15"
"Normal","South Dakota School of Mines and Technology",54,20994,"2014_15"
"Normal","South Dakota State University",57,19330,"2014_15"
"Normal","University of Sioux Falls",53,35298,"2014_15"
"Normal","University of South Dakota",56,19695,"2014_15"
"Normal","American Baptist College",40,20449,"2014_15"
"Normal","Austin Peay State University",36,19386,"2014_15"
"Normal","Baptist Health Sciences University",43,19085,"2014_15"
"Normal","Belmont University",70,43030,"2014_15"
"Normal","Bethel University",36,29309,"2014_15"
"Normal","Bryan College-Dayton",53,30569,"2014_15"
"Normal","Carson-Newman University",48,33563,"2014_15"
"Normal","Christian Brothers University",55,37216,"2014_15"
"Normal","Cumberland University",37,33764,"2014_15"
"Normal","Lipscomb University",62,38772,"2014_15"
"Normal","East Tennessee State University",43,21826,"2014_15"
"Normal","Fisk University",40,36781,"2014_15"
"Normal","Welch College",39,26141,"2014_15"
"Normal","Freed-Hardeman University",52,32282,"2014_15"
"Normal","Johnson University",67,20772,"2014_15"
"Normal","King University",54,36619,"2014_15"
"Normal","South College",27,35078,"2014_15"
"Normal","Lane College",32,18673,"2014_15"
"Normal","Le Moyne-Owen College",20,17053,"2014_15"
"Normal","Lee University",54,25410,"2014_15"
"Normal","Lincoln Memorial University",47,31299,"2014_15"
"Normal","Martin Methodist College",45,32701,"2014_15"
"Normal","Maryville College",54,43069,"2014_15"
"Normal","Memphis College of Art",52,39459,"2014_15"
"Normal","University of Memphis",44,21492,"2014_15"
"Normal","Middle Tennessee State University",46,19251,"2014_15"
"Normal","Milligan College",58,37853,"2014_15"
"Normal","O'More College of Design",81,37340,"2014_15"
"Normal","Rhodes College",80,52958,"2014_15"
"Normal","The University of the South",79,47970,"2014_15"
"Normal","Southern Adventist University",52,30092,"2014_15"
"Normal","Tennessee Wesleyan University",43,29397,"2014_15"
"Normal","The University of Tennessee-Chattanooga",40,19619,"2014_15"
"Normal","The University of Tennessee-Knoxville",69,27450,"2014_15"
"Normal","The University of Tennessee-Martin",47,16805,"2014_15"
"Normal","Tennessee State University",42,17119,"2014_15"
"Normal","Tennessee Technological University",49,21411,"2014_15"
"Normal","Tennessee Temple University",18,23054,"2014_15"
"Normal","Trevecca Nazarene University",51,32604,"2014_15"
"Normal","Tusculum University",36,33700,"2014_15"
"Normal","Union University",66,42891,"2014_15"
"Normal","Vanderbilt University",93,61112,"2014_15"
"Normal","Abilene Christian University",62,41606,"2014_15"
"Normal","Angelo State University",30,18915,"2014_15"
"Normal","Arlington Baptist University",30,17972,"2014_15"
"Normal","The Art Institute of Houston",36,31055,"2014_15"
"Normal","Austin College",76,47404,"2014_15"
"Normal","Baylor University",72,53797,"2014_15"
"Normal","Concordia University Texas",32,37413,"2014_15"
"Normal","Texas A & M University-Corpus Christi",38,18745,"2014_15"
"Normal","Dallas Baptist University",55,34013,"2014_15"
"Normal","Dallas Christian College",40,25837,"2014_15"
"Normal","University of Dallas",70,48274,"2014_15"
"Normal","East Texas Baptist University",38,31716,"2014_15"
"Normal","Texas A & M University-Commerce",52,17241,"2014_15"
"Normal","Miami International University of Art & Design-Art Institute Dallas",29,30158,"2014_15"
"Normal","Hardin-Simmons University",52,32694,"2014_15"
"Normal","Houston Baptist University",45,36782,"2014_15"
"Normal","University of Houston-Downtown",19,15912,"2014_15"
"Normal","University of Houston",48,22713,"2014_15"
"Normal","Howard Payne University",45,32965,"2014_15"
"Normal","Huston-Tillotson University",31,27133,"2014_15"
"Normal","University of the Incarnate Word",43,35799,"2014_15"
"Normal","Jarvis Christian College",14,23295,"2014_15"
"Normal","Lamar University",33,19692,"2014_15"
"Normal","Texas A & M International University",45,13737,"2014_15"
"Normal","LeTourneau University",51,38461,"2014_15"
"Normal","Lubbock Christian University",43,29481,"2014_15"
"Normal","University of Mary Hardin-Baylor",48,36180,"2014_15"
"Normal","McMurry University",36,35747,"2014_15"
"Normal","Midwestern State University",45,16931,"2014_15"
"Normal","University of North Texas",50,19405,"2014_15"
"Normal","Northwood University-Texas",39,28405,"2014_15"
"Normal","Our Lady of the Lake University",38,35340,"2014_15"
"Normal","The University of Texas Rio Grande Valley",43,11963,"2014_15"
"Normal","Texas Southmost College",28,13619,"2014_15"
"Normal","Paul Quinn College",4,23459,"2014_15"
"Normal","Prairie View A & M University",38,17876,"2014_15"
"Normal","Rice University",93,54291,"2014_15"
"Normal","Saint Edward's University",67,46212,"2014_15"
"Normal","University of St Thomas",52,38726,"2014_15"
"Normal","Sam Houston State University",53,19721,"2014_15"
"Normal","Schreiner University",43,34065,"2014_15"
"Normal","St. Mary's University",63,36504,"2014_15"
"Normal","Southern Methodist University",77,60938,"2014_15"
"Normal","Southwestern Assemblies of God University",41,31578,"2014_15"
"Normal","Southwestern University",73,48080,"2014_15"
"Normal","Stephen F Austin State University",44,22544,"2014_15"
"Normal","Texas State University",55,19428,"2014_15"
"Normal","Southwestern Adventist University",40,28054,"2014_15"
"Normal","Sul Ross State University",28,17354,"2014_15"
"Normal","Tarleton State University",45,17964,"2014_15"
"Normal","Texas A & M University-Kingsville",35,19700,"2014_15"
"Normal","Texas A & M University-College Station",79,20998,"2014_15"
"Normal","The University of Texas at Arlington",42,21594,"2014_15"
"Normal","The University of Texas at Austin",81,25918,"2014_15"
"Normal","The University of Texas at Dallas",71,22713,"2014_15"
"Normal","The University of Texas at El Paso",38,15067,"2014_15"
"Normal","The University of Texas at Tyler",45,19552,"2014_15"
"Normal","Texas Christian University",75,50440,"2014_15"
"Normal","Texas College",12,21046,"2014_15"
"Normal","Texas Lutheran University",44,37444,"2014_15"
"Normal","The University of Texas Permian Basin",34,13939,"2014_15"
"Normal","The University of Texas at San Antonio",31,19054,"2014_15"
"Normal","Texas Southern University",16,22183,"2014_15"
"Normal","Texas Tech University",59,21239,"2014_15"
"Normal","Texas Wesleyan University",40,33163,"2014_15"
"Normal","Texas Woman's University",44,16846,"2014_15"
"Normal","Trinity University",81,48598,"2014_15"
"Normal","Wayland Baptist University",32,23229,"2014_15"
"Normal","West Texas A & M University",40,18039,"2014_15"
"Normal","Wiley College",20,21299,"2014_15"
"Normal","Brigham Young University",79,17236,"2014_15"
"Normal","Brigham Young University-Hawaii",55,16128,"2014_15"
"Normal","Southern Utah University",50,18315,"2014_15"
"Normal","Stevens-Henager College",27,28066,"2014_15"
"Normal","Utah State University",50,16572,"2014_15"
"Normal","Utah Valley University",31,12875,"2014_15"
"Normal","University of Utah",62,18931,"2014_15"
"Normal","Weber State University",35,13733,"2014_15"
"Normal","Westminster College",60,39868,"2014_15"
"Normal","Bennington College",67,61920,"2014_15"
"Normal","Burlington College",45,34048,"2014_15"
"Normal","Castleton University",49,21255,"2014_15"
"Normal","Champlain College",57,47556,"2014_15"
"Normal","Goddard College",44,28070,"2014_15"
"Normal","Green Mountain College",48,45906,"2014_15"
"Normal","Northern Vermont University",36,20913,"2014_15"
"Normal","Lyndon State College",37,20369,"2014_15"
"Normal","Marlboro College",59,51660,"2014_15"
"Normal","Middlebury College",94,59470,"2014_15"
"Normal","Norwich University",58,49516,"2014_15"
"Normal","Saint Michael's College",79,50806,"2014_15"
"Normal","College of St Joseph",47,33800,"2014_15"
"Normal","Southern Vermont College",36,35500,"2014_15"
"Normal","Sterling College",52,41092,"2014_15"
"Normal","University of Vermont",76,28348,"2014_15"
"Normal","Averett University",33,37868,"2014_15"
"Normal","Bluefield College",50,34823,"2014_15"
"Normal","Bridgewater College",61,42376,"2014_15"
"Normal","William & Mary",90,28329,"2014_15"
"Normal","Regent University",50,27182,"2014_15"
"Normal","Christopher Newport University",68,25559,"2014_15"
"Normal","Radford University-Carilion",56,33818,"2014_15"
"Normal","Emory & Henry College",47,41251,"2014_15"
"Normal","Eastern Mennonite University",62,40024,"2014_15"
"Normal","Ferrum College",25,40553,"2014_15"
"Normal","George Mason University",67,23212,"2014_15"
"Normal","Hampden-Sydney College",67,52016,"2014_15"
"Normal","Hampton University",66,33798,"2014_15"
"Normal","Hollins University",62,47787,"2014_15"
"Normal","James Madison University",82,22601,"2014_15"
"Normal","Liberty University",51,32077,"2014_15"
"Normal","Longwood University",66,23468,"2014_15"
"Normal","University of Lynchburg",56,44236,"2014_15"
"Normal","Mary Baldwin University",43,40203,"2014_15"
"Normal","University of Mary Washington",73,23371,"2014_15"
"Normal","Marymount University",51,41008,"2014_15"
"Normal","Norfolk State University",33,19299,"2014_15"
"Normal","Old Dominion University",52,20966,"2014_15"
"Normal","Radford University",59,20582,"2014_15"
"Normal","Randolph-Macon College",62,47262,"2014_15"
"Normal","Randolph College",41,46060,"2014_15"
"Normal","Bon Secours Memorial College of Nursing",0,18593,"2014_15"
"Normal","University of Richmond",84,57535,"2014_15"
"Normal","Roanoke College",64,50487,"2014_15"
"Normal","Shenandoah University",55,42847,"2014_15"
"Normal","Southern Virginia University",31,30009,"2014_15"
"Normal","Strayer University-Virginia",19,32064,"2014_15"
"Normal","Sweet Briar College",65,48896,"2014_15"
"Normal","The University of Virginia's College at Wise",46,20095,"2014_15"
"Normal","Virginia Polytechnic Institute and State University",83,26165,"2014_15"
"Normal","Virginia Commonwealth University",59,27494,"2014_15"
"Single","University of Virginia-Main Campus",94,26063,"2014_15"
"Normal","Virginia Military Institute",71,25642,"2014_15"
"Normal","Virginia State University",42,20767,"2014_15"
"Normal","Virginia Union University",26,27703,"2014_15"
"Normal","Virginia Wesleyan University",48,42600,"2014_15"
"Normal","Washington and Lee University",88,58575,"2014_15"
"Normal","The Art Institute of Seattle",32,32199,"2014_15"
"Normal","Central Washington University",53,21512,"2014_15"
"Normal","Cornish College of the Arts",50,48147,"2014_15"
"Normal","Eastern Washington University",46,20365,"2014_15"
"Normal","The Evergreen State College",56,22281,"2014_15"
"Normal","Gonzaga University",83,48357,"2014_15"
"Normal","Heritage University",19,27653,"2014_15"
"Normal","Trinity Lutheran College",43,37455,"2014_15"
"Normal","Northwest University",53,35991,"2014_15"
"Normal","Pacific Lutheran University",68,46717,"2014_15"
"Normal","University of Puget Sound",76,55948,"2014_15"
"Normal","Saint Martin's University",48,42353,"2014_15"
"Normal","Seattle Pacific University",75,47389,"2014_15"
"Normal","Seattle University",78,52458,"2014_15"
"Normal","Walla Walla University",56,35351,"2014_15"
"Normal","Washington State University",67,26543,"2014_15"
"Normal","University of Washington-Seattle Campus",84,25637,"2014_15"
"Normal","Western Washington University",72,22458,"2014_15"
"Normal","Whitman College",87,56600,"2014_15"
"Normal","Whitworth University",75,47538,"2014_15"
"Normal","Alderson Broaddus University",45,33206,"2014_15"
"Normal","Appalachian Bible College",62,23948,"2014_15"
"Normal","Bethany College",47,39082,"2014_15"
"Normal","Bluefield State College",34,14965,"2014_15"
"Normal","University of Charleston",35,31350,"2014_15"
