"Year","University.Name","University.City","University.State","Admission.Rate","SAT.Average","SAT.Reading.Mid","SAT.Math.Mid","ACT.Cumulative.Average","Undergraduate.Enrollment","Average.Cost.per.Academic.Year","In.State.Tuition.and.Fees","Out.of.State.Tuition.and.Fees","Completion.Rate..4.year.institutions","Color"
"2014_15","Rabbinical Seminary of America","Flushing","NY",95,NA,NA,NA,NA,282,17800,8800,8800,0.45,"Normal"
"2014_15","Rensselaer Polytechnic Institute","Troy","NY",37.5,1372,670,725,30,5557,61820,47908,47908,0.82,"Normal"
"2014_15","Roberts Wesleyan College","Rochester","NY",68.75,1059,520,535,23,1335,39746,28068,28068,0.63,"Normal"
"2014_15","Rochester Institute of Technology","Rochester","NY",57.47,1240,590,625,29,12635,47291,35768,35768,0.63,"Normal"
"2014_15","University of Rochester","Rochester","NY",36.41,NA,NA,NA,NA,6074,61340,46960,46960,0.84,"Normal"
"2014_15","Russell Sage College","Troy","NY",54.81,NA,NA,NA,NA,1657,40869,28200,28200,0.59,"Normal"
"2014_15","St Bonaventure University","Saint Bonaventure","NY",70.43,1066,525,525,24,1735,42234,30466,30466,0.68,"Normal"
"2014_15","St Francis College","Brooklyn Heights","NY",77.04,935,460,475,NA,2661,27407,22300,22300,0.55,"Normal"
"2014_15","St Lawrence University","Canton","NY",47.64,NA,NA,NA,NA,2282,59550,47696,47696,0.85,"Normal"
"2014_15","The College of Saint Rose","Albany","NY",76.29,NA,NA,NA,NA,2614,41292,29016,29016,0.66,"Normal"
"2014_15","St. Thomas Aquinas College","Sparkill","NY",80.82,958,466,494,20,1206,37860,27630,27630,0.57,"Normal"
"2014_15","Sarah Lawrence College","Bronxville","NY",53.14,NA,NA,NA,NA,1366,64056,50780,50780,0.77,"Normal"
"2014_15","Sh'or Yoshuv Rabbinical College","Lawrence","NY",86.67,NA,NA,NA,NA,95,18300,9000,9000,0.65,"Normal"
"2014_15","Siena College","Loudonville","NY",65.86,1127,550,570,25,3085,47265,32293,32293,0.8,"Normal"
"2014_15","Skidmore College","Saratoga Springs","NY",37.34,1241,615,625,28,2612,60900,47464,47464,0.87,"Normal"
"2014_15","St. Joseph's College-New York","Brooklyn","NY",70.73,1031,510,515,23,3985,27542,22830,22830,0.68,"Normal"
"2014_15","Saint John Fisher College","Rochester","NY",67.91,1091,515,550,25,2834,40209,29550,29550,0.72,"Normal"
"2014_15","St. John's University-New York","Queens","NY",62.52,1107,540,560,25,10878,51420,38680,38680,0.59,"Normal"
"2014_15","SUNY College of Agriculture and Technology at Cobleskill","Cobleskill","NY",73.34,877,435,435,19,2512,21571,7609,16759,0.36,"Normal"
"2014_15","Farmingdale State College","Farmingdale","NY",46.65,982,480,500,21,7768,14257,7483,17133,0.45,"Normal"
"2014_15","SUNY at Albany","Albany","NY",55.84,1098,535,560,24,12659,21968,8302,19942,0.66,"Normal"
"2014_15","Binghamton University","Vestal","NY",44.06,1287,630,660,29,13372,22688,8620,20260,0.81,"Normal"
"2014_15","University at Buffalo","Buffalo","NY",57.81,1165,550,600,27,19488,21996,8870,22290,0.72,"Normal"
"2014_15","Stony Brook University","Stony Brook","NY",41.34,1254,590,660,28,16170,21358,8430,21850,0.69,"Normal"
"2014_15","SUNY College of Environmental Science and Forestry","Syracuse","NY",51.13,1193,585,600,27,1718,23671,7398,17048,0.68,"Normal"
"2014_15","SUNY Polytechnic Institute","Utica","NY",56.1,1099,535,555,25,1890,20924,7420,17070,0.43,"Normal"
"2014_15","SUNY Brockport","Brockport","NY",48.95,1056,520,530,23,6951,20224,7562,17212,0.68,"Normal"
"2014_15","SUNY Buffalo State","Buffalo","NY",61.55,939,460,455,22,9185,18129,7347,16997,0.45,"Normal"
"2014_15","SUNY Cortland","Cortland","NY",48.96,NA,NA,NA,NA,6311,22480,7719,17369,0.67,"Normal"
"2014_15","SUNY at Fredonia","Fredonia","NY",53.22,1056,520,520,24,4900,21269,7741,17391,0.67,"Normal"
"2014_15","SUNY College at Geneseo","Geneseo","NY",59.13,1221,605,615,27,5497,21589,7774,17424,0.78,"Normal"
"2014_15","State University of New York at New Paltz","New Paltz","NY",41.93,1122,555,560,25,6464,20939,7418,17068,0.74,"Normal"
"2014_15","SUNY Oneonta","Oneonta","NY",49.88,1086,535,550,24,5803,21555,7568,17218,0.73,"Normal"
"2014_15","SUNY College at Oswego","Oswego","NY",48.37,1106,550,555,24,7102,21673,7581,17231,0.63,"Normal"
"2014_15","SUNY College at Potsdam","Potsdam","NY",67.58,NA,NA,NA,NA,3669,20536,7553,17203,0.54,"Normal"
"2014_15","SUNY at Purchase College","Purchase","NY",40.82,1095,560,540,22,3925,23719,7933,17583,0.67,"Normal"
"2014_15","SUNY College at Old Westbury","Old Westbury","NY",62.35,995,490,505,22,4173,15734,7323,16953,0.37,"Normal"
"2014_15","SUNY College at Plattsburgh","Plattsburgh","NY",47.86,1031,510,515,23,5430,20791,7517,17167,0.61,"Normal"
"2014_15","SUNY Downstate Health Sciences University","Brooklyn","NY",NA,NA,NA,NA,NA,338,NA,NA,NA,NA,"Normal"
"2014_15","SUNY Empire State College","Saratoga Springs","NY",81.12,NA,NA,NA,NA,9949,19533,6665,16315,0.19,"Normal"
"2014_15","SUNY Maritime College","Throggs Neck","NY",52.65,1106,535,570,24,1624,22429,7446,17096,0.47,"Normal"
"2014_15","Upstate Medical University","Syracuse","NY",NA,NA,NA,NA,NA,232,NA,NA,NA,NA,"Normal"
"2014_15","Syracuse University","Syracuse","NY",53.23,1184,570,605,27,14768,57450,41886,41886,0.8,"Normal"
"2014_15","Talmudical Seminary Oholei Torah","Brooklyn","NY",100,NA,NA,NA,NA,330,18249,8900,8900,0.04,"Normal"
"2014_15","Talmudical Institute of Upstate New York","Rochester","NY",100,NA,NA,NA,NA,13,13000,5000,5000,0.33,"Normal"
"2014_15","Torah Temimah Talmudical Seminary","Staten Island","NY",100,NA,NA,NA,NA,102,16392,10450,10450,0.02,"Normal"
"2014_15","Touro College","New York","NY",29.78,NA,NA,NA,NA,5870,31668,15650,15650,0.41,"Normal"
"2014_15","Excelsior College","Albany","NY",NA,NA,NA,NA,NA,38426,NA,NA,NA,NA,"Normal"
"2014_15","Union College","Schenectady","NY",41.12,NA,NA,NA,NA,2204,60042,48384,48384,0.86,"Normal"
"2014_15","United Talmudical Seminary","Brooklyn","NY",NA,NA,NA,NA,NA,2096,18203,13535,13535,0.49,"Normal"
"2014_15","United States Merchant Marine Academy","Kings Point","NY",NA,NA,NA,NA,NA,939,8988,1107,1107,0.72,"Normal"
"2014_15","United States Military Academy","West  Point","NY",9.47,1280,630,645,29,4414,NA,NA,NA,0.8,"Normal"
"2014_15","Utica College","Utica","NY",81.53,NA,NA,NA,NA,2857,45579,33736,33736,0.44,"Normal"
"2014_15","Vassar College","Poughkeepsie","NY",23.54,1403,710,695,32,2389,61320,49570,49570,0.92,"Normal"
"2014_15","School of Visual Arts","New York","NY",76.77,1029,515,520,21,3577,50407,33560,33560,0.66,"Normal"
"2014_15","Wagner College","Staten Island","NY",72.18,NA,NA,NA,NA,1813,51751,40750,40750,0.66,"Normal"
"2014_15","Webb Institute","Glen Cove","NY",32.99,1420,685,735,32,90,61820,44000,44000,0.91,"Normal"
"2014_15","Wells College","Aurora","NY",56.59,1053,525,510,24,525,49800,36700,36700,0.58,"Normal"
"2014_15","Yeshiva Karlin Stolin","Brooklyn","NY",100,NA,NA,NA,NA,113,13025,8800,8800,0.56,"Normal"
"2014_15","Yeshivat Mikdash Melech","Brooklyn","NY",100,NA,NA,NA,NA,131,NA,8100,8100,0.02,"Normal"
"2014_15","Yeshiva Derech Chaim","Brooklyn","NY",100,NA,NA,NA,NA,104,17246,10800,10800,0.12,"Normal"
"2014_15","Yeshiva of Nitra Rabbinical College","Mount Kisco","NY",NA,NA,NA,NA,NA,243,15300,8200,8200,0.17,"Normal"
"2014_15","Yeshiva Shaar Hatorah","Kew Gardens","NY",83.33,NA,NA,NA,NA,56,NA,14860,14860,0.84,"Normal"
"2014_15","Yeshiva University","New York","NY",81.8,1221,620,620,26,2814,55075,38730,38730,0.85,"Normal"
"2014_15","Yeshivath Viznitz","Monsey","NY",100,NA,NA,NA,NA,498,16392,8100,8100,0.95,"Normal"
"2014_15","Yeshivath Zichron Moshe","South Fallsburg","NY",100,NA,NA,NA,NA,163,18100,11600,11600,0.17,"Normal"
"2014_15","Appalachian State University","Boone","NC",62.66,1148,575,575,25,16116,19017,6553,19720,0.7,"Normal"
"2014_15","Barton College","Wilson","NC",38.46,962,475,480,21,998,38209,26664,26664,0.44,"Normal"
"2014_15","Belmont Abbey College","Belmont","NC",69.23,1000,495,510,21,1545,31278,18500,18500,0.38,"Normal"
"2014_15","Bennett College","Greensboro","NC",91.79,NA,NA,NA,NA,553,30549,17355,17355,0.45,"Normal"
"2014_15","Brevard College","Brevard","NC",43.21,NA,NA,NA,NA,696,36307,26170,26170,0.43,"Normal"
"2014_15","Campbell University","Buies Creek","NC",68.06,1025,525,500,22,4228,42061,27530,27530,0.51,"Normal"
"2014_15","Catawba College","Salisbury","NC",35.9,NA,NA,NA,NA,1274,39042,27360,27360,0.52,"Normal"
"2014_15","Chowan University","Murfreesboro","NC",59.81,773,395,395,15,1478,31573,22900,22900,0.25,"Normal"
"2014_15","Davidson College","Davidson","NC",21.67,1337,665,670,30,1765,57458,45377,45377,0.93,"Normal"
"2014_15","Duke University","Durham","NC",11.41,1454,715,745,33,6480,61748,47243,47243,0.95,"Normal"
"2014_15","East Carolina University","Greenville","NC",77.28,1036,510,530,22,21207,20710,6143,21340,0.59,"Normal"
"2014_15","Elizabeth City State University","Elizabeth City","NC",49,866,425,440,19,1763,12305,4498,16173,0.39,"Normal"
"2014_15","Elon University","Elon","NC",53.93,1225,610,615,27,5782,43388,31247,31247,0.81,"Normal"
"2014_15","Fayetteville State University","Fayetteville","NC",50.32,892,435,450,19,4862,14366,4655,16263,0.35,"Normal"
"2014_15","Gardner-Webb University","Boiling Springs","NC",67.12,1020,503,510,22,2688,37620,27080,27080,0.54,"Normal"
"2014_15","Greensboro College","Greensboro","NC",73.11,876,435,445,18,741,38810,26850,26850,0.37,"Normal"
"2014_15","Guilford College","Greensboro","NC",62.18,NA,NA,NA,NA,1998,45395,33430,33430,0.61,"Normal"
"2014_15","Heritage Bible College","Dunn","NC",NA,NA,NA,NA,NA,68,15332,7968,7968,0,"Normal"
"2014_15","High Point University","High Point","NC",80.19,1096,545,556,24,4197,45350,31480,31480,0.63,"Normal"
"2014_15","John Wesley University","High Point","NC",83.08,NA,NA,NA,NA,148,17410,9850,9850,0.57,"Normal"
"2014_15","Johnson C Smith University","Charlotte","NC",42.25,808,405,405,17,1375,31993,18236,18236,0.44,"Normal"
"2014_15","Lees-McRae College","Banner Elk","NC",61.96,NA,NA,NA,NA,934,38540,24150,24150,0.38,"Normal"
"2014_15","Lenoir-Rhyne University","Hickory","NC",65.8,NA,NA,NA,NA,1377,41612,30922,30922,0.54,"Normal"
"2014_15","Livingstone College","Salisbury","NC",64.25,720,363,360,15,1301,25920,16825,16825,0.24,"Normal"
"2014_15","Mars Hill University","Mars Hill","NC",62.09,924,455,465,20,1396,38086,27590,27590,0.37,"Normal"
"2014_15","Meredith College","Raleigh","NC",61.27,NA,NA,NA,NA,1618,40570,32140,32140,0.62,"Normal"
"2014_15","Methodist University","Fayetteville","NC",55.94,962,470,475,21,2171,46685,29080,29080,0.34,"Normal"
"2014_15","Montreat College","Montreat","NC",46.06,1016,570,465,21,647,35580,23520,23520,0.37,"Normal"
"2014_15","University of Mount Olive","Mount Olive","NC",46.85,902,448,465,19,3258,26982,17800,17800,0.42,"Normal"
"2014_15","North Carolina A & T State University","Greensboro","NC",57,910,450,460,19,8894,18198,5642,18402,0.48,"Normal"
"2014_15","University of North Carolina at Asheville","Asheville","NC",73.14,1191,610,585,26,3425,18574,6392,21263,0.64,"Normal"
"2014_15","University of North Carolina at Chapel Hill","Chapel Hill","NC",28.5,1328,650,670,30,17908,23978,8336,33418,0.9,"Normal"
"2014_15","University of North Carolina at Charlotte","Charlotte","NC",64.09,1079,530,555,23,22120,18044,6277,19448,0.55,"Normal"
"2014_15","University of North Carolina at Greensboro","Greensboro","NC",60.73,1043,515,515,23,14497,18640,6454,21316,0.56,"Normal"
"2014_15","North Carolina Central University","Durham","NC",43.22,886,440,445,19,5554,18354,5526,16941,0.47,"Normal"
"2014_15","University of North Carolina School of the Arts","Winston Salem","NC",43.2,1116,570,550,24,852,21554,8363,23733,0.59,"Normal"
"2014_15","North Carolina State University at Raleigh","Raleigh","NC",51.6,1253,605,640,28,22925,22046,8296,23551,0.75,"Normal"
"2014_15","North Carolina Wesleyan College","Rocky Mount","NC",53.26,923,468,482,18,1864,37812,27400,27400,0.35,"Normal"
"2014_15","University of North Carolina Wilmington","Wilmington","NC",58.55,1145,590,600,24,12686,20292,6392,20420,0.71,"Normal"
"2014_15","William Peace University","Raleigh","NC",62.91,890,445,445,19,1077,38415,24650,24650,0.36,"Normal"
"2014_15","University of North Carolina at Pembroke","Pembroke","NC",73.26,930,460,470,20,5303,17014,5287,15239,0.34,"Normal"
"2014_15","Pfeiffer University","Misenheimer","NC",47.23,948,475,510,19,951,35538,25855,25855,0.35,"Normal"
"2014_15","Piedmont International University","Winston-Salem","NC",46.07,937,500,460,20,190,21468,9580,9580,0.38,"Normal"
"2014_15","Queens University of Charlotte","Charlotte","NC",78.45,1051,525,515,23,1621,43239,30910,30910,0.62,"Normal"
"2014_15","Mid-Atlantic Christian University","Elizabeth City","NC",37.89,983,470,455,23,195,25268,12800,12800,0.36,"Normal"
"2014_15","Saint Augustine's University","Raleigh","NC",74.03,740,360,368,16,1016,31636,17890,17890,0.33,"Normal"
"2014_15","Salem College","Winston-Salem","NC",59.85,1102,555,545,24,946,40574,25356,25356,0.65,"Normal"
"2014_15","Shaw University","Raleigh","NC",59.35,NA,NA,NA,NA,1661,29344,16480,16480,0.25,"Normal"
"2014_15","St. Andrews University","Laurinburg","NC",57.13,940,480,460,NA,601,39741,23682,23682,0.3,"Normal"
"2014_15","Southeastern Baptist Theological Seminary","Wake Forest","NC",74.6,NA,NA,NA,NA,502,NA,7682,7682,0.26,"Normal"
"2014_15","Wake Forest University","Winston-Salem","NC",34.41,NA,NA,NA,NA,4861,60210,46200,46200,0.88,"Normal"
"2014_15","Warren Wilson College","Swannanoa","NC",71.77,1134,585,530,26,819,43000,30852,30852,0.51,"Normal"
"2014_15","Wingate University","Wingate","NC",75.06,1001,499,510,21,1941,36669,26300,26300,0.51,"Normal"
"2014_15","Carolina Christian College","Winston Salem","NC",NA,NA,NA,NA,NA,36,NA,4025,4025,1,"Normal"
"2014_15","Winston-Salem State University","Winston-Salem","NC",60.16,859,430,435,18,4743,16559,5583,15113,0.46,"Normal"
"2014_15","Western Carolina University","Cullowhee","NC",43.11,1035,515,525,22,8603,18549,6305,16698,0.58,"Normal"
"2014_15","Dickinson State University","Dickinson","ND",61.03,957,460,425,21,1231,13730,6050,8495,0.33,"Normal"
"2014_15","University of Jamestown","Jamestown","ND",64.36,1178,561,586,26,866,28522,19170,19170,0.49,"Normal"
"2014_15","University of Mary","Bismarck","ND",78.65,1050,525,525,23,1928,23793,15665,15665,0.46,"Normal"
"2014_15","Mayville State University","Mayville","ND",NA,NA,NA,NA,NA,784,15843,6489,8894,0.42,"Normal"
"2014_15","Minot State University","Minot","ND",57.68,1035,464,490,23,2570,14689,6225,6225,0.4,"Normal"
"2014_15","University of North Dakota","Grand Forks","ND",86,1090,533,545,24,10978,20306,7741,18409,0.55,"Normal"
"2014_15","North Dakota State University-Main Campus","Fargo","ND",82.74,1092,560,583,24,11763,18766,7940,18969,0.56,"Normal"
"2014_15","Trinity Bible College and Graduate School","Ellendale","ND",36.45,946,450,472,20,212,25694,14620,14620,0.39,"Normal"
"2014_15","Valley City State University","Valley City","ND",90.27,1020,436,462,22,952,16643,6674,15070,0.48,"Normal"
"2014_15","University of Akron Main Campus","Akron","OH",95.71,1050,515,535,23,18148,21772,10260,18792,0.42,"Normal"
"2014_15","Art Academy of Cincinnati","Cincinnati","OH",24.34,961,485,425,21,201,34457,26376,26376,0.62,"Normal"
"2014_15","Ashland University","Ashland","OH",72.57,1048,505,525,23,3227,41577,19852,19852,0.57,"Normal"
"2014_15","Baldwin Wallace University","Berea","OH",63.97,NA,NA,NA,NA,3276,38441,28814,28814,0.68,"Normal"
"2014_15","Bluffton University","Bluffton","OH",56.03,1029,505,515,22,896,41351,29316,29316,0.6,"Normal"
"2014_15","Bowling Green State University-Main Campus","Bowling Green","OH",53.37,1012,510,515,22,13697,22998,10726,18034,0.55,"Normal"
"2014_15","Capital University","Columbus","OH",72.74,1100,530,545,24,2636,43603,32190,32190,0.59,"Normal"
"2014_15","Case Western Reserve University","Cleveland","OH",38.31,1375,660,710,31,4807,57405,43158,43158,0.81,"Normal"
"2014_15","Cedarville University","Cedarville","OH",74.49,1187,595,595,26,3082,34902,26420,26420,0.7,"Normal"
"2014_15","Central State University","Wilberforce","OH",37.72,804,400,400,17,1728,17695,6246,13928,0.22,"Normal"
"2014_15","Cincinnati Christian University","Cincinnati","OH",58.51,969,495,473,21,602,27591,15266,15266,0.36,"Normal"
"2014_15","University of Cincinnati-Main Campus","Cincinnati","OH",75.78,1165,570,595,26,23795,26196,11000,26334,0.6,"Normal"
"2014_15","Ohio Christian University","Circleville","OH",65.4,930,NA,NA,20,3306,23714,17720,17720,0.32,"Normal"
"2014_15","Cleveland Institute of Art","Cleveland","OH",66.99,1048,545,500,23,551,51934,37565,37565,0.65,"Normal"
"2014_15","Cleveland Institute of Music","Cleveland","OH",43.89,NA,NA,NA,NA,236,61399,46027,46027,0.63,"Normal"
"2014_15","Cleveland State University","Cleveland","OH",84.21,1014,515,520,22,11308,21684,9686,12928,0.39,"Normal"
"2014_15","Columbus College of Art and Design","Columbus","OH",88.64,1044,555,535,22,1193,41140,30390,30390,0.56,"Normal"
"2014_15","University of Dayton","Dayton","OH",59.01,1194,560,585,27,8305,49540,37230,37230,0.76,"Normal"
"2014_15","Defiance College","Defiance","OH",64.69,975,460,460,21,801,40814,29916,29916,0.49,"Normal"
"2014_15","Denison University","Granville","OH",55.53,NA,NA,NA,NA,2265,56520,45670,45670,0.82,"Normal"
"2014_15","The University of Findlay","Findlay","OH",71.97,1035,515,475,23,2767,40131,30640,30640,0.55,"Normal"
"2014_15","Franklin University","Columbus","OH",NA,NA,NA,NA,NA,4592,27742,11161,11161,0.14,"Normal"
"2014_15","Gods Bible School and College","Cincinnati","OH",100,NA,NA,NA,NA,257,15088,7010,7010,0.43,"Normal"
"2014_15","Heidelberg University","Tiffin","OH",75.06,1027,490,510,22,1096,37390,27480,27480,0.47,"Normal"
"2014_15","Hiram College","Hiram","OH",62.08,1004,480,490,22,1217,42650,30290,30290,0.63,"Normal"
"2014_15","John Carroll University","University Heights","OH",82.91,1116,545,555,25,3069,46851,35800,35800,0.71,"Normal"
"2014_15","Kent State University at Kent","Kent","OH",84.38,1050,525,525,23,22530,23933,10012,17972,0.55,"Normal"
"2014_15","Kenyon College","Gambier","OH",25.06,1332,675,650,30,1651,59960,47330,47330,0.89,"Normal"
"2014_15","Lake Erie College","Painesville","OH",69.36,966,465,488,21,761,39524,28354,28354,0.49,"Normal"
"2014_15","Lourdes University","Sylvania","OH",64.55,950,NA,NA,20,1449,28789,18353,18353,0.29,"Normal"
"2014_15","Malone University","Canton","OH",71.74,1045,500,522,23,1496,36369,26416,26416,0.51,"Normal"
"2014_15","Marietta College","Marietta","OH",69.46,1105,NA,570,24,1336,43634,33140,33140,0.63,"Normal"
"2014_15","Miami University-Hamilton","Hamilton","OH",NA,NA,NA,NA,NA,3187,14996,5173,14449,0.26,"Normal"
"2014_15","Miami University-Middletown","Middletown","OH",NA,NA,NA,NA,NA,1607,15503,5173,14449,0.18,"Normal"
"2014_15","Miami University-Oxford","Oxford","OH",65.84,1240,600,625,28,15454,29701,14287,30391,0.79,"Normal"
"2014_15","Mount Carmel College of Nursing","Columbus","OH",73.89,1030,NA,NA,22,926,19939,12016,12016,0.64,"Normal"
"2014_15","University of Mount Union","Alliance","OH",73.55,1057,495,515,23,2144,38400,27990,27990,0.63,"Normal"
"2014_15","Mount Vernon Nazarene University","Mount Vernon","OH",75.98,1046,495,490,23,1706,34801,24650,24650,0.58,"Normal"
"2014_15","Mount Saint Joseph University","Cincinnati","OH",87.62,1005,500,485,22,1463,32785,26850,26850,0.53,"Normal"
"2014_15","Muskingum University","New Concord","OH",76.44,1009,490,510,22,1598,35175,24676,24676,0.53,"Normal"
"2014_15","Notre Dame College","Cleveland","OH",89.5,937,435,445,20,1820,36645,26844,26844,0.36,"Normal"
"2014_15","Oberlin College","Oberlin","OH",32.72,1349,685,670,30,2961,62051,48682,48682,0.88,"Normal"
"2014_15","Ohio Dominican University","Columbus","OH",46.57,1005,465,485,22,1350,41470,29430,29430,0.43,"Normal"
"2014_15","Ohio Northern University","Ada","OH",68.59,1180,570,590,26,2234,50960,28050,28050,0.69,"Normal"
"2014_15","Ohio State University-Lima Campus","Lima","OH",NA,NA,NA,NA,NA,988,15304,7140,23640,0.33,"Normal"
"2014_15","Ohio State University-Main Campus","Columbus","OH",52.96,1292,600,675,29,43733,25029,10037,26537,0.84,"Normal"
"2014_15","Ohio University-Main Campus","Athens","OH",74.27,1106,545,545,24,23390,24990,10602,19566,0.67,"Normal"
"2014_15","Ohio Wesleyan University","Delaware","OH",74.3,NA,NA,NA,NA,1725,55547,41920,41920,0.66,"Normal"
"2014_15","Otterbein University","Westerville","OH",75.31,1094,554,560,24,2271,43190,31442,31442,0.59,"Normal"
"2014_15","Pontifical College Josephinum","Columbus","OH",94.12,1280,644,654,28,129,36598,21038,21038,0.91,"Normal"
"2014_15","Rabbinical College Telshe","Wickliffe","OH",80,NA,NA,NA,NA,48,16700,9900,9900,0.08,"Normal"
"2014_15","Shawnee State University","Portsmouth","OH",NA,NA,NA,NA,NA,3753,18453,7364,12617,0.31,"Normal"
"2014_15","Franciscan University of Steubenville","Steubenville","OH",77.92,1183,600,580,26,2065,33851,23930,23930,0.76,"Normal"
"2014_15","Ohio Mid-Western College","Cincinnati","OH",NA,NA,NA,NA,NA,90,23480,10944,10944,0,"Normal"
"2014_15","Tiffin University","Tiffin","OH",54.38,NA,NA,NA,NA,2603,35023,21535,21535,0.39,"Normal"
"2014_15","University of Toledo","Toledo","OH",94.73,1031,508,535,22,15182,21480,9463,18801,0.44,"Normal"
"2014_15","Tri-State Bible College","South Point","OH",NA,NA,NA,NA,NA,62,23225,7800,7800,0,"Normal"
"2014_15","Union Institute & University","Cincinnati","OH",NA,NA,NA,NA,NA,1056,25612,11904,11904,0.25,"Normal"
"2014_15","Urbana University","Urbana","OH",NA,NA,NA,NA,NA,868,31686,22012,22012,0.36,"Normal"
"2014_15","Ursuline College","Pepper Pike","OH",65.51,1014,510,520,22,694,37601,27700,27700,0.5,"Normal"
"2014_15","Walsh University","North Canton","OH",80.68,1043,495,510,23,2257,36976,26650,26650,0.55,"Normal"
"2014_15","Wilberforce University","Wilberforce","OH",37.54,735,NA,NA,15,364,26890,15140,15140,0.3,"Normal"
"2014_15","Wilmington College","Wilmington","OH",95.37,970,NA,475,21,1196,40098,29120,29120,0.47,"Normal"
"2014_15","Wittenberg University","Springfield","OH",91.38,NA,NA,NA,NA,1896,50115,38030,38030,0.69,"Normal"
"2014_15","The College of Wooster","Wooster","OH",59.09,1229,595,615,28,2029,53500,43350,43350,0.76,"Normal"
"2014_15","Wright State University-Main Campus","Dayton","OH",NA,NA,NA,NA,NA,12090,20083,8730,16910,0.39,"Normal"
"2014_15","Wright State University-Lake Campus","Celina","OH",NA,NA,NA,NA,NA,954,11638,5842,14022,0.42,"Normal"
"2014_15","Xavier University","Cincinnati","OH",73.15,1113,545,545,25,4464,46740,33960,33960,0.71,"Normal"
"2014_15","Youngstown State University","Youngstown","OH",83.3,985,475,485,21,10695,16029,8317,8557,0.33,"Normal"
"2014_15","Oklahoma Wesleyan University","Bartlesville","OK",62.7,999,475,495,22,1153,33336,23180,23180,0.37,"Normal"
"2014_15","Southern Nazarene University","Bethany","OK",NA,NA,NA,NA,NA,1704,32248,22690,22690,0.46,"Normal"
"2014_15","Cameron University","Lawton","OK",NA,NA,NA,NA,NA,4716,15222,5340,13380,0.24,"Normal"
"2014_15","University of Central Oklahoma","Edmond","OK",90.32,990,NA,NA,21,14728,17079,5806,14286,0.37,"Normal"
"2014_15","East Central University","Ada","OK",97.19,1005,440,500,22,3636,12295,5599,13512,0.34,"Normal"
"2014_15","Randall University","Moore","OK",53.13,940,395,415,20,226,23151,11980,11980,0.32,"Normal"
"2014_15","Langston University","Langston","OK",NA,NA,NA,NA,NA,2050,12070,4603,11589,0.04,"Normal"
"2014_15","Northeastern State University","Tahlequah","OK",75.01,1009,461,474,22,6914,14395,5285,12635,0.31,"Normal"
"2014_15","Northwestern Oklahoma State University","Alva","OK",66.23,930,NA,NA,20,1876,13055,5843,12293,0.34,"Normal"
"2014_15","Oklahoma Christian University","Edmond","OK",64.01,1127,540,540,25,1941,29488,19120,19120,0.47,"Normal"
"2014_15","University of Oklahoma-Health Sciences Center","Oklahoma City","OK",NA,NA,NA,NA,NA,828,NA,NA,NA,NA,"Normal"
"2014_15","Oklahoma Panhandle State University","Goodwell","OK",59.5,910,NA,NA,19,1136,15888,7137,7137,0.17,"Normal"
"2014_15","Oklahoma State University-Main Campus","Stillwater","OK",74.95,1137,540,565,25,20636,21629,7442,20027,0.61,"Normal"
"2014_15","Oklahoma Baptist University","Shawnee","OK",60.48,1171,575,538,26,1824,33213,22800,22800,0.51,"Normal"
"2014_15","Oklahoma City University","Oklahoma City","OK",67.77,1165,585,580,26,1793,42983,30726,30726,0.59,"Normal"
"2014_15","University of Oklahoma-Norman Campus","Norman","OK",81.33,1189,595,605,26,20538,23384,9495,22269,0.67,"Normal"
"2014_15","Oral Roberts University","Tulsa","OK",79.76,1010,496,480,22,2947,36011,23410,23410,0.53,"Normal"
"2014_15","Rogers State University","Claremore","OK",77.01,850,NA,NA,18,3611,17374,5725,12766,0.19,"Normal"
"2014_15","St. Gregory's University","Shawnee","OK",52.73,NA,NA,NA,NA,596,33189,19320,19320,0.23,"Normal"
"2014_15","University of Science and Arts of Oklahoma","Chickasha","OK",67.55,1039,442,460,23,845,14731,6270,15210,0.46,"Normal"
"2014_15","Southeastern Oklahoma State University","Durant","OK",78.67,970,NA,NA,21,3372,14305,5688,13992,0.29,"Normal"
"2014_15","Southwestern Christian University","Bethany","OK",80.88,981,500,520,21,774,23156,12470,12470,0.36,"Normal"
"2014_15","Southwestern Oklahoma State University","Weatherford","OK",85.26,1010,NA,NA,22,4051,17060,5820,12270,0.34,"Normal"
"2014_15","University of Tulsa","Tulsa","OK",40.26,1296,635,635,29,3441,49323,35855,35855,0.7,"Normal"
"2014_15","The Art Institute of Portland","Portland","OR",NA,NA,NA,NA,NA,1111,31333,17416,17416,0.29,"Normal"
"2014_15","Concordia University-Portland","Portland","OR",52.62,1037,520,520,22,1243,36978,27420,27420,0.55,"Normal"
"2014_15","Eastern Oregon University","La Grande","OR",64.18,948,470,465,21,2997,20421,7440,17509,0.34,"Normal"
"2014_15","New Hope Christian College-Eugene","Eugene","OR",67.39,NA,NA,NA,NA,162,25338,15950,15950,0.29,"Normal"
"2014_15","George Fox University","Newberg","OR",77.76,1081,540,545,23,2494,43033,31866,31866,0.65,"Normal"
"2014_15","Lewis & Clark College","Portland","OR",66.62,NA,NA,NA,NA,2039,55517,43382,43382,0.79,"Normal"
"2014_15","Linfield University-McMinnville Campus","McMinnville","OR",93.77,1083,540,540,24,1643,48058,37416,37416,0.71,"Normal"
