,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
2856,2014_15,Baldwin Wallace University,Berea,OH,Bachelor's,NO,63.97,,,,,3276.0,78.97,9.16,5.07,1.28,38441.0,28814.0,28814.0,0.68
2858,2014_15,Bluffton University,Bluffton,OH,Bachelor's,NO,56.03,1029.0,505.0,515.0,22.0,896.0,85.16,6.36,3.68,0.45,41351.0,29316.0,29316.0,0.6
2861,2014_15,Bowling Green State University-Main Campus,Bowling Green,OH,Bachelor's,NO,53.37,1012.0,510.0,515.0,22.0,13697.0,77.48,10.18,4.1,0.76,22998.0,10726.0,18034.0,0.55
2866,2014_15,Capital University,Columbus,OH,Bachelor's,NO,72.74,1100.0,530.0,545.0,24.0,2636.0,76.48,9.45,4.25,0.99,43603.0,32190.0,32190.0,0.59
2871,2014_15,Case Western Reserve University,Cleveland,OH,Bachelor's,NO,38.31,1375.0,660.0,710.0,31.0,4807.0,53.19,4.43,5.53,19.49,57405.0,43158.0,43158.0,0.81
2872,2014_15,Cedarville University,Cedarville,OH,Bachelor's,NO,74.49,1187.0,595.0,595.0,26.0,3082.0,87.12,1.75,2.43,2.17,34902.0,26420.0,26420.0,0.7
2875,2014_15,Central State University,Wilberforce,OH,Bachelor's,NO,37.72,804.0,400.0,400.0,17.0,1728.0,1.39,95.43,0.69,0.06,17695.0,6246.0,13928.0,0.22
2879,2014_15,Cincinnati Christian University,Cincinnati,OH,Bachelor's,NO,58.51,969.0,495.0,473.0,21.0,602.0,73.59,16.45,1.83,1.0,27591.0,15266.0,15266.0,0.36
2881,2014_15,University of Cincinnati-Main Campus,Cincinnati,OH,Bachelor's,NO,75.78,1165.0,570.0,595.0,26.0,23795.0,75.8,7.38,2.71,3.03,26196.0,11000.0,26334.0,0.6
2885,2014_15,Ohio Christian University,Circleville,OH,Bachelor's,NO,65.4,930.0,,,20.0,3306.0,54.87,29.92,2.33,0.6,23714.0,17720.0,17720.0,0.32
2888,2014_15,Cleveland Institute of Art,Cleveland,OH,Bachelor's,NO,66.99,1048.0,545.0,500.0,23.0,551.0,70.05,10.16,5.81,3.27,51934.0,37565.0,37565.0,0.65
2890,2014_15,Cleveland Institute of Music,Cleveland,OH,Bachelor's,NO,43.89,,,,,236.0,12.29,1.69,1.69,2.97,61399.0,46027.0,46027.0,0.63
2891,2014_15,Cleveland State University,Cleveland,OH,Bachelor's,NO,84.21,1014.0,515.0,520.0,22.0,11308.0,63.22,18.37,5.06,2.85,21684.0,9686.0,12928.0,0.39
2894,2014_15,Columbus College of Art and Design,Columbus,OH,Bachelor's,NO,88.64,1044.0,555.0,535.0,22.0,1193.0,67.98,8.63,4.53,3.44,41140.0,30390.0,30390.0,0.56
2899,2014_15,University of Dayton,Dayton,OH,Bachelor's,NO,59.01,1194.0,560.0,585.0,27.0,8305.0,78.94,2.83,3.15,1.38,49540.0,37230.0,37230.0,0.76
2900,2014_15,Defiance College,Defiance,OH,Bachelor's,NO,64.69,975.0,460.0,460.0,21.0,801.0,77.15,12.11,4.99,0.75,40814.0,29916.0,29916.0,0.49
2901,2014_15,Denison University,Granville,OH,Bachelor's,NO,55.53,,,,,2265.0,66.45,6.98,10.02,3.71,56520.0,45670.0,45670.0,0.82
2907,2014_15,The University of Findlay,Findlay,OH,Bachelor's,NO,71.97,1035.0,515.0,475.0,23.0,2767.0,80.12,3.9,1.45,0.98,40131.0,30640.0,30640.0,0.55
2908,2014_15,Franklin University,Columbus,OH,Bachelor's,NO,,,,,,4592.0,66.53,21.1,3.22,2.85,27742.0,11161.0,11161.0,0.14
2910,2014_15,Gods Bible School and College,Cincinnati,OH,Bachelor's,NO,100.0,,,,,257.0,80.54,3.11,3.11,1.17,15088.0,7010.0,7010.0,0.43
2916,2014_15,Heidelberg University,Tiffin,OH,Bachelor's,NO,75.06,1027.0,490.0,510.0,22.0,1096.0,74.09,5.29,2.74,1.09,37390.0,27480.0,27480.0,0.47
2917,2014_15,Hiram College,Hiram,OH,Bachelor's,NO,62.08,1004.0,480.0,490.0,22.0,1217.0,68.2,16.19,3.7,1.07,42650.0,30290.0,30290.0,0.63
2925,2014_15,John Carroll University,University Heights,OH,Bachelor's,NO,82.91,1116.0,545.0,555.0,25.0,3069.0,85.34,4.2,3.32,1.56,46851.0,35800.0,35800.0,0.71
2934,2014_15,Kent State University at Kent,Kent,OH,Bachelor's,NO,84.38,1050.0,525.0,525.0,23.0,22530.0,75.04,8.64,3.0,1.28,23933.0,10012.0,17972.0,0.55
2936,2014_15,Kenyon College,Gambier,OH,Bachelor's,NO,25.06,1332.0,675.0,650.0,30.0,1651.0,73.71,3.51,6.06,5.27,59960.0,47330.0,47330.0,0.89
2938,2014_15,Lake Erie College,Painesville,OH,Bachelor's,NO,69.36,966.0,465.0,488.0,21.0,761.0,76.48,11.96,1.97,0.13,39524.0,28354.0,28354.0,0.49
2945,2014_15,Lourdes University,Sylvania,OH,Bachelor's,NO,64.55,950.0,,,20.0,1449.0,71.08,14.49,6.69,0.69,28789.0,18353.0,18353.0,0.29
2946,2014_15,Malone University,Canton,OH,Bachelor's,NO,71.74,1045.0,500.0,522.0,23.0,1496.0,84.09,8.42,2.47,0.74,36369.0,26416.0,26416.0,0.51
2947,2014_15,Marietta College,Marietta,OH,Bachelor's,NO,69.46,1105.0,,570.0,24.0,1336.0,72.83,5.01,2.69,1.12,43634.0,33140.0,33140.0,0.63
2952,2014_15,Miami University-Hamilton,Hamilton,OH,Bachelor's,NO,,,,,,3187.0,78.98,9.92,3.61,1.85,14996.0,5173.0,14449.0,0.26
2953,2014_15,Miami University-Middletown,Middletown,OH,Bachelor's,NO,,,,,,1607.0,84.32,6.85,2.3,1.31,15503.0,5173.0,14449.0,0.18
2954,2014_15,Miami University-Oxford,Oxford,OH,Bachelor's,NO,65.84,1240.0,600.0,625.0,28.0,15454.0,79.84,3.22,3.46,1.91,29701.0,14287.0,30391.0,0.79
2958,2014_15,Mount Carmel College of Nursing,Columbus,OH,Bachelor's,NO,73.89,1030.0,,,22.0,926.0,87.26,5.4,2.05,1.4,19939.0,12016.0,12016.0,0.64
2959,2014_15,University of Mount Union,Alliance,OH,Bachelor's,NO,73.55,1057.0,495.0,515.0,23.0,2144.0,83.02,5.69,1.87,0.65,38400.0,27990.0,27990.0,0.63
2960,2014_15,Mount Vernon Nazarene University,Mount Vernon,OH,Bachelor's,NO,75.98,1046.0,495.0,490.0,23.0,1706.0,82.94,4.28,1.93,0.47,34801.0,24650.0,24650.0,0.58
2961,2014_15,Mount Saint Joseph University,Cincinnati,OH,Bachelor's,NO,87.62,1005.0,500.0,485.0,22.0,1463.0,80.04,10.66,1.85,0.55,32785.0,26850.0,26850.0,0.53
2963,2014_15,Muskingum University,New Concord,OH,Bachelor's,NO,76.44,1009.0,490.0,510.0,22.0,1598.0,78.97,5.19,1.75,0.69,35175.0,24676.0,24676.0,0.53
2971,2014_15,Notre Dame College,Cleveland,OH,Bachelor's,NO,89.5,937.0,435.0,445.0,20.0,1820.0,65.6,20.71,2.8,1.59,36645.0,26844.0,26844.0,0.36
2974,2014_15,Oberlin College,Oberlin,OH,Bachelor's,NO,32.72,1349.0,685.0,670.0,30.0,2961.0,69.77,5.2,7.23,4.19,62051.0,48682.0,48682.0,0.88
2977,2014_15,Ohio Dominican University,Columbus,OH,Bachelor's,NO,46.57,1005.0,465.0,485.0,22.0,1350.0,60.67,25.85,3.41,0.89,41470.0,29430.0,29430.0,0.43
2979,2014_15,Ohio Northern University,Ada,OH,Bachelor's,NO,68.59,1180.0,570.0,590.0,26.0,2234.0,84.2,3.67,1.21,1.07,50960.0,28050.0,28050.0,0.69
2981,2014_15,Ohio State University-Lima Campus,Lima,OH,Bachelor's,NO,,,,,,988.0,85.93,3.95,2.53,1.92,15304.0,7140.0,23640.0,0.33
2989,2014_15,Ohio State University-Main Campus,Columbus,OH,Bachelor's,NO,52.96,1292.0,600.0,675.0,29.0,43733.0,71.94,5.6,3.47,5.63,25029.0,10037.0,26537.0,0.84
2994,2014_15,Ohio University-Main Campus,Athens,OH,Bachelor's,NO,74.27,1106.0,545.0,545.0,24.0,23390.0,83.13,4.9,2.53,0.85,24990.0,10602.0,19566.0,0.67
2998,2014_15,Ohio Wesleyan University,Delaware,OH,Bachelor's,NO,74.3,,,,,1725.0,72.41,6.72,4.17,2.32,55547.0,41920.0,41920.0,0.66
2999,2014_15,Otterbein University,Westerville,OH,Bachelor's,NO,75.31,1094.0,554.0,560.0,24.0,2271.0,72.17,4.71,1.59,1.19,43190.0,31442.0,31442.0,0.59
3004,2014_15,Pontifical College Josephinum,Columbus,OH,Bachelor's,NO,94.12,1280.0,644.0,654.0,28.0,129.0,82.95,0.78,8.53,2.33,36598.0,21038.0,21038.0,0.91
3007,2014_15,Rabbinical College Telshe,Wickliffe,OH,Bachelor's,NO,80.0,,,,,48.0,100.0,0.0,0.0,0.0,16700.0,9900.0,9900.0,0.08
3012,2014_15,Shawnee State University,Portsmouth,OH,Bachelor's,NO,,,,,,3753.0,86.57,5.62,0.67,0.32,18453.0,7364.0,12617.0,0.31
3023,2014_15,Franciscan University of Steubenville,Steubenville,OH,Bachelor's,NO,77.92,1183.0,600.0,580.0,26.0,2065.0,82.76,0.34,9.73,1.79,33851.0,23930.0,23930.0,0.76
3025,2014_15,Ohio Mid-Western College,Cincinnati,OH,Bachelor's,NO,,,,,,90.0,76.67,4.44,0.0,14.44,23480.0,10944.0,10944.0,0.0
3028,2014_15,Tiffin University,Tiffin,OH,Bachelor's,NO,54.38,,,,,2603.0,44.22,16.67,2.57,0.46,35023.0,21535.0,21535.0,0.39
3029,2014_15,University of Toledo,Toledo,OH,Bachelor's,NO,94.73,1031.0,508.0,535.0,22.0,15182.0,69.1,13.64,4.37,2.28,21480.0,9463.0,18801.0,0.44
3031,2014_15,Tri-State Bible College,South Point,OH,Bachelor's,NO,,,,,,62.0,46.77,53.23,0.0,0.0,23225.0,7800.0,7800.0,0.0
3036,2014_15,Union Institute & University,Cincinnati,OH,Bachelor's,NO,,,,,,1056.0,42.23,19.41,26.52,1.23,25612.0,11904.0,11904.0,0.25
3039,2014_15,Urbana University,Urbana,OH,Bachelor's,NO,,,,,,868.0,60.25,20.62,1.15,0.12,31686.0,22012.0,22012.0,0.36
3040,2014_15,Ursuline College,Pepper Pike,OH,Bachelor's,NO,65.51,1014.0,510.0,520.0,22.0,694.0,64.7,26.37,2.74,1.01,37601.0,27700.0,27700.0,0.5
3043,2014_15,Walsh University,North Canton,OH,Bachelor's,NO,80.68,1043.0,495.0,510.0,23.0,2257.0,76.87,6.51,2.88,0.49,36976.0,26650.0,26650.0,0.55
3046,2014_15,Wilberforce University,Wilberforce,OH,Bachelor's,NO,37.54,735.0,,,15.0,364.0,0.27,93.68,0.55,0.0,26890.0,15140.0,15140.0,0.3
3047,2014_15,Wilmington College,Wilmington,OH,Bachelor's,NO,95.37,970.0,,475.0,21.0,1196.0,77.84,9.11,1.84,0.17,40098.0,29120.0,29120.0,0.47
3049,2014_15,Wittenberg University,Springfield,OH,Bachelor's,NO,91.38,,,,,1896.0,80.96,6.7,3.27,1.05,50115.0,38030.0,38030.0,0.69
3050,2014_15,The College of Wooster,Wooster,OH,Bachelor's,NO,59.09,1229.0,595.0,615.0,28.0,2029.0,70.33,7.79,4.58,4.39,53500.0,43350.0,43350.0,0.76
3051,2014_15,Wright State University-Main Campus,Dayton,OH,Bachelor's,NO,,,,,,12090.0,71.65,12.85,2.89,2.3,20083.0,8730.0,16910.0,0.39
3052,2014_15,Wright State University-Lake Campus,Celina,OH,Bachelor's,NO,,,,,,954.0,88.99,3.46,2.41,0.63,11638.0,5842.0,14022.0,0.42
3053,2014_15,Xavier University,Cincinnati,OH,Bachelor's,NO,73.15,1113.0,545.0,545.0,25.0,4464.0,72.36,9.92,4.88,2.28,46740.0,33960.0,33960.0,0.71
3055,2014_15,Youngstown State University,Youngstown,OH,Bachelor's,NO,83.3,985.0,475.0,485.0,21.0,10695.0,76.27,12.23,3.44,0.91,16029.0,8317.0,8557.0,0.33
3058,2014_15,Oklahoma Wesleyan University,Bartlesville,OK,Bachelor's,NO,62.7,999.0,475.0,495.0,22.0,1153.0,65.74,6.76,7.63,0.43,33336.0,23180.0,23180.0,0.37
3059,2014_15,Southern Nazarene University,Bethany,OK,Bachelor's,NO,,,,,,1704.0,64.96,12.91,7.22,2.17,32248.0,22690.0,22690.0,0.46
3062,2014_15,Cameron University,Lawton,OK,Bachelor's,NO,,,,,,4716.0,48.52,16.28,12.34,1.7,15222.0,5340.0,13380.0,0.24
3065,2014_15,University of Central Oklahoma,Edmond,OK,Bachelor's,NO,90.32,990.0,,,21.0,14728.0,58.24,9.24,8.0,3.17,17079.0,5806.0,14286.0,0.37
3068,2014_15,East Central University,Ada,OK,Bachelor's,NO,97.19,1005.0,440.0,500.0,22.0,3636.0,58.03,3.93,4.95,0.47,12295.0,5599.0,13512.0,0.34
3073,2014_15,Randall University,Moore,OK,Bachelor's,NO,53.13,940.0,395.0,415.0,20.0,226.0,56.64,9.29,16.81,0.44,23151.0,11980.0,11980.0,0.32
3075,2014_15,Langston University,Langston,OK,Bachelor's,NO,,,,,,2050.0,6.34,86.54,1.32,0.0,12070.0,4603.0,11589.0,0.04
3078,2014_15,Northeastern State University,Tahlequah,OK,Bachelor's,NO,75.01,1009.0,461.0,474.0,22.0,6914.0,50.01,4.61,4.31,2.11,14395.0,5285.0,12635.0,0.31
3082,2014_15,Northwestern Oklahoma State University,Alva,OK,Bachelor's,NO,66.23,930.0,,,20.0,1876.0,64.18,6.66,6.72,0.69,13055.0,5843.0,12293.0,0.34
3084,2014_15,Oklahoma Christian University,Edmond,OK,Bachelor's,NO,64.01,1127.0,540.0,540.0,25.0,1941.0,71.05,8.6,6.59,5.05,29488.0,19120.0,19120.0,0.47
3085,2014_15,University of Oklahoma-Health Sciences Center,Oklahoma City,OK,Bachelor's,NO,,,,,,828.0,68.24,4.11,7.85,6.28,,,,
3086,2014_15,Oklahoma Panhandle State University,Goodwell,OK,Bachelor's,NO,59.5,910.0,,,19.0,1136.0,59.68,11.88,16.11,1.32,15888.0,7137.0,7137.0,0.17
3087,2014_15,Oklahoma State University-Main Campus,Stillwater,OK,Bachelor's,NO,74.95,1137.0,540.0,565.0,25.0,20636.0,71.18,4.82,5.52,1.6,21629.0,7442.0,20027.0,0.61
3089,2014_15,Oklahoma Baptist University,Shawnee,OK,Bachelor's,NO,60.48,1171.0,575.0,538.0,26.0,1824.0,70.94,6.25,2.36,0.88,33213.0,22800.0,22800.0,0.51
3091,2014_15,Oklahoma City University,Oklahoma City,OK,Bachelor's,NO,67.77,1165.0,585.0,580.0,26.0,1793.0,60.07,5.24,7.92,1.51,42983.0,30726.0,30726.0,0.59
3092,2014_15,University of Oklahoma-Norman Campus,Norman,OK,Bachelor's,NO,81.33,1189.0,595.0,605.0,26.0,20538.0,62.6,4.65,9.02,5.91,23384.0,9495.0,22269.0,0.67
3095,2014_15,Oral Roberts University,Tulsa,OK,Bachelor's,NO,79.76,1010.0,496.0,480.0,22.0,2947.0,49.34,14.12,8.72,2.17,36011.0,23410.0,23410.0,0.53
3098,2014_15,Rogers State University,Claremore,OK,Bachelor's,NO,77.01,850.0,,,18.0,3611.0,59.35,2.52,4.74,1.19,17374.0,5725.0,12766.0,0.19
3100,2014_15,St. Gregory's University,Shawnee,OK,Bachelor's,NO,52.73,,,,,596.0,47.82,7.89,12.42,0.84,33189.0,19320.0,19320.0,0.23
3102,2014_15,University of Science and Arts of Oklahoma,Chickasha,OK,Bachelor's,NO,67.55,1039.0,442.0,460.0,23.0,845.0,63.55,4.14,6.51,0.83,14731.0,6270.0,15210.0,0.46
3105,2014_15,Southeastern Oklahoma State University,Durant,OK,Bachelor's,NO,78.67,970.0,,,21.0,3372.0,54.77,5.66,4.06,0.83,14305.0,5688.0,13992.0,0.29
3106,2014_15,Southwestern Christian University,Bethany,OK,Bachelor's,NO,80.88,981.0,500.0,520.0,21.0,774.0,44.96,27.78,7.11,0.39,23156.0,12470.0,12470.0,0.36
3107,2014_15,Southwestern Oklahoma State University,Weatherford,OK,Bachelor's,NO,85.26,1010.0,,,22.0,4051.0,67.24,5.73,7.83,1.6,17060.0,5820.0,12270.0,0.34
3110,2014_15,University of Tulsa,Tulsa,OK,Bachelor's,NO,40.26,1296.0,635.0,635.0,29.0,3441.0,54.95,4.45,4.36,3.34,49323.0,35855.0,35855.0,0.7
3119,2014_15,The Art Institute of Portland,Portland,OR,Bachelor's,NO,,,,,,1111.0,8.82,0.36,11.34,1.62,31333.0,17416.0,17416.0,0.29
3128,2014_15,Concordia University-Portland,Portland,OR,Bachelor's,NO,52.62,1037.0,520.0,520.0,22.0,1243.0,65.33,5.79,7.64,5.71,36978.0,27420.0,27420.0,0.55
3131,2014_15,Eastern Oregon University,La Grande,OR,Bachelor's,NO,64.18,948.0,470.0,465.0,21.0,2997.0,76.11,2.94,6.24,2.07,20421.0,7440.0,17509.0,0.34
3133,2014_15,New Hope Christian College-Eugene,Eugene,OR,Bachelor's,NO,67.39,,,,,162.0,61.11,3.7,8.64,3.7,25338.0,15950.0,15950.0,0.29
3134,2014_15,George Fox University,Newberg,OR,Bachelor's,NO,77.76,1081.0,540.0,545.0,23.0,2494.0,69.61,1.52,8.7,3.69,43033.0,31866.0,31866.0,0.65
3138,2014_15,Lewis & Clark College,Portland,OR,Bachelor's,NO,66.62,,,,,2039.0,67.78,2.4,9.37,7.41,55517.0,43382.0,43382.0,0.79
3139,2014_15,Linfield University-McMinnville Campus,McMinnville,OR,Bachelor's,NO,93.77,1083.0,540.0,540.0,24.0,1643.0,63.6,1.77,10.23,5.84,48058.0,37416.0,37416.0,0.71
3142,2014_15,Marylhurst University,Marylhurst,OR,Bachelor's,NO,100.0,,,,,597.0,74.04,4.02,7.87,1.51,30045.0,20295.0,20295.0,0.31
3145,2014_15,Mount Angel Seminary,Saint Benedict,OR,Bachelor's,NO,,,,,,61.0,45.9,0.0,27.87,11.48,32784.0,19589.0,19589.0,0.83
3147,2014_15,Multnomah University,Portland,OR,Bachelor's,NO,56.67,1047.0,540.0,530.0,21.0,418.0,81.1,3.11,6.7,0.96,35313.0,22100.0,22100.0,0.54
3150,2014_15,Bushnell University,Eugene,OR,Bachelor's,NO,71.91,987.0,507.0,489.0,21.0,492.0,79.27,2.24,8.94,1.83,34496.0,26180.0,26180.0,0.66
3151,2014_15,Oregon Health & Science University,Portland,OR,Bachelor's,NO,,,,,,847.0,78.16,0.71,7.08,4.13,,,,
3152,2014_15,Oregon Institute of Technology,Klamath Falls,OR,Bachelor's,NO,59.84,1044.0,500.0,525.0,24.0,3457.0,73.36,1.42,8.22,5.84,20395.0,8445.0,23670.0,0.47
3153,2014_15,Oregon College of Art and Craft,Portland,OR,Bachelor's,NO,50.54,,,,,146.0,64.38,0.68,11.64,2.05,37964.0,28320.0,28320.0,0.6
3154,2014_15,Oregon State University,Corvallis,OR,Bachelor's,NO,77.76,1112.0,545.0,560.0,25.0,22925.0,67.74,1.29,8.02,6.98,23326.0,9122.0,26294.0,0.63
3155,2014_15,University of Oregon,Eugene,OR,Bachelor's,NO,74.9,1116.0,550.0,560.0,25.0,20252.0,61.91,2.02,8.97,5.35,23055.0,9918.0,30888.0,0.69
3156,2014_15,Pacific Northwest College of Art,Portland,OR,Bachelor's,NO,82.35,,,,,409.0,71.39,0.49,6.11,2.93,48102.0,33714.0,33714.0,0.29
3157,2014_15,Pacific University,Forest Grove,OR,Bachelor's,NO,80.45,1090.0,540.0,550.0,24.0,1802.0,52.55,1.78,11.21,12.32,50486.0,38510.0,38510.0,0.59
3164,2014_15,Portland State University,Portland,OR,Bachelor's,NO,69.33,1030.0,520.0,510.0,22.0,19662.0,60.14,3.48,11.11,7.68,20318.0,7794.0,23319.0,0.42
3165,2014_15,University of Portland,Portland,OR,Bachelor's,NO,62.93,1195.0,600.0,595.0,,3648.0,62.5,0.99,10.58,10.31,51947.0,40424.0,40424.0,0.8
3166,2014_15,Reed College,Portland,OR,Bachelor's,NO,38.73,1383.0,705.0,680.0,31.0,1335.0,59.1,1.8,10.79,5.62,59595.0,47760.0,47760.0,0.79
3171,2014_15,Southern Oregon University,Ashland,OR,Bachelor's,NO,77.37,1029.0,520.0,500.0,23.0,4397.0,63.16,2.55,10.19,2.48,19231.0,7701.0,21279.0,0.4
3175,2014_15,Warner Pacific University,Portland,OR,Bachelor's,NO,52.74,,,,,551.0,54.08,9.8,17.24,4.36,32192.0,20300.0,20300.0,0.41
3176,2014_15,Corban University,Salem,OR,Bachelor's,NO,37.38,1016.0,518.0,500.0,22.0,924.0,78.68,1.41,2.81,2.38,39327.0,28640.0,28640.0,0.56
3180,2014_15,Willamette University,Salem,OR,Bachelor's,NO,81.31,1209.0,605.0,595.0,27.0,2009.0,61.67,1.99,11.45,8.11,54536.0,44076.0,44076.0,0.77
3181,2014_15,Western Oregon University,Monmouth,OR,Bachelor's,NO,88.74,1001.0,515.0,500.0,21.0,4923.0,67.84,3.64,8.29,3.6,21996.0,9105.0,22200.0,0.47
3186,2014_15,Bryn Athyn College of the New Church,Bryn Athyn,PA,Bachelor's,NO,58.02,900.0,445.0,450.0,20.0,271.0,64.58,20.3,8.86,1.85,27788.0,18609.0,18609.0,0.48
3188,2014_15,Albright College,Reading,PA,Bachelor's,NO,50.07,,,,,2340.0,57.14,15.98,9.19,3.29,48311.0,38220.0,38220.0,0.53
3191,2014_15,Allegheny College,Meadville,PA,Bachelor's,NO,71.77,1170.0,585.0,575.0,26.0,1968.0,79.17,4.73,6.45,2.24,51883.0,40660.0,40660.0,0.78
3193,2014_15,DeSales University,Center Valley,PA,Bachelor's,NO,79.65,1033.0,515.0,505.0,24.0,2383.0,76.37,4.36,9.9,2.64,46691.0,32350.0,32350.0,0.71
3195,2014_15,Alvernia University,Reading,PA,Bachelor's,NO,74.79,970.0,475.0,495.0,21.0,2272.0,69.59,14.13,7.57,1.1,40723.0,30080.0,30080.0,0.53
3199,2014_15,The Art Institutes of York-PA,York,PA,Bachelor's,NO,,,,,,368.0,68.21,14.4,12.23,1.63,29814.0,17344.0,17344.0,0.6
3200,2014_15,The Art Institute of Philadelphia,Philadelphia,PA,Bachelor's,NO,,,,,,1953.0,7.83,5.99,14.03,0.82,32168.0,17920.0,17920.0,0.33
3202,2014_15,The Art Institute of Pittsburgh,Pittsburgh,PA,Bachelor's,NO,,,,,,1279.0,58.95,19.7,6.25,1.09,31169.0,17632.0,17632.0,0.32
3204,2014_15,Clarks Summit University,Clarks Summit,PA,Bachelor's,NO,86.49,1004.0,502.0,498.0,22.0,570.0,88.07,3.16,3.68,0.7,28867.0,20250.0,20250.0,0.54
3206,2014_15,Arcadia University,Glenside,PA,Bachelor's,NO,58.8,1105.0,550.0,550.0,25.0,2482.0,68.61,9.02,7.33,4.63,50832.0,38160.0,38160.0,0.6
3209,2014_15,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Bachelor's,NO,87.81,970.0,485.0,490.0,20.0,9109.0,80.95,8.18,5.16,1.03,21631.0,8914.0,19364.0,0.65
3211,2014_15,Bryn Mawr College,Bryn Mawr,PA,Bachelor's,NO,40.47,1313.0,655.0,665.0,29.0,1303.0,36.38,5.3,8.67,11.59,59760.0,45540.0,45540.0,0.82
3212,2014_15,Bucknell University,Lewisburg,PA,Bachelor's,NO,30.72,1317.0,635.0,670.0,30.0,3528.0,78.85,3.17,5.27,3.57,61060.0,48498.0,48498.0,0.89
3217,2014_15,Cabrini University,Radnor,PA,Bachelor's,NO,75.28,897.0,450.0,440.0,20.0,1334.0,68.37,15.89,5.7,0.82,43480.0,29842.0,29842.0,0.5
3218,2014_15,California University of Pennsylvania,California,PA,Bachelor's,NO,89.67,934.0,470.0,465.0,20.0,6031.0,78.18,11.24,3.0,0.7,23500.0,9556.0,13550.0,0.53
3220,2014_15,Carlow University,Pittsburgh,PA,Bachelor's,NO,90.7,941.0,473.0,473.0,20.0,1323.0,59.26,22.68,1.97,1.13,36704.0,26178.0,26178.0,0.6
3221,2014_15,Carnegie Mellon University,Pittsburgh,PA,Bachelor's,NO,24.6,1436.0,690.0,750.0,32.0,5819.0,35.38,4.91,7.61,26.95,61990.0,49022.0,49022.0,0.88
3222,2014_15,Cedar Crest College,Allentown,PA,Bachelor's,NO,52.33,1005.0,504.0,500.0,22.0,1310.0,67.1,10.15,13.44,2.9,42202.0,34504.0,34504.0,0.69
3223,2014_15,Central Penn College,Summerdale,PA,Bachelor's,NO,,,,,,1282.0,63.26,21.92,0.78,1.72,25107.0,16659.0,16659.0,0.45
3224,2014_15,Chatham University,Pittsburgh,PA,Bachelor's,NO,52.31,,,,,597.0,69.18,11.73,3.35,2.51,45933.0,33428.0,33428.0,0.56
3225,2014_15,Chestnut Hill College,Philadelphia,PA,Bachelor's,NO,74.71,968.0,480.0,485.0,21.0,1428.0,42.37,36.2,8.96,1.75,43477.0,32110.0,32110.0,0.47
3226,2014_15,Cheyney University of Pennsylvania,Cheyney,PA,Bachelor's,NO,,,,,,997.0,1.2,85.36,3.71,0.1,22899.0,9090.0,13744.0,0.26
3229,2014_15,Clarion University of Pennsylvania,Clarion,PA,Bachelor's,NO,92.71,928.0,460.0,470.0,19.0,4744.0,84.04,7.4,2.21,0.65,21814.0,9788.0,13760.0,0.5
3232,2014_15,Curtis Institute of Music,Philadelphia,PA,Bachelor's,NO,5.05,,,,,132.0,36.36,5.3,1.52,17.42,18744.0,2475.0,2475.0,0.54
3235,2014_15,Delaware Valley University,Doylestown,PA,Bachelor's,NO,75.74,990.0,490.0,500.0,21.0,1823.0,77.78,7.57,8.23,1.32,46333.0,33826.0,33826.0,0.58
3236,2014_15,Dickinson College,Carlisle,PA,Bachelor's,NO,48.09,,,,,2315.0,74.17,4.19,6.13,2.33,60109.0,47717.0,47717.0,0.84
3239,2014_15,Drexel University,Philadelphia,PA,Bachelor's,NO,76.01,1186.0,580.0,620.0,25.0,16681.0,55.55,6.57,5.96,13.14,56402.0,47051.0,47051.0,0.67
3242,2014_15,Duquesne University,Pittsburgh,PA,Bachelor's,NO,73.06,1144.0,570.0,565.0,26.0,5969.0,83.03,4.29,2.7,1.93,43963.0,32636.0,32636.0,0.78
3243,2014_15,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Bachelor's,NO,81.46,954.0,475.0,480.0,20.0,6125.0,64.62,10.94,10.56,1.68,21947.0,9376.0,19826.0,0.56
3244,2014_15,Eastern University,Saint Davids,PA,Bachelor's,NO,62.18,1038.0,520.0,515.0,23.0,2381.0,51.36,22.09,15.67,2.1,40966.0,29680.0,29680.0,0.61
3245,2014_15,Edinboro University of Pennsylvania,Edinboro,PA,Bachelor's,NO,99.3,928.0,470.0,465.0,19.0,5494.0,81.53,8.68,3.11,0.91,20026.0,9256.0,13249.0,0.45
3246,2014_15,Elizabethtown College,Elizabethtown,PA,Bachelor's,NO,70.82,1133.0,565.0,565.0,25.0,1754.0,86.32,2.62,3.71,1.77,49314.0,39920.0,39920.0,0.69
3262,2014_15,Faith Theological Seminary,Baltimore,MD,Bachelor's,NO,57.14,,,,,70.0,15.71,62.86,0.0,5.71,32950.0,5800.0,5800.0,0.53
3264,2014_15,Franklin and Marshall College,Lancaster,PA,Bachelor's,NO,38.93,,,,,2182.0,59.62,5.55,8.11,4.63,60765.0,48514.0,48514.0,0.87
