,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
858,2017_18,Savannah State University,Savannah,GA,Bachelor's,NO,55.75,933.0,475.0,460.0,18.0,4079.0,3.55,83.16,7.04,0.02,16498.0,5743.0,16204.0,0.28
859,2017_18,Shorter University,Rome,GA,Bachelor's,NO,53.37,1017.0,495.0,490.0,21.0,1264.0,59.57,28.09,5.62,0.4,33718.0,21730.0,21730.0,0.4
862,2017_18,Spelman College,Atlanta,GA,Bachelor's,NO,40.05,1163.0,588.0,555.0,24.0,2134.0,0.09,96.95,0.09,0.0,50059.0,28181.0,28181.0,0.75
863,2017_18,Thomas University,Thomasville,GA,Bachelor's,NO,22.56,,,,,1050.0,27.05,11.62,3.43,0.38,30088.0,16940.0,16940.0,0.37
864,2017_18,Toccoa Falls College,Toccoa Falls,GA,Bachelor's,NO,58.72,1039.0,540.0,495.0,21.0,851.0,74.74,8.46,5.52,6.11,34431.0,22104.0,22104.0,0.55
865,2017_18,Truett McConnell University,Cleveland,GA,Bachelor's,NO,94.62,1032.0,520.0,500.0,21.0,760.0,82.76,7.63,4.74,0.39,30013.0,19480.0,19480.0,0.38
867,2017_18,Valdosta State University,Valdosta,GA,Bachelor's,NO,74.17,1059.0,540.0,515.0,21.0,8557.0,47.31,38.53,6.44,1.17,20988.0,6410.0,17196.0,0.37
868,2017_18,Wesleyan College,Macon,GA,Bachelor's,NO,46.6,1114.0,570.0,535.0,23.0,501.0,41.92,29.34,5.39,2.0,31898.0,22370.0,22370.0,0.56
869,2017_18,University of West Georgia,Carrollton,GA,Bachelor's,NO,58.62,1016.0,535.0,470.0,20.0,10468.0,46.64,40.03,6.28,1.0,21257.0,6226.0,17010.0,0.4
870,2017_18,Young Harris College,Young Harris,GA,Bachelor's,NO,52.51,1100.0,545.0,529.0,23.0,1021.0,75.51,7.44,3.72,0.78,41778.0,29062.0,29062.0,0.33
871,2017_18,Chaminade University of Honolulu,Honolulu,HI,Bachelor's,NO,92.23,1068.0,545.0,525.0,21.0,1785.0,15.52,5.88,6.39,27.73,35127.0,24514.0,24514.0,0.54
872,2017_18,University of Hawaii at Hilo,Hilo,HI,Bachelor's,NO,77.88,1047.0,540.0,530.0,20.0,2855.0,20.11,1.3,15.13,16.22,21044.0,7648.0,20608.0,0.41
873,2017_18,University of Hawaii at Manoa,Honolulu,HI,Bachelor's,NO,83.15,1154.0,575.0,570.0,24.0,12583.0,17.02,1.48,11.44,39.27,23007.0,11754.0,33786.0,0.6
875,2017_18,Hawaii Pacific University,Honolulu,HI,Bachelor's,NO,74.68,1110.0,560.0,540.0,23.0,3228.0,27.17,5.76,15.89,16.26,40185.0,24550.0,24550.0,0.44
884,2017_18,University of Hawaii-West Oahu,Kapolei,HI,Bachelor's,NO,78.75,966.0,500.0,490.0,18.0,2747.0,9.83,2.11,11.87,36.66,14029.0,7440.0,20400.0,0.39
887,2017_18,Boise Bible College,Boise,ID,Bachelor's,NO,100.0,1091.0,550.0,525.0,23.0,128.0,86.72,1.56,3.91,0.78,25041.0,12080.0,12080.0,0.49
888,2017_18,Boise State University,Boise,ID,Bachelor's,NO,83.99,1093.0,525.0,525.0,24.0,16265.0,74.12,1.7,12.92,2.15,18284.0,7326.0,22642.0,0.44
890,2017_18,Idaho State University,Pocatello,ID,Bachelor's,NO,,,,,,7921.0,71.35,1.09,12.54,1.39,19592.0,7166.0,21942.0,0.3
891,2017_18,University of Idaho,Moscow,ID,Bachelor's,NO,73.09,1127.0,565.0,555.0,23.0,7685.0,74.05,1.22,10.68,1.38,20444.0,7488.0,23812.0,0.55
892,2017_18,The College of Idaho,Caldwell,ID,Bachelor's,NO,75.86,,,,,936.0,64.1,3.53,13.68,2.24,40518.0,28755.0,28755.0,0.67
893,2017_18,Lewis-Clark State College,Lewiston,ID,Bachelor's,NO,99.6,1013.0,515.0,500.0,20.0,2941.0,79.36,1.02,7.17,1.16,15945.0,6334.0,18410.0,0.28
897,2017_18,Northwest Nazarene University,Nampa,ID,Bachelor's,NO,73.42,1142.0,580.0,550.0,24.0,1268.0,77.84,1.74,10.09,1.97,38203.0,29000.0,29000.0,0.56
899,2017_18,Brigham Young University-Idaho,Rexburg,ID,Bachelor's,NO,94.79,1115.0,550.0,535.0,23.0,35038.0,74.96,0.53,3.36,0.95,11833.0,4018.0,4018.0,0.6
902,2017_18,American Academy of Art,Chicago,IL,Bachelor's,NO,,,,,,260.0,44.62,9.62,35.77,4.23,37705.0,33220.0,33220.0,0.62
903,2017_18,American Islamic College,Chicago,IL,Bachelor's,NO,,,,,,16.0,37.5,37.5,6.25,12.5,,7600.0,7600.0,
904,2017_18,School of the Art Institute of Chicago,Chicago,IL,Bachelor's,NO,61.03,1242.0,625.0,600.0,26.0,2889.0,34.37,3.5,11.35,9.52,62010.0,49610.0,49610.0,0.66
905,2017_18,Augustana College,Rock Island,IL,Bachelor's,NO,58.96,,,,,2634.0,72.4,3.99,9.72,2.47,51464.0,40908.0,40908.0,0.75
906,2017_18,Aurora University,Aurora,IL,Bachelor's,NO,87.32,1062.0,525.0,515.0,21.0,3912.0,49.85,8.46,29.91,2.22,33781.0,23520.0,23520.0,0.53
911,2017_18,Blackburn College,Carlinville,IL,Bachelor's,NO,59.53,1041.0,483.0,425.0,21.0,554.0,75.63,11.19,4.51,0.9,29509.0,21992.0,21992.0,0.48
912,2017_18,Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,Bachelor's,NO,,,,,,272.0,93.75,2.57,1.1,0.74,,,,
914,2017_18,Bradley University,Peoria,IL,Bachelor's,NO,71.37,1212.0,595.0,590.0,25.0,4643.0,73.23,7.13,10.23,3.53,45148.0,32930.0,32930.0,0.73
928,2017_18,Chicago State University,Chicago,IL,Bachelor's,NO,34.61,946.0,483.0,425.0,19.0,2025.0,3.95,74.67,7.75,0.3,21270.0,10252.0,17212.0,0.13
930,2017_18,University of Chicago,Chicago,IL,Bachelor's,NO,8.73,1524.0,755.0,775.0,34.0,6298.0,42.11,5.3,12.53,18.4,72717.0,56034.0,56034.0,0.93
938,2017_18,Columbia College Chicago,Chicago,IL,Bachelor's,NO,91.61,,,,,6934.0,54.76,13.18,14.78,3.52,41555.0,26474.0,26474.0,0.44
939,2017_18,Concordia University-Chicago,River Forest,IL,Bachelor's,NO,74.72,1100.0,545.0,530.0,22.0,1405.0,46.48,13.74,29.82,2.63,38850.0,31588.0,31588.0,0.48
943,2017_18,DePaul University,Chicago,IL,Bachelor's,NO,71.74,,,,,14591.0,52.7,8.11,19.29,9.47,52969.0,39010.0,39010.0,0.71
946,2017_18,East-West University,Chicago,IL,Bachelor's,NO,40.69,910.0,,,17.0,430.0,2.33,53.02,19.53,3.26,30067.0,21450.0,21450.0,0.11
947,2017_18,Eastern Illinois University,Charleston,IL,Bachelor's,NO,51.51,1045.0,,,21.0,4877.0,63.01,20.67,7.4,1.23,23148.0,11678.0,13868.0,0.56
949,2017_18,Elmhurst University,Elmhurst,IL,Bachelor's,NO,70.53,1141.0,545.0,553.0,23.0,2782.0,62.8,5.07,20.7,4.96,44601.0,36370.0,36370.0,0.64
950,2017_18,Eureka College,Eureka,IL,Bachelor's,NO,62.0,1084.0,545.0,520.0,22.0,605.0,83.47,6.61,2.98,0.5,31338.0,25390.0,25390.0,0.44
955,2017_18,Governors State University,University Park,IL,Bachelor's,NO,65.56,968.0,454.0,490.0,19.0,3288.0,31.48,39.96,13.23,1.79,23545.0,11746.0,21136.0,
957,2017_18,Greenville University,Greenville,IL,Bachelor's,NO,66.2,1067.0,510.0,490.0,22.0,944.0,68.86,13.56,6.25,1.27,38083.0,26356.0,26356.0,0.42
961,2017_18,Harrington College of Design,Chicago,IL,Bachelor's,NO,,,,,,2.0,0.0,0.0,0.0,0.0,,,,0.59
962,2017_18,Hebrew Theological College,Skokie,IL,Bachelor's,NO,95.0,1064.0,555.0,500.0,21.0,100.0,91.0,0.0,5.0,0.0,28994.0,17630.0,17630.0,0.07
965,2017_18,University of Illinois Chicago,Chicago,IL,Bachelor's,NO,77.08,1150.0,590.0,615.0,23.0,19106.0,30.08,7.98,33.05,21.75,25407.0,13704.0,26560.0,0.57
966,2017_18,Benedictine University,Lisle,IL,Bachelor's,NO,62.17,1093.0,499.0,509.0,22.0,2864.0,43.92,8.21,16.97,15.12,42641.0,33900.0,33900.0,0.5
968,2017_18,University of Illinois Urbana-Champaign,Champaign,IL,Bachelor's,NO,61.53,1376.0,670.0,750.0,29.0,32884.0,45.1,5.95,11.33,18.46,30064.0,15074.0,31194.0,0.85
969,2017_18,Illinois Wesleyan University,Bloomington,IL,Bachelor's,NO,60.86,1273.0,640.0,655.0,27.0,1642.0,69.24,5.24,8.22,5.72,56487.0,45856.0,45856.0,0.78
971,2017_18,Illinois College,Jacksonville,IL,Bachelor's,NO,73.72,,,,,947.0,71.17,10.67,8.87,0.95,41805.0,32140.0,32140.0,0.6
973,2017_18,Illinois Institute of Technology,Chicago,IL,Bachelor's,NO,54.03,1323.0,630.0,690.0,28.0,2763.0,34.35,6.08,16.5,14.44,60489.0,45864.0,45864.0,0.72
974,2017_18,Argosy University-Chicago,Chicago,IL,Bachelor's,NO,,,,,,138.0,12.32,63.77,15.22,2.9,26750.0,13438.0,13438.0,0.03
975,2017_18,Illinois State University,Normal,IL,Bachelor's,NO,89.13,1165.0,,,24.0,18264.0,75.02,8.61,10.4,2.11,28197.0,14061.0,25168.0,0.69
982,2017_18,Judson University,Elgin,IL,Bachelor's,NO,71.2,1084.0,513.0,508.0,22.0,1037.0,47.44,9.55,22.76,2.12,40043.0,29434.0,29434.0,0.54
985,2017_18,Kendall College,Chicago,IL,Bachelor's,NO,70.86,,,,,977.0,40.74,15.05,16.89,2.66,38362.0,19828.0,19828.0,0.38
987,2017_18,Knox College,Galesburg,IL,Bachelor's,NO,71.62,,,,,1341.0,46.83,7.9,14.62,5.29,54443.0,44958.0,44958.0,0.76
990,2017_18,Lake Forest College,Lake Forest,IL,Bachelor's,NO,52.99,,,,,1483.0,57.86,5.53,14.57,5.8,56679.0,45548.0,45548.0,0.72
993,2017_18,Lakeview College of Nursing,Danville,IL,Bachelor's,NO,,,,,,215.0,79.07,10.23,2.79,5.58,,,,
995,2017_18,Lewis University,Romeoville,IL,Bachelor's,NO,53.83,1161.0,535.0,550.0,24.0,4372.0,58.76,5.12,19.74,4.41,39361.0,31250.0,31250.0,0.67
996,2017_18,Lincoln Christian University,Lincoln,IL,Bachelor's,NO,62.13,1036.0,488.0,475.0,21.0,440.0,82.5,7.73,2.5,0.45,25597.0,13020.0,13020.0,0.67
1000,2017_18,Loyola University Chicago,Chicago,IL,Bachelor's,NO,70.59,1258.0,615.0,600.0,27.0,11193.0,55.32,5.5,15.64,11.96,56178.0,43078.0,43078.0,0.77
1002,2017_18,Trinity College of Nursing & Health Sciences,Rock Island,IL,Bachelor's,NO,,,,,,213.0,78.87,4.69,5.16,4.69,,27458.0,27458.0,1.0
1005,2017_18,MacMurray College,Jacksonville,IL,Bachelor's,NO,59.71,1032.0,529.0,525.0,20.0,521.0,76.39,9.21,7.1,0.38,35135.0,26100.0,26100.0,0.43
1008,2017_18,McKendree University,Lebanon,IL,Bachelor's,NO,61.7,1100.0,537.0,526.0,22.0,2065.0,65.52,13.17,4.31,0.63,41031.0,29640.0,29640.0,0.51
1010,2017_18,Methodist College,Peoria,IL,Bachelor's,NO,34.69,1005.0,,,20.0,675.0,79.41,10.52,2.37,2.81,29263.0,20750.0,20750.0,0.42
1011,2017_18,Midstate College,Peoria,IL,Bachelor's,NO,100.0,,,,,274.0,61.68,28.83,2.92,0.36,27329.0,16230.0,16230.0,0.2
1012,2017_18,Millikin University,Decatur,IL,Bachelor's,NO,64.59,1127.0,595.0,575.0,23.0,1883.0,69.41,14.66,6.8,1.49,44306.0,33066.0,33066.0,0.61
1013,2017_18,Monmouth College,Monmouth,IL,Bachelor's,NO,67.05,1115.0,515.0,480.0,23.0,1010.0,62.67,10.59,10.3,1.09,46442.0,36400.0,36400.0,0.6
1014,2017_18,Moody Bible Institute,Chicago,IL,Bachelor's,NO,65.89,,,,,2673.0,57.73,3.74,5.69,3.11,26962.0,12960.0,12960.0,0.59
1019,2017_18,National Louis University,Chicago,IL,Bachelor's,NO,85.59,,,,,1758.0,17.24,29.07,47.04,1.54,24158.0,10440.0,10440.0,0.5
1020,2017_18,National University of Health Sciences,Lombard,IL,Bachelor's,NO,,,,,,61.0,57.38,8.2,11.48,11.48,,,,
1022,2017_18,North Central College,Naperville,IL,Bachelor's,NO,54.4,1200.0,627.0,567.0,25.0,2688.0,65.07,3.91,15.03,2.86,48402.0,37749.0,37749.0,0.69
1023,2017_18,North Park University,Chicago,IL,Bachelor's,NO,53.73,1086.0,545.0,550.0,22.0,2018.0,41.28,7.93,27.01,8.37,35735.0,28620.0,28620.0,0.59
1025,2017_18,Northern Illinois University,Dekalb,IL,Bachelor's,NO,53.32,1085.0,,,22.0,13430.0,54.79,15.78,17.72,5.38,28557.0,14350.0,23816.0,0.45
1027,2017_18,Northwestern University,Evanston,IL,Bachelor's,NO,9.24,1500.0,735.0,755.0,33.0,8489.0,46.98,5.97,12.55,16.95,70317.0,52678.0,52678.0,0.94
1028,2017_18,Northeastern Illinois University,Chicago,IL,Bachelor's,NO,69.39,910.0,551.0,425.0,17.0,7014.0,28.0,12.29,37.7,8.74,23967.0,10736.0,19792.0,0.23
1031,2017_18,Olivet Nazarene University,Bourbonnais,IL,Bachelor's,NO,66.17,1140.0,565.0,560.0,23.0,3356.0,77.29,8.49,7.51,2.5,44935.0,34940.0,34940.0,0.66
1034,2017_18,Principia College,Elsah,IL,Bachelor's,NO,91.04,1162.0,593.0,570.0,24.0,447.0,72.26,2.24,2.24,2.24,,28920.0,28920.0,0.84
1036,2017_18,Quincy University,Quincy,IL,Bachelor's,NO,67.32,1082.0,510.0,500.0,22.0,898.0,67.15,11.8,4.23,1.0,39157.0,27770.0,27770.0,0.46
1038,2017_18,The Illinois Institute of Art-Chicago,Chicago,IL,Bachelor's,NO,,,,,,752.0,22.87,43.35,23.4,2.39,28102.0,17482.0,17482.0,0.33
1041,2017_18,Robert Morris University Illinois,Chicago,IL,Bachelor's,NO,66.88,,,,,1971.0,34.25,25.32,31.1,2.84,35676.0,26700.0,26700.0,0.39
1044,2017_18,Rockford University,Rockford,IL,Bachelor's,NO,46.56,1059.0,465.0,485.0,21.0,1018.0,62.28,9.72,15.13,2.26,40559.0,30050.0,30050.0,0.41
1045,2017_18,Roosevelt University,Chicago,IL,Bachelor's,NO,69.51,1119.0,479.0,460.0,23.0,2485.0,43.74,16.9,25.03,5.79,43251.0,28963.0,28963.0,0.4
1046,2017_18,Dominican University,River Forest,IL,Bachelor's,NO,64.98,1124.0,570.0,540.0,23.0,2155.0,33.36,6.64,51.04,3.25,40137.0,32530.0,32530.0,0.62
1047,2017_18,Rush University,Chicago,IL,Bachelor's,NO,,,,,,107.0,38.32,9.35,28.97,12.15,,,,
1048,2017_18,Saint Francis Medical Center College of Nursing,Peoria,IL,Bachelor's,NO,,,,,,400.0,84.5,4.75,5.25,2.25,,,,
1049,2017_18,University of St Francis,Joliet,IL,Bachelor's,NO,51.67,1126.0,560.0,575.0,23.0,1563.0,62.38,8.06,19.9,1.92,39992.0,31470.0,31470.0,0.63
1050,2017_18,St. John's College-Department of Nursing,Springfield,IL,Bachelor's,NO,,,,,,118.0,93.22,1.69,1.69,0.85,,,,
1051,2017_18,Saint Xavier University,Chicago,IL,Bachelor's,NO,74.6,1066.0,559.0,530.0,21.0,2927.0,41.17,11.58,37.79,3.18,38775.0,33380.0,33380.0,0.52
1052,2017_18,University of Illinois Springfield,Springfield,IL,Bachelor's,NO,52.41,1159.0,570.0,580.0,24.0,2833.0,65.58,13.7,9.04,3.04,23966.0,11413.0,20938.0,0.5
1061,2017_18,Saint Anthony College of Nursing,Rockford,IL,Bachelor's,NO,,,,,,199.0,76.38,4.02,13.57,3.02,,25342.0,25342.0,1.0
1063,2017_18,Southern Illinois University-Carbondale,Carbondale,IL,Bachelor's,NO,76.01,1143.0,540.0,585.0,23.0,10896.0,65.09,16.26,8.87,1.72,27119.0,13932.0,28107.0,0.4
1064,2017_18,Southern Illinois University-Edwardsville,Edwardsville,IL,Bachelor's,NO,89.51,1144.0,555.0,548.0,23.0,11339.0,73.74,13.78,4.58,2.02,22078.0,11493.0,24651.0,0.49
1066,2017_18,Telshe Yeshiva-Chicago,Chicago,IL,Bachelor's,NO,76.0,,,,,65.0,100.0,0.0,0.0,0.0,17664.0,13500.0,13500.0,0.23
1069,2017_18,Trinity Christian College,Palos Heights,IL,Bachelor's,NO,82.9,1125.0,570.0,555.0,23.0,1028.0,64.01,8.37,12.65,0.97,40208.0,28675.0,28675.0,0.69
1070,2017_18,Trinity International University-Illinois,Deerfield,IL,Bachelor's,NO,75.0,1129.0,510.0,520.0,24.0,750.0,54.4,16.13,3.2,3.87,42606.0,30750.0,30750.0,0.52
1073,2017_18,VanderCook College of Music,Chicago,IL,Bachelor's,NO,100.0,1215.0,,,25.0,90.0,58.89,3.33,24.44,0.0,38707.0,28434.0,28434.0,0.76
1075,2017_18,Resurrection University,Chicago,IL,Bachelor's,NO,,,,,,683.0,34.11,16.54,24.89,13.03,,,,
1076,2017_18,Western Illinois University,Macomb,IL,Bachelor's,NO,59.97,1045.0,,,21.0,7599.0,58.97,21.81,11.99,0.88,24851.0,12897.0,12897.0,0.5
1077,2017_18,Wheaton College,Wheaton,IL,Bachelor's,NO,85.0,1356.0,675.0,645.0,30.0,2356.0,74.83,2.67,5.65,8.83,46199.0,35190.0,35190.0,0.89
1080,2017_18,Anderson University,Anderson,IN,Bachelor's,NO,65.25,1045.0,500.0,510.0,22.0,1506.0,80.88,9.43,2.26,1.33,41745.0,29710.0,29710.0,0.57
1081,2017_18,Ball State University,Muncie,IN,Bachelor's,NO,62.08,1138.0,590.0,570.0,22.0,16277.0,79.46,8.43,4.92,1.18,23468.0,9774.0,25942.0,0.62
1082,2017_18,Bethel University,Mishawaka,IN,Bachelor's,NO,89.77,1077.0,535.0,520.0,22.0,1254.0,71.93,10.13,8.53,1.52,37168.0,28030.0,28030.0,0.64
1083,2017_18,Butler University,Indianapolis,IN,Bachelor's,NO,65.13,1279.0,620.0,615.0,28.0,4197.0,82.58,3.93,3.74,3.34,54349.0,39860.0,39860.0,0.79
1084,2017_18,Calumet College of Saint Joseph,Whiting,IN,Bachelor's,NO,,,,,,585.0,42.22,22.91,30.26,1.37,23178.0,17920.0,17920.0,0.24
1089,2017_18,DePauw University,Greencastle,IN,Bachelor's,NO,67.25,1248.0,605.0,615.0,27.0,2137.0,67.85,5.24,6.74,3.74,60888.0,47838.0,47838.0,0.81
1092,2017_18,Earlham College,Richmond,IN,Bachelor's,NO,51.84,1303.0,655.0,640.0,28.0,1027.0,51.8,11.0,7.5,5.45,57615.0,45750.0,45750.0,0.68
1093,2017_18,University of Evansville,Evansville,IN,Bachelor's,NO,69.96,1187.0,565.0,573.0,26.0,2049.0,72.77,3.42,3.42,2.39,47175.0,35394.0,35394.0,0.72
1094,2017_18,Franklin College,Franklin,IN,Bachelor's,NO,77.87,1105.0,555.0,550.0,22.0,978.0,86.81,4.29,2.66,0.82,42456.0,30920.0,30920.0,0.62
1095,2017_18,Goshen College,Goshen,IN,Bachelor's,NO,63.88,1121.0,557.0,550.0,24.0,855.0,62.34,4.33,20.7,1.87,43422.0,33200.0,33200.0,0.72
1096,2017_18,Grace College and Theological Seminary,Winona Lake,IN,Bachelor's,NO,82.09,1130.0,560.0,545.0,24.0,1447.0,83.28,3.66,5.94,1.04,33780.0,23170.0,23170.0,0.62
1097,2017_18,Hanover College,Hanover,IN,Bachelor's,NO,83.79,1184.0,590.0,575.0,25.0,1082.0,76.25,5.27,3.42,1.11,49064.0,36520.0,36520.0,0.71
1099,2017_18,Holy Cross College,Notre Dame,IN,Bachelor's,NO,82.26,1214.0,595.0,580.0,26.0,554.0,60.47,10.83,12.64,2.71,41552.0,29734.0,29734.0,0.4
1101,2017_18,Huntington University,Huntington,IN,Bachelor's,NO,80.53,1080.0,540.0,520.0,22.0,949.0,82.61,3.06,5.37,0.42,37115.0,25540.0,25540.0,0.6
1103,2017_18,Purdue University Fort Wayne,Fort Wayne,IN,Bachelor's,NO,94.41,1074.0,540.0,530.0,22.0,7708.0,78.84,5.58,6.51,2.91,18033.0,8330.0,20005.0,0.32
1104,2017_18,Indiana University-Purdue University-Indianapolis,Indianapolis,IN,Bachelor's,NO,79.65,1104.0,550.0,543.0,23.0,20870.0,69.56,9.39,7.48,4.34,20352.0,9334.0,29806.0,0.45
1106,2017_18,University of Indianapolis,Indianapolis,IN,Bachelor's,NO,82.18,1093.0,545.0,540.0,22.0,4384.0,65.74,9.01,5.82,1.8,40570.0,28390.0,28390.0,0.56
1107,2017_18,Indiana Institute of Technology,Fort Wayne,IN,Bachelor's,NO,76.13,1034.0,525.0,515.0,20.0,6899.0,41.06,39.99,4.49,0.48,38265.0,26370.0,26370.0,0.34
1108,2017_18,University of Southern Indiana,Evansville,IN,Bachelor's,NO,93.6,1084.0,540.0,530.0,22.0,7554.0,86.4,4.41,3.26,1.4,18763.0,7970.0,18626.0,0.41
1109,2017_18,Indiana State University,Terre Haute,IN,Bachelor's,NO,84.51,1013.0,510.0,495.0,20.0,10817.0,65.42,19.47,4.43,1.13,21056.0,8916.0,19452.0,0.39
1110,2017_18,Indiana University-Kokomo,Kokomo,IN,Bachelor's,NO,70.28,1030.0,525.0,510.0,20.0,2746.0,83.18,4.37,5.54,0.91,15189.0,7207.0,19038.0,0.39
1111,2017_18,Indiana University-South Bend,South Bend,IN,Bachelor's,NO,77.71,1035.0,520.0,505.0,21.0,4790.0,70.98,7.93,11.32,1.67,15373.0,7207.0,19038.0,0.29
1112,2017_18,Indiana University-Bloomington,Bloomington,IN,Bachelor's,NO,76.01,1285.0,620.0,625.0,28.0,33104.0,69.6,4.47,6.01,5.2,24739.0,10533.0,34845.0,0.77
1113,2017_18,Indiana University-Northwest,Gary,IN,Bachelor's,NO,74.44,998.0,502.0,490.0,20.0,3549.0,53.28,16.68,22.88,2.96,13858.0,7207.0,19038.0,0.28
1114,2017_18,Indiana University-Southeast,New Albany,IN,Bachelor's,NO,82.75,1021.0,525.0,510.0,20.0,4722.0,83.23,6.9,3.85,1.4,16305.0,7207.0,19038.0,0.32
1115,2017_18,Indiana University-East,Richmond,IN,Bachelor's,NO,69.66,1035.0,520.0,509.0,21.0,2969.0,84.57,4.95,3.87,0.98,15452.0,7207.0,19038.0,0.36
1123,2017_18,Manchester University,North Manchester,IN,Bachelor's,NO,60.58,,,,,1257.0,74.3,7.4,6.68,1.43,42662.0,31660.0,31660.0,0.55
1124,2017_18,Marian University,Indianapolis,IN,Bachelor's,NO,58.72,1102.0,550.0,550.0,22.0,2173.0,74.32,10.81,5.02,2.25,44810.0,33000.0,33000.0,0.52
1125,2017_18,Indiana Wesleyan University-Marion,Marion,IN,Bachelor's,NO,72.02,1138.0,565.0,550.0,24.0,2685.0,84.17,3.58,3.87,1.49,36871.0,25980.0,25980.0,0.63
1126,2017_18,Martin University,Indianapolis,IN,Bachelor's,NO,,,,,,262.0,3.05,91.6,1.15,0.38,23478.0,13200.0,13200.0,0.06
1131,2017_18,University of Notre Dame,Notre Dame,IN,Bachelor's,NO,18.92,1486.0,715.0,730.0,33.0,8527.0,68.91,3.86,10.53,4.96,67043.0,51505.0,51505.0,0.95
1132,2017_18,Oakland City University,Oakland City,IN,Bachelor's,NO,71.33,1058.0,526.0,525.0,21.0,484.0,76.65,6.2,2.27,0.21,35223.0,23700.0,23700.0,0.53
1136,2017_18,Rose-Hulman Institute of Technology,Terre Haute,IN,Bachelor's,NO,60.94,1369.0,650.0,705.0,30.0,2146.0,67.57,2.7,4.57,5.08,62503.0,48012.0,48012.0,0.81
1138,2017_18,University of Saint Francis-Fort Wayne,Fort Wayne,IN,Bachelor's,NO,98.72,1062.0,530.0,520.0,22.0,1840.0,78.53,7.07,7.45,1.52,37280.0,29430.0,29430.0,0.58
1139,2017_18,Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,Bachelor's,NO,75.76,999.0,500.0,480.0,21.0,631.0,81.3,3.8,2.22,0.32,40015.0,29510.0,29510.0,0.57
1140,2017_18,Saint Mary's College,Notre Dame,IN,Bachelor's,NO,78.25,1201.0,580.0,560.0,26.0,1489.0,77.64,2.35,10.95,2.01,52624.0,40800.0,40800.0,0.79
1144,2017_18,Taylor University,Upland,IN,Bachelor's,NO,86.79,1204.0,590.0,578.0,26.0,1858.0,83.15,3.55,3.77,2.91,43425.0,32885.0,32885.0,0.79
1145,2017_18,Trine University,Angola,IN,Bachelor's,NO,70.1,1128.0,525.0,540.0,25.0,1939.0,81.07,3.15,4.07,0.98,44825.0,31540.0,31540.0,0.55
1146,2017_18,Valparaiso University,Valparaiso,IN,Bachelor's,NO,84.28,1216.0,580.0,585.0,26.0,3186.0,71.44,5.9,9.38,2.29,49398.0,38760.0,38760.0,0.72
1149,2017_18,Wabash College,Crawfordsville,IN,Bachelor's,NO,62.96,1199.0,580.0,595.0,26.0,862.0,72.97,6.26,8.24,1.04,53150.0,42250.0,42250.0,0.77
1150,2017_18,Allen College,Waterloo,IA,Bachelor's,NO,,,,,,329.0,89.67,0.61,1.22,0.61,,18226.0,18226.0,1.0
1151,2017_18,Briar Cliff University,Sioux City,IA,Bachelor's,NO,,,,,,928.0,64.22,10.34,15.63,2.05,41779.0,29786.0,29786.0,0.42
1152,2017_18,Buena Vista University,Storm Lake,IA,Bachelor's,NO,63.85,1083.0,536.0,529.0,22.0,1692.0,79.2,3.19,4.67,1.06,44645.0,32854.0,32854.0,0.6
1155,2017_18,Central College,Pella,IA,Bachelor's,NO,70.09,1161.0,545.0,540.0,24.0,1198.0,86.23,2.5,5.51,1.34,49214.0,35930.0,35930.0,0.69
1156,2017_18,Clarke University,Dubuque,IA,Bachelor's,NO,63.19,1118.0,527.0,533.0,23.0,757.0,79.39,6.47,7.4,1.32,44363.0,31950.0,31950.0,0.63
1157,2017_18,Coe College,Cedar Rapids,IA,Bachelor's,NO,56.24,1213.0,591.0,609.0,25.0,1350.0,67.85,7.93,10.37,3.78,53261.0,42430.0,42430.0,0.69
1158,2017_18,Cornell College,Mount Vernon,IA,Bachelor's,NO,65.03,1245.0,613.0,608.0,26.0,1004.0,70.32,5.78,8.76,3.49,53955.0,40880.0,40880.0,0.71
1161,2017_18,Divine Word College,Epworth,IA,Bachelor's,NO,100.0,,,,,65.0,3.08,3.08,7.69,16.92,19199.0,12850.0,12850.0,1.0
1162,2017_18,Dordt University,Sioux Center,IA,Bachelor's,NO,72.07,1210.0,595.0,590.0,25.0,1353.0,81.52,2.07,2.96,0.74,42378.0,30000.0,30000.0,0.65
1163,2017_18,Drake University,Des Moines,IA,Bachelor's,NO,68.8,1285.0,600.0,625.0,27.0,3038.0,78.11,4.87,5.04,3.32,49402.0,39062.0,39062.0,0.79
1164,2017_18,University of Dubuque,Dubuque,IA,Bachelor's,NO,74.16,992.0,500.0,510.0,19.0,1955.0,60.46,15.24,9.0,1.69,39389.0,29710.0,29710.0,0.43
1168,2017_18,Faith Baptist Bible College and Theological Seminary,Ankeny,IA,Bachelor's,NO,60.0,1118.0,560.0,500.0,23.0,255.0,90.59,1.57,0.0,1.57,28104.0,16766.0,16766.0,0.54
