"Color","University.Name","Completion.Rate..4.year.institutions","Undergraduate.Enrollment","Average.Cost.per.Academic.Year","Year"
"Normal","SUNY Oneonta",76,6046,24862,"2019_20"
"Normal","SUNY College at Oswego",67,6881,24393,"2019_20"
"Normal","SUNY College at Potsdam",61,3055,23520,"2019_20"
"Normal","SUNY at Purchase College",61,3967,26982,"2019_20"
"Normal","SUNY College at Old Westbury",48,4679,20035,"2019_20"
"Normal","SUNY College at Plattsburgh",68,4794,24430,"2019_20"
"Normal","SUNY Empire State College",25,8098,20017,"2019_20"
"Normal","SUNY Maritime College",75,1510,25905,"2019_20"
"Normal","Syracuse University",83,14854,70390,"2019_20"
"Normal","Talmudical Seminary Oholei Torah",15,359,26054,"2019_20"
"Normal","Torah Temimah Talmudical Seminary",15,25,18550,"2019_20"
"Normal","Touro College",61,4967,31230,"2019_20"
"Normal","Union College",82,2161,70799,"2019_20"
"Normal","United Talmudical Seminary",48,2020,23882,"2019_20"
"Normal","United States Merchant Marine Academy",80,1007,9075,"2019_20"
"Normal","Utica College",54,3374,33223,"2019_20"
"Normal","Vassar College",91,2421,72724,"2019_20"
"Normal","Villa Maria College",39,516,28410,"2019_20"
"Normal","School of Visual Arts",70,3852,62558,"2019_20"
"Normal","Wagner College",71,1712,60792,"2019_20"
"Normal","Webb Institute",81,102,70825,"2019_20"
"Normal","Wells College",55,413,56464,"2019_20"
"Normal","Yeshiva Karlin Stolin",50,129,18483,"2019_20"
"Normal","Yeshiva Derech Chaim",37,89,19592,"2019_20"
"Normal","Yeshiva of Nitra Rabbinical College",14,196,22800,"2019_20"
"Normal","Yeshiva Shaar Hatorah",25,75,18380,"2019_20"
"Normal","Yeshiva University",82,2712,62075,"2019_20"
"Normal","Yeshivath Viznitz",74,566,18658,"2019_20"
"Normal","Appalachian State University",73,17401,19158,"2019_20"
"Normal","Barton College",55,1032,45505,"2019_20"
"Normal","Belmont Abbey College",45,1436,31727,"2019_20"
"Normal","Bennett College",63,309,31453,"2019_20"
"Normal","Brevard College",40,743,42930,"2019_20"
"Normal","Campbell University",55,3948,48968,"2019_20"
"Normal","Catawba College",51,1300,44396,"2019_20"
"Normal","Chowan University",27,1259,36470,"2019_20"
"Normal","Davidson College",91,1833,68594,"2019_20"
"Normal","Duke University",95,6546,75105,"2019_20"
"Normal","East Carolina University",66,21992,21598,"2019_20"
"Normal","Elizabeth City State University",39,1623,11837,"2019_20"
"Normal","Elon University",85,6277,50737,"2019_20"
"Normal","Fayetteville State University",34,5061,16044,"2019_20"
"Normal","Gardner-Webb University",56,1996,44837,"2019_20"
"Normal","Greensboro College",32,756,41510,"2019_20"
"Normal","Guilford College",56,1357,51800,"2019_20"
"Normal","High Point University",65,4561,52543,"2019_20"
"Normal","Johnson C Smith University",49,1429,31931,"2019_20"
"Normal","Lees-McRae College",46,833,42379,"2019_20"
"Normal","Lenoir-Rhyne University",52,1719,49514,"2019_20"
"Normal","Livingstone College",24,1114,28319,"2019_20"
"Normal","Mars Hill University",30,1035,44301,"2019_20"
"Normal","Meredith College",66,1495,49109,"2019_20"
"Normal","Methodist University",45,1625,55072,"2019_20"
"Normal","Montreat College",34,740,39635,"2019_20"
"Normal","University of Mount Olive",55,2474,30770,"2019_20"
"Normal","North Carolina A & T State University",51,10709,17944,"2019_20"
"Normal","University of North Carolina at Asheville",59,3287,19884,"2019_20"
"Normal","University of North Carolina at Chapel Hill",91,19014,23776,"2019_20"
"Normal","University of North Carolina at Charlotte",64,23638,22323,"2019_20"
"Normal","University of North Carolina at Greensboro",59,16104,20401,"2019_20"
"Normal","North Carolina Central University",49,5546,24222,"2019_20"
"Normal","University of North Carolina School of the Arts",75,926,21624,"2019_20"
"Normal","North Carolina State University at Raleigh",82,24239,23891,"2019_20"
"Normal","North Carolina Wesleyan College",41,1822,43407,"2019_20"
"Normal","University of North Carolina Wilmington",72,14421,24452,"2019_20"
"Normal","William Peace University",42,839,45260,"2019_20"
"Normal","University of North Carolina at Pembroke",41,6270,16047,"2019_20"
"Normal","Pfeiffer University",44,897,42796,"2019_20"
"Normal","Queens University of Charlotte",59,1654,48240,"2019_20"
"Normal","Mid-Atlantic Christian University",32,187,29053,"2019_20"
"Normal","Saint Augustine's University",16,899,31669,"2019_20"
"Normal","Salem College",59,585,45627,"2019_20"
"Normal","Shaw University",17,1170,29367,"2019_20"
"Normal","St. Andrews University",39,724,42903,"2019_20"
"Normal","Wake Forest University",88,5285,71560,"2019_20"
"Normal","Warren Wilson College",43,688,51111,"2019_20"
"Normal","Wingate University",50,2760,47380,"2019_20"
"Normal","Carolina Christian College",100,50,13785,"2019_20"
"Normal","Winston-Salem State University",51,4530,19900,"2019_20"
"Normal","Western Carolina University",62,10292,18289,"2019_20"
"Normal","Dickinson State University",41,1129,15673,"2019_20"
"Normal","University of Jamestown",45,901,34185,"2019_20"
"Normal","University of Mary",60,2194,29047,"2019_20"
"Normal","Mayville State University",34,855,17735,"2019_20"
"Normal","Minot State University",45,2353,16428,"2019_20"
"Normal","University of North Dakota",61,9519,21350,"2019_20"
"Normal","North Dakota State University-Main Campus",60,10579,21497,"2019_20"
"Normal","Trinity Bible College and Graduate School",50,162,26997,"2019_20"
"Normal","Valley City State University",50,1038,18269,"2019_20"
"Normal","University of Akron Main Campus",46,12744,24520,"2019_20"
"Normal","Allegheny Wesleyan College",50,62,14116,"2019_20"
"Normal","Art Academy of Cincinnati",48,212,43550,"2019_20"
"Normal","Ashland University",65,2973,33296,"2019_20"
"Normal","Baldwin Wallace University",65,2925,46213,"2019_20"
"Normal","Bluffton University",54,667,46759,"2019_20"
"Normal","Bowling Green State University-Main Campus",61,13772,24164,"2019_20"
"Normal","Capital University",62,2438,48642,"2019_20"
"Normal","Case Western Reserve University",84,5269,67277,"2019_20"
"Normal","Cedarville University",75,3468,40342,"2019_20"
"Normal","Central State University",28,1999,19161,"2019_20"
"Normal","The Christ College of Nursing and Health Sciences",50,935,24649,"2019_20"
"Normal","University of Cincinnati-Main Campus",71,26610,26408,"2019_20"
"Normal","Ohio Christian University",32,2219,32460,"2019_20"
"Normal","Cleveland Institute of Art",60,636,57797,"2019_20"
"Normal","Cleveland Institute of Music",85,230,60075,"2019_20"
"Normal","Cleveland State University",46,11267,23579,"2019_20"
"Normal","Columbus College of Art and Design",65,1048,48087,"2019_20"
"Normal","University of Dayton",82,8399,59230,"2019_20"
"Normal","Defiance College",35,505,45868,"2019_20"
"Normal","Denison University",82,2262,66951,"2019_20"
"Normal","The University of Findlay",65,2277,45903,"2019_20"
"Normal","Franklin University",28,3855,27754,"2019_20"
"Normal","Gods Bible School and College",49,243,15586,"2019_20"
"Normal","Heidelberg University",51,1042,43809,"2019_20"
"Normal","Hiram College",54,896,49017,"2019_20"
"Normal","John Carroll University",76,2930,55899,"2019_20"
"Normal","Kent State University at Kent",62,21431,25686,"2019_20"
"Normal","Kenyon College",91,1734,71740,"2019_20"
"Normal","Kettering College",45,595,24748,"2019_20"
"Normal","Lake Erie College",47,724,44235,"2019_20"
"Normal","Lourdes University",36,1029,34505,"2019_20"
"Normal","Malone University",54,1055,43056,"2019_20"
"Normal","Marietta College",58,1067,49676,"2019_20"
"Normal","Mercy College of Ohio",53,1495,25340,"2019_20"
"Normal","Miami University-Hamilton",11,2368,15057,"2019_20"
"Normal","Miami University-Middletown",18,1450,17807,"2019_20"
"Normal","Miami University-Oxford",81,17044,33229,"2019_20"
"Normal","Mount Carmel College of Nursing",74,731,21410,"2019_20"
"Normal","University of Mount Union",66,1987,43195,"2019_20"
"Normal","Mount Vernon Nazarene University",68,1696,41890,"2019_20"
"Normal","Mount Saint Joseph University",45,1140,38527,"2019_20"
"Normal","Muskingum University",53,1505,41121,"2019_20"
"Normal","Notre Dame College",37,1333,43696,"2019_20"
"Normal","Oberlin College",86,2846,74636,"2019_20"
"Normal","Ohio Dominican University",47,991,42121,"2019_20"
"Normal","Ohio Northern University",77,2111,47711,"2019_20"
"Normal","Ohio State University-Main Campus",86,45657,26816,"2019_20"
"Normal","Ohio University-Main Campus",65,20484,28490,"2019_20"
"Normal","Ohio Wesleyan University",65,1489,60662,"2019_20"
"Normal","Otterbein University",66,2407,44695,"2019_20"
"Normal","Pontifical College Josephinum",62,63,40050,"2019_20"
"Normal","Rabbinical College Telshe",19,36,20200,"2019_20"
"Normal","Shawnee State University",35,2981,19124,"2019_20"
"Normal","Franciscan University of Steubenville",77,2138,38525,"2019_20"
"Normal","Tiffin University",39,1901,38783,"2019_20"
"Normal","University of Toledo",50,14396,24920,"2019_20"
"Normal","Union Institute & University",58,604,27180,"2019_20"
"Normal","Ursuline College",53,633,43873,"2019_20"
"Normal","Walsh University",65,1752,41609,"2019_20"
"Normal","Wilberforce University",20,537,23250,"2019_20"
"Normal","Wilmington College",55,1226,37559,"2019_20"
"Normal","Wittenberg University",63,1525,52584,"2019_20"
"Normal","The College of Wooster",77,1942,63962,"2019_20"
"Normal","Wright State University-Main Campus",45,8651,22015,"2019_20"
"Normal","Wright State University-Lake Campus",38,1314,15475,"2019_20"
"Normal","Xavier University",73,5009,54310,"2019_20"
"Normal","Youngstown State University",41,9705,18556,"2019_20"
"Normal","Bacone College",16,275,35150,"2019_20"
"Normal","Oklahoma Wesleyan University",39,864,39714,"2019_20"
"Normal","Southern Nazarene University",55,1616,36767,"2019_20"
"Normal","Cameron University",21,3466,15452,"2019_20"
"Normal","University of Central Oklahoma",36,12619,23617,"2019_20"
"Normal","East Central University",37,2719,16662,"2019_20"
"Normal","Randall University",50,309,26935,"2019_20"
"Normal","Langston University",18,2011,20050,"2019_20"
"Normal","Northeastern State University",33,5868,16921,"2019_20"
"Normal","Northwestern Oklahoma State University",31,1578,16501,"2019_20"
"Normal","Oklahoma Christian University",55,1710,36479,"2019_20"
"Normal","Oklahoma Panhandle State University",28,1132,16208,"2019_20"
"Normal","Oklahoma State University-Main Campus",65,19777,23947,"2019_20"
"Normal","Oklahoma Baptist University",55,1693,41404,"2019_20"
"Normal","Oklahoma City University",64,1583,43184,"2019_20"
"Normal","University of Oklahoma-Norman Campus",70,21329,29007,"2019_20"
"Normal","Oral Roberts University",56,3098,42624,"2019_20"
"Normal","Rogers State University",22,3085,21359,"2019_20"
"Normal","University of Science and Arts of Oklahoma",38,781,19425,"2019_20"
"Normal","Southeastern Oklahoma State University",35,2966,15973,"2019_20"
"Normal","Southwestern Christian University",25,492,28402,"2019_20"
"Normal","Southwestern Oklahoma State University",35,3898,20680,"2019_20"
"Normal","University of Tulsa",72,3232,57427,"2019_20"
"Normal","Concordia University-Portland",44,1564,42134,"2019_20"
"Normal","Eastern Oregon University",27,2632,21549,"2019_20"
"Normal","New Hope Christian College-Eugene",48,92,25930,"2019_20"
"Normal","George Fox University",68,2611,49746,"2019_20"
"Normal","Lewis & Clark College",77,1901,66388,"2019_20"
"Normal","Linfield University-McMinnville Campus",74,1383,58594,"2019_20"
"Normal","Mount Angel Seminary",50,38,37628,"2019_20"
"Normal","Multnomah University",55,362,41182,"2019_20"
"Normal","Bushnell University",52,559,41215,"2019_20"
"Normal","Oregon Institute of Technology",46,3566,23237,"2019_20"
"Normal","Oregon State University",67,25339,26631,"2019_20"
"Normal","University of Oregon",74,18743,26205,"2019_20"
"Normal","Pacific Northwest College of Art",43,506,53595,"2019_20"
"Normal","Pacific University",69,1768,59490,"2019_20"
"Normal","Portland State University",48,17774,20613,"2019_20"
"Normal","University of Portland",81,3773,61562,"2019_20"
"Normal","Reed College",76,1429,73128,"2019_20"
"Normal","Southern Oregon University",46,3787,17015,"2019_20"
"Normal","Warner Pacific University",46,392,31919,"2019_20"
"Normal","Corban University",66,933,45537,"2019_20"
"Normal","Willamette University",69,1479,64205,"2019_20"
"Normal","Western Oregon University",41,4326,23290,"2019_20"
"Normal","Bryn Athyn College of the New Church",58,283,32620,"2019_20"
"Normal","Albright College",57,1707,59836,"2019_20"
"Normal","Allegheny College",74,1731,62966,"2019_20"
"Normal","DeSales University",69,2437,52637,"2019_20"
"Normal","Alvernia University",63,2092,48854,"2019_20"
"Normal","Clarks Summit University",88,536,32589,"2019_20"
"Normal","Arcadia University",66,1987,58762,"2019_20"
"Normal","Bloomsburg University of Pennsylvania",60,7552,24230,"2019_20"
"Normal","Bryn Mawr College",84,1381,70860,"2019_20"
"Normal","Bucknell University",90,3608,72750,"2019_20"
"Normal","Cabrini University",55,1506,45618,"2019_20"
"Normal","California University of Pennsylvania",50,4756,25437,"2019_20"
"Normal","Carlow University",57,1288,42060,"2019_20"
"Normal","Carnegie Mellon University",90,6535,72265,"2019_20"
"Normal","Cedar Crest College",51,1200,50609,"2019_20"
"Normal","Central Penn College",40,1025,26400,"2019_20"
"Normal","Chatham University",70,1152,51851,"2019_20"
"Normal","Chestnut Hill College",56,1174,51741,"2019_20"
"Normal","Cheyney University of Pennsylvania",26,587,23533,"2019_20"
"Normal","Clarion University of Pennsylvania",52,3645,25977,"2019_20"
"Normal","Curtis Institute of Music",69,131,23790,"2019_20"
"Normal","Delaware Valley University",60,1769,55268,"2019_20"
"Normal","Dickinson College",83,2098,71182,"2019_20"
"Normal","Drexel University",69,15287,67955,"2019_20"
"Normal","Duquesne University",81,5837,53904,"2019_20"
"Normal","East Stroudsburg University of Pennsylvania",52,5323,25172,"2019_20"
"Normal","Eastern University",59,1736,47972,"2019_20"
"Normal","Edinboro University of Pennsylvania",44,3244,21967,"2019_20"
"Normal","Elizabethtown College",69,1688,59835,"2019_20"
"Normal","Faith Theological Seminary",0,43,23560,"2019_20"
"Normal","Franklin and Marshall College",85,2309,73032,"2019_20"
"Normal","Gannon University",68,2866,44896,"2019_20"
"Normal","Geneva College",72,1182,38114,"2019_20"
"Normal","Gettysburg College",81,2370,68990,"2019_20"
"Normal","Gwynedd Mercy University",60,1836,47396,"2019_20"
"Normal","Haverford College",90,1308,73902,"2019_20"
"Normal","Holy Family University",58,1951,35659,"2019_20"
"Normal","Immaculata University",67,1304,43069,"2019_20"
"Normal","Indiana University of Pennsylvania-Main Campus",56,8218,27912,"2019_20"
"Normal","Juniata College",78,1271,59863,"2019_20"
"Normal","Keystone College",47,1192,39522,"2019_20"
"Normal","King's College",64,2092,51077,"2019_20"
"Normal","Kutztown University of Pennsylvania",54,6858,27890,"2019_20"
"Normal","La Roche University",55,1220,41821,"2019_20"
"Normal","La Salle University",66,3552,43052,"2019_20"
"Normal","Lafayette College",88,2641,71270,"2019_20"
"Normal","Lancaster Bible College",62,1574,35405,"2019_20"
"Normal","Lebanon Valley College",78,1672,57495,"2019_20"
"Normal","Lehigh University",90,5164,68383,"2019_20"
"Normal","Lincoln University",47,2032,25682,"2019_20"
"Normal","Lock Haven University",54,2684,24662,"2019_20"
"Normal","Lycoming College",67,1124,55487,"2019_20"
"Normal","Mansfield University of Pennsylvania",51,1564,26898,"2019_20"
"Normal","Marywood University",68,1732,47281,"2019_20"
"Normal","Mercyhurst University",68,2375,52417,"2019_20"
"Normal","Messiah University",79,2579,48786,"2019_20"
"Normal","Millersville University of Pennsylvania",56,6600,28082,"2019_20"
"Normal","Misericordia University",68,1942,46887,"2019_20"
"Normal","Moore College of Art and Design",72,387,58821,"2019_20"
"Normal","Moravian College",69,2014,57959,"2019_20"
"Normal","Mount Aloysius College",48,1093,36247,"2019_20"
"Normal","Muhlenberg College",84,2231,67170,"2019_20"
"Normal","Neumann University",52,1793,45614,"2019_20"
"Normal","Pennsylvania State University-Main Campus",71,74630,33580,"2019_20"
"Normal","Peirce College",42,1084,18260,"2019_20"
"Normal","Pennsylvania Academy of the Fine Arts",64,193,59184,"2019_20"
"Normal","Pennsylvania College of Art and Design",44,245,35490,"2019_20"
"Normal","University of Pennsylvania",96,10774,75303,"2019_20"
"Normal","The University of the Arts",61,1679,65447,"2019_20"
"Normal","Cairn University-Langhorne",60,842,39654,"2019_20"
"Normal","University of the Sciences",78,1358,43263,"2019_20"
"Normal","University of Pittsburgh-Bradford",40,1296,27249,"2019_20"
"Normal","University of Pittsburgh-Greensburg",34,1435,26377,"2019_20"
"Normal","University of Pittsburgh-Johnstown",57,2458,26932,"2019_20"
"Normal","University of Pittsburgh-Pittsburgh Campus",83,19017,33168,"2019_20"
"Normal","Point Park University",60,3062,43994,"2019_20"
"Normal","Robert Morris University",65,3735,46974,"2019_20"
"Normal","Rosemont College",49,492,35337,"2019_20"
"Normal","Saint Francis University",73,1647,52663,"2019_20"
"Normal","Saint Joseph's University",81,4679,61227,"2019_20"
"Normal","Saint Vincent College",69,1506,49169,"2019_20"
"Normal","University of Scranton",83,3675,60978,"2019_20"
"Normal","Seton Hill University",65,1685,48759,"2019_20"
"Normal","Shippensburg University of Pennsylvania",58,5120,27875,"2019_20"
"Normal","Slippery Rock University of Pennsylvania",68,7368,24698,"2019_20"
"Normal","Saint Charles Borromeo Seminary-Overbrook",40,45,40135,"2019_20"
"Normal","Susquehanna University",72,2198,62177,"2019_20"
"Normal","Swarthmore College",94,1584,71167,"2019_20"
"Normal","Talmudical Yeshiva of Philadelphia",62,130,19600,"2019_20"
"Normal","Temple University",74,28308,31958,"2019_20"
"Normal","Thiel College",53,694,46641,"2019_20"
"Normal","Thomas Jefferson University",70,3600,58295,"2019_20"
"Normal","Ursinus College",81,1455,67809,"2019_20"
"Normal","University of Valley Forge",45,504,35302,"2019_20"
"Normal","Villanova University",90,6779,70645,"2019_20"
"Normal","Washington & Jefferson College",75,1246,62184,"2019_20"
"Normal","Waynesburg University",66,1270,36042,"2019_20"
"Normal","West Chester University of Pennsylvania",77,14340,25919,"2019_20"
"Normal","Westminster College",70,1119,49098,"2019_20"
"Normal","Widener University",65,3054,61834,"2019_20"
"Normal","Wilkes University",63,2233,52824,"2019_20"
"Normal","Wilson College",64,827,36666,"2019_20"
"Normal","Yeshivath Beth Moshe",71,40,17100,"2019_20"
"Normal","York College of Pennsylvania",63,3939,31858,"2019_20"
"Normal","Brown University",96,6834,73892,"2019_20"
"Normal","Bryant University",81,3232,61499,"2019_20"
"Normal","Johnson & Wales University-Providence",65,6033,49107,"2019_20"
"Normal","Providence College",87,4046,67065,"2019_20"
"Normal","Rhode Island College",49,6293,16982,"2019_20"
"Normal","University of Rhode Island",69,13677,29865,"2019_20"
"Normal","Rhode Island School of Design",89,2009,70323,"2019_20"
"Normal","Roger Williams University",67,4358,53679,"2019_20"
"Normal","Salve Regina University",78,2140,59263,"2019_20"
"Normal","Northpoint Bible College",55,284,28942,"2019_20"
"Normal","Allen University",22,753,24359,"2019_20"
"Normal","Anderson University",67,2676,42907,"2019_20"
"Normal","Charleston Southern University",41,2757,38741,"2019_20"
"Normal","Benedict College",24,2034,27927,"2019_20"
"Normal","Bob Jones University",66,2415,26651,"2019_20"
"Normal","Southern Wesleyan University",54,1080,36048,"2019_20"
"Normal","College of Charleston",66,9287,29576,"2019_20"
"Normal","Citadel Military College of South Carolina",74,2908,29663,"2019_20"
"Normal","Claflin University",51,1946,33191,"2019_20"
"Normal","Clemson University",84,20074,31158,"2019_20"
"Normal","Coker University",39,974,41619,"2019_20"
"Normal","Columbia International University",51,712,36104,"2019_20"
"Normal","Columbia College",60,1099,32483,"2019_20"
"Normal","Converse College",58,808,31461,"2019_20"
"Normal","Erskine College",45,784,53000,"2019_20"
"Normal","Francis Marion University",44,3104,22102,"2019_20"
"Normal","Furman University",83,2671,65231,"2019_20"
"Normal","Lander University",45,3038,24194,"2019_20"
"Normal","Limestone University",33,2116,40695,"2019_20"
"Normal","Morris College",25,595,25845,"2019_20"
"Normal","Newberry College",54,1262,40887,"2019_20"
"Normal","North Greenville University",59,1840,36044,"2019_20"
"Normal","Presbyterian College",71,1026,52679,"2019_20"
"Normal","University of South Carolina Aiken",39,2960,22683,"2019_20"
"Normal","University of South Carolina Beaufort",31,2008,24033,"2019_20"
"Normal","University of South Carolina-Columbia",77,27066,28059,"2019_20"
"Normal","Coastal Carolina University",47,9321,24325,"2019_20"
"Normal","South Carolina State University",35,2122,30052,"2019_20"
"Normal","University of South Carolina-Upstate",48,5239,24227,"2019_20"
"Normal","Voorhees College",41,510,26262,"2019_20"
"Normal","Winthrop University",63,4444,28673,"2019_20"
"Normal","Wofford College",85,1719,59862,"2019_20"
"Normal","Augustana University",71,1765,46888,"2019_20"
"Normal","Black Hills State University",38,2416,20033,"2019_20"
"Normal","Dakota State University",43,2067,21799,"2019_20"
"Normal","Dakota Wesleyan University",54,719,37701,"2019_20"
"Normal","Mount Marty University",56,601,40495,"2019_20"
"Normal","National American University-Rapid City",19,1434,22743,"2019_20"
"Normal","Northern State University",48,1383,20360,"2019_20"
"Normal","Presentation College",34,555,33734,"2019_20"
"Normal","South Dakota School of Mines and Technology",49,2125,24000,"2019_20"
"Normal","South Dakota State University",56,9034,22858,"2019_20"
"Normal","University of Sioux Falls",64,1349,29413,"2019_20"
"Normal","University of South Dakota",59,5998,22248,"2019_20"
"Normal","American Baptist College",33,99,24863,"2019_20"
"Normal","Austin Peay State University",43,8935,21915,"2019_20"
"Normal","Baptist Health Sciences University",56,955,20430,"2019_20"
"Normal","Belmont University",72,6768,52760,"2019_20"
"Normal","Bethel University",32,2355,31005,"2019_20"
"Normal","Bryan College-Dayton",45,843,37406,"2019_20"
"Normal","Carson-Newman University",57,1769,39968,"2019_20"
"Normal","Christian Brothers University",61,1444,43782,"2019_20"
"Normal","Cumberland University",43,1919,37286,"2019_20"
"Normal","Lipscomb University",68,2842,46755,"2019_20"
"Normal","East Tennessee State University",50,10490,22737,"2019_20"
"Normal","Fisk University",50,840,37028,"2019_20"
"Normal","Welch College",53,285,33164,"2019_20"
"Normal","Freed-Hardeman University",58,1348,34530,"2019_20"
"Normal","Johnson University",63,717,26719,"2019_20"
"Normal","King University",59,1561,42448,"2019_20"
"Normal","Lane College",22,1267,21864,"2019_20"
"Normal","Le Moyne-Owen College",14,835,17667,"2019_20"
"Normal","Lee University",60,4077,30309,"2019_20"
"Normal","Lincoln Memorial University",55,1911,35342,"2019_20"
"Normal","Martin Methodist College",36,778,39812,"2019_20"
"Normal","Maryville College",51,1073,48503,"2019_20"
"Normal","University of Memphis",53,15568,23176,"2019_20"
"Normal","Middle Tennessee State University",47,18093,20800,"2019_20"
"Normal","Rhodes College",80,1941,62570,"2019_20"
"Normal","The University of the South",79,1669,60950,"2019_20"
"Normal","Southern Adventist University",55,2334,35029,"2019_20"
"Normal","Tennessee Wesleyan University",41,1035,33188,"2019_20"
"Normal","The University of Tennessee-Chattanooga",48,10185,22483,"2019_20"
"Normal","The University of Tennessee-Knoxville",72,23152,31510,"2019_20"
"Normal","The University of Tennessee-Martin",47,5227,20669,"2019_20"
"Normal","Tennessee State University",32,5874,21684,"2019_20"
"Normal","Tennessee Technological University",54,8743,24181,"2019_20"
"Normal","Trevecca Nazarene University",56,2238,37211,"2019_20"
"Normal","Tusculum University",41,1260,38471,"2019_20"
"Normal","Union University",68,2036,53086,"2019_20"
"Normal","Vanderbilt University",93,6871,70146,"2019_20"
"Normal","Abilene Christian University",61,3503,49538,"2019_20"
"Normal","Angelo State University",40,5909,19924,"2019_20"
"Normal","Arlington Baptist University",16,145,23431,"2019_20"
"Normal","The Art Institute of Houston",28,678,29352,"2019_20"
"Normal","Austin College",72,1293,54690,"2019_20"
"Normal","Baylor University",78,13948,62913,"2019_20"
"Normal","Concordia University Texas",49,1808,45435,"2019_20"
"Normal","Texas A & M University-Corpus Christi",37,9217,21541,"2019_20"
"Normal","Dallas Baptist University",58,2761,40917,"2019_20"
"Normal","Dallas Christian College",9,193,32042,"2019_20"
"Normal","University of Dallas",71,1469,55833,"2019_20"
"Normal","East Texas Baptist University",44,1359,38223,"2019_20"
"Normal","Texas A&M University-Texarkana",34,1712,18292,"2019_20"
"Normal","Texas A & M University-Commerce",43,8329,22432,"2019_20"
"Normal","Miami International University of Art & Design-Art Institute Dallas",18,475,29654,"2019_20"
"Normal","Hardin-Simmons University",51,1687,40160,"2019_20"
"Normal","Houston Baptist University",44,2623,42640,"2019_20"
"Normal","University of Houston-Downtown",28,13028,16863,"2019_20"
"Normal","University of Houston-Victoria",19,3306,19031,"2019_20"
"Normal","University of Houston",61,37631,22721,"2019_20"
"Normal","Howard Payne University",35,817,39973,"2019_20"
"Normal","Huston-Tillotson University",28,1112,23949,"2019_20"
"Normal","University of the Incarnate Word",51,5055,44099,"2019_20"
"Normal","Jarvis Christian College",11,849,25223,"2019_20"
"Normal","Lamar University",34,8302,20448,"2019_20"
"Normal","Texas A & M International University",47,7189,13238,"2019_20"
"Normal","LeTourneau University",63,1776,43406,"2019_20"
"Normal","Lubbock Christian University",50,1332,35023,"2019_20"
"Normal","University of Mary Hardin-Baylor",51,3333,41426,"2019_20"
"Normal","McMurry University",33,1128,40851,"2019_20"
"Normal","Midwestern State University",45,5170,19481,"2019_20"
"Normal","University of North Texas",56,32159,23462,"2019_20"
"Normal","Our Lady of the Lake University",42,1328,39529,"2019_20"
"Normal","The University of Texas Rio Grande Valley",46,24902,13989,"2019_20"
"Normal","Paul Quinn College",20,552,19027,"2019_20"
"Normal","Prairie View A & M University",36,8109,24668,"2019_20"
"Normal","Rice University",93,3978,65150,"2019_20"
"Normal","Saint Edward's University",64,3404,59409,"2019_20"
"Normal","University of St Thomas",68,2047,44170,"2019_20"
"Normal","Sam Houston State University",54,18805,22120,"2019_20"
"Normal","Schreiner University",45,1168,39205,"2019_20"
"Normal","St. Mary's University",60,2252,41856,"2019_20"
"Normal","Southern Methodist University",81,6679,74306,"2019_20"
"Normal","Southwestern Assemblies of God University",45,1630,33819,"2019_20"
"Normal","Southwestern University",69,1507,55886,"2019_20"
"Normal","Stephen F Austin State University",52,10230,21677,"2019_20"
"Normal","Texas State University",54,33917,22791,"2019_20"
"Normal","Southwestern Adventist University",40,660,32356,"2019_20"
"Normal","Sul Ross State University",25,1847,20112,"2019_20"
"Normal","Tarleton State University",49,11350,21795,"2019_20"
"Normal","Texas A & M University-Kingsville",39,5265,22535,"2019_20"
"Normal","Texas A & M University-College Station",82,53119,29341,"2019_20"
"Normal","The University of Texas at Arlington",51,34422,23217,"2019_20"
"Normal","The University of Texas at Austin",86,39783,26254,"2019_20"
"Normal","The University of Texas at Dallas",70,20972,26401,"2019_20"
"Normal","The University of Texas at El Paso",37,21335,17334,"2019_20"
"Normal","The University of Texas at Tyler",42,6616,20371,"2019_20"
"Normal","Texas Christian University",83,9442,65234,"2019_20"
"Normal","Texas College",12,940,19940,"2019_20"
"Normal","Texas Lutheran University",55,1407,41662,"2019_20"
"Normal","The University of Texas Permian Basin",40,3423,18098,"2019_20"
"Normal","The University of Texas at San Antonio",42,27573,21177,"2019_20"
"Normal","Texas Southern University",23,7092,24201,"2019_20"
"Normal","Texas Tech University",61,31172,24054,"2019_20"
"Normal","Texas Wesleyan University",30,1483,46996,"2019_20"
"Normal","Texas Woman's University",43,9418,18715,"2019_20"
"Normal","Trinity University",76,2428,58840,"2019_20"
"Normal","Wayland Baptist University",23,2812,32915,"2019_20"
"Normal","West Texas A & M University",45,7338,20150,"2019_20"
"Normal","Wiley College",36,711,23906,"2019_20"
"Normal","Brigham Young University",78,31292,18484,"2019_20"
"Normal","Brigham Young University-Hawaii",65,2974,18862,"2019_20"
"Normal","Eagle Gate College-Murray",78,215,24061,"2019_20"
"Normal","Southern Utah University",50,7534,19800,"2019_20"
"Normal","Stevens-Henager College",44,95,30528,"2019_20"
"Normal","Utah State University",54,20913,19223,"2019_20"
"Normal","Utah Valley University",32,28314,13697,"2019_20"
"Normal","University of Utah",70,23432,20948,"2019_20"
"Normal","Westminster College",58,1716,45799,"2019_20"
"Normal","Bennington College",76,698,73133,"2019_20"
"Normal","Castleton University",55,1829,24717,"2019_20"
"Normal","Champlain College",65,3605,59199,"2019_20"
"Normal","Goddard College",50,165,29957,"2019_20"
